BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
bolsigdb_air.dat
--------------------------------------------------
O2                                                              
bolsigdb_air.dat
--------------------------------------------------
N2(v1)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v2)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v3)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v4)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v5)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v6)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v7)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v8)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(A3)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v1)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v2)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v3)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v4)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(a1)                                                          
bolsigdb_air.dat
--------------------------------------------------
N                                                               
bolsigdb_air.dat
--------------------------------------------------
O                                                               
bolsigdb_air.dat
--------------------------------------------------
NO                                                              
bolsigdb_air.dat
--------------------------------------------------
O3                                                              
bolsigdb_air.dat
--------------------------------------------------
N2O                                                             
bolsigdb_air.dat
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.2446E+26
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction N2                          0.7997    
Mole fraction O2                          0.1999    
Mole fraction N2(v1)                      0.1899E-04
Mole fraction N2(v2)                      0.1899E-04
Mole fraction N2(v3)                      0.1899E-04
Mole fraction N2(v4)                      0.1899E-04
Mole fraction N2(v5)                      0.1899E-04
Mole fraction N2(v6)                      0.1899E-04
Mole fraction N2(v7)                      0.1899E-04
Mole fraction N2(v8)                      0.1899E-04
Mole fraction N2(A3)                      0.1899E-04
Mole fraction O2(v1)                      0.1899E-04
Mole fraction O2(v2)                      0.1899E-04
Mole fraction O2(v3)                      0.1899E-04
Mole fraction O2(v4)                      0.1899E-04
Mole fraction O2(a1)                      0.1899E-04
Mole fraction N                           0.1899E-04
Mole fraction O                           0.1899E-04
Mole fraction NO                          0.1899E-04
Mole fraction O3                          0.1899E-04
Mole fraction N2O                         0.1899E-04
 
 
Energy (eV) 	Electric field / N (Td)                                         
0.7282E-01	0.1000E-01
0.7368E-01	0.1033E-01
0.7454E-01	0.1068E-01
0.7542E-01	0.1104E-01
0.7630E-01	0.1141E-01
0.7720E-01	0.1179E-01
0.7810E-01	0.1218E-01
0.7902E-01	0.1259E-01
0.7994E-01	0.1301E-01
0.8088E-01	0.1344E-01
0.8183E-01	0.1389E-01
0.8279E-01	0.1436E-01
0.8377E-01	0.1484E-01
0.8475E-01	0.1533E-01
0.8576E-01	0.1585E-01
0.8678E-01	0.1638E-01
0.8781E-01	0.1693E-01
0.8886E-01	0.1749E-01
0.8993E-01	0.1808E-01
0.9101E-01	0.1868E-01
0.9211E-01	0.1930E-01
0.9323E-01	0.1995E-01
0.9437E-01	0.2062E-01
0.9552E-01	0.2131E-01
0.9670E-01	0.2202E-01
0.9789E-01	0.2276E-01
0.9909E-01	0.2352E-01
0.1003	0.2430E-01
0.1015	0.2511E-01
0.1028	0.2595E-01
0.1040	0.2682E-01
0.1053	0.2772E-01
0.1066	0.2865E-01
0.1078	0.2960E-01
0.1091	0.3059E-01
0.1104	0.3162E-01
0.1117	0.3267E-01
0.1129	0.3377E-01
0.1142	0.3489E-01
0.1154	0.3606E-01
0.1167	0.3727E-01
0.1179	0.3851E-01
0.1191	0.3980E-01
0.1202	0.4113E-01
0.1214	0.4251E-01
0.1225	0.4393E-01
0.1236	0.4540E-01
0.1247	0.4691E-01
0.1258	0.4848E-01
0.1268	0.5010E-01
0.1278	0.5178E-01
0.1288	0.5351E-01
0.1298	0.5530E-01
0.1307	0.5715E-01
0.1316	0.5906E-01
0.1324	0.6103E-01
0.1333	0.6307E-01
0.1341	0.6518E-01
0.1349	0.6736E-01
0.1356	0.6962E-01
0.1364	0.7194E-01
0.1371	0.7435E-01
0.1378	0.7683E-01
0.1384	0.7940E-01
0.1391	0.8206E-01
0.1397	0.8480E-01
0.1404	0.8764E-01
0.1410	0.9057E-01
0.1415	0.9360E-01
0.1421	0.9672E-01
0.1427	0.1000
0.1433	0.1033
0.1438	0.1068
0.1443	0.1103
0.1449	0.1140
0.1454	0.1178
0.1460	0.1218
0.1465	0.1258
0.1470	0.1300
0.1476	0.1344
0.1481	0.1389
0.1487	0.1435
0.1493	0.1483
0.1498	0.1533
0.1504	0.1584
0.1510	0.1637
0.1517	0.1692
0.1523	0.1748
0.1529	0.1807
0.1536	0.1867
0.1543	0.1930
0.1550	0.1994
0.1558	0.2061
0.1566	0.2130
0.1574	0.2201
0.1582	0.2275
0.1590	0.2351
0.1599	0.2429
0.1609	0.2510
0.1618	0.2594
0.1628	0.2681
0.1639	0.2771
0.1650	0.2863
0.1661	0.2959
0.1673	0.3058
0.1685	0.3160
0.1697	0.3266
0.1710	0.3375
0.1724	0.3488
0.1737	0.3605
0.1752	0.3725
0.1767	0.3850
0.1782	0.3978
0.1798	0.4111
0.1814	0.4249
0.1831	0.4391
0.1848	0.4538
0.1866	0.4690
0.1885	0.4846
0.1904	0.5008
0.1923	0.5176
0.1943	0.5349
0.1965	0.5528
0.1986	0.5712
0.2008	0.5903
0.2030	0.6101
0.2054	0.6305
0.2097	0.6516
0.2122	0.6734
0.2147	0.6959
0.2174	0.7191
0.2201	0.7432
0.2230	0.7680
0.2259	0.7937
0.2289	0.8202
0.2321	0.8477
0.2353	0.8760
0.2387	0.9053
0.2423	0.9356
0.2459	0.9668
0.2498	0.9992
0.2538	1.033
0.2580	1.067
0.2625	1.103
0.2672	1.140
0.2721	1.178
0.2774	1.217
0.2829	1.258
0.2889	1.300
0.2952	1.343
0.3019	1.388
0.3091	1.435
0.3167	1.483
0.3249	1.532
0.3336	1.583
0.3428	1.636
0.3527	1.691
0.3631	1.748
0.3742	1.806
0.3859	1.866
0.3982	1.929
0.4111	1.993
0.4246	2.060
0.4386	2.129
0.4532	2.200
0.4683	2.274
0.4837	2.350
0.4995	2.428
0.5157	2.509
0.5329	2.593
0.5494	2.680
0.5660	2.770
0.5826	2.862
0.5992	2.958
0.6157	3.057
0.6320	3.159
0.6462	3.265
0.6621	3.374
0.6777	3.487
0.6930	3.603
0.7080	3.724
0.7225	3.848
0.7366	3.977
0.7529	4.110
0.7660	4.247
0.7787	4.389
0.7909	4.536
0.8027	4.688
0.8140	4.844
0.8249	5.006
0.8354	5.174
0.8455	5.347
0.8551	5.525
0.8644	5.710
0.8733	5.901
0.8819	6.098
0.8900	6.302
0.8979	6.513
0.9054	6.731
0.9127	6.956
0.9196	7.188
0.9263	7.429
0.9327	7.677
0.9388	7.934
0.9447	8.199
0.9504	8.473
0.9559	8.756
0.9612	9.049
0.9663	9.352
0.9712	9.664
0.9759	9.988
0.9821	10.32
0.9866	10.67
0.9911	11.02
0.9954	11.39
0.9996	11.77
1.004	12.17
1.008	12.57
1.012	12.99
1.015	13.43
1.019	13.88
1.023	14.34
1.027	14.82
1.031	15.32
1.029	15.83
1.032	16.36
1.035	16.90
1.038	17.47
1.041	18.05
1.044	18.66
1.047	19.28
1.050	19.93
1.053	20.59
1.056	21.28
1.059	21.99
1.062	22.73
1.065	23.49
1.068	24.27
1.071	25.08
1.075	25.92
1.078	26.79
