BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
bolsigdb_air.dat
--------------------------------------------------
N2(v1)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v2)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v3)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v4)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v5)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v6)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v7)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(v8)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(A3)                                                          
bolsigdb_air.dat
--------------------------------------------------
N                                                               
bolsigdb_air.dat
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.2446E+26
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction N2                          0.9997    
Mole fraction N2(v1)                      0.3000E-04
Mole fraction N2(v2)                      0.3000E-04
Mole fraction N2(v3)                      0.3000E-04
Mole fraction N2(v4)                      0.3000E-04
Mole fraction N2(v5)                      0.3000E-04
Mole fraction N2(v6)                      0.3000E-04
Mole fraction N2(v7)                      0.3000E-04
Mole fraction N2(v8)                      0.3000E-04
Mole fraction N2(A3)                      0.3000E-04
Mole fraction N                           0.3000E-04
 
 
Energy (eV) 	Electric field / N (Td)                                         
6.737	0.1698E-12
6.883	0.1710E-12
7.032	0.1722E-12
7.183	0.1735E-12
7.338	0.1747E-12
7.496	0.1759E-12
7.654	0.1771E-12
7.819	0.1783E-12
7.989	0.1796E-12
8.163	0.1808E-12
8.341	0.1821E-12
8.527	0.1834E-12
8.715	0.1847E-12
8.909	0.1860E-12
9.108	0.1873E-12
9.313	0.1886E-12
9.523	0.1899E-12
9.741	0.1913E-12
9.964	0.1927E-12
10.20	0.1941E-12
10.43	0.1955E-12
10.68	0.1969E-12
10.93	0.1984E-12
11.19	0.1999E-12
11.46	0.2014E-12
11.74	0.2029E-12
12.03	0.2044E-12
12.32	0.2060E-12
12.63	0.2076E-12
12.95	0.2092E-12
13.28	0.2108E-12
13.62	0.2125E-12
13.97	0.2141E-12
14.33	0.2158E-12
14.71	0.2175E-12
15.09	0.2192E-12
15.49	0.2210E-12
15.91	0.2227E-12
16.34	0.2245E-12
16.78	0.2263E-12
17.25	0.2281E-12
17.72	0.2299E-12
18.22	0.2318E-12
18.73	0.2336E-12
19.26	0.2355E-12
19.82	0.2374E-12
20.39	0.2393E-12
20.98	0.2412E-12
21.60	0.2431E-12
22.24	0.2451E-12
22.90	0.2470E-12
23.59	0.2490E-12
24.31	0.2509E-12
25.05	0.2529E-12
25.83	0.2549E-12
26.64	0.2569E-12
27.47	0.2589E-12
28.35	0.2609E-12
29.26	0.2629E-12
30.20	0.2649E-12
31.19	0.2669E-12
32.22	0.2690E-12
33.29	0.2710E-12
34.40	0.2730E-12
35.57	0.2750E-12
36.79	0.2770E-12
38.05	0.2790E-12
39.38	0.2810E-12
40.77	0.2830E-12
42.22	0.2850E-12
43.74	0.2869E-12
45.32	0.2889E-12
46.98	0.2908E-12
48.72	0.2927E-12
50.55	0.2946E-12
52.46	0.2965E-12
54.46	0.2984E-12
56.57	0.3002E-12
58.78	0.3021E-12
61.10	0.3039E-12
63.54	0.3056E-12
66.10	0.3074E-12
68.80	0.3091E-12
71.64	0.3107E-12
74.63	0.3124E-12
77.79	0.3140E-12
81.11	0.3156E-12
 
 
Energy (eV)	Momentum frequency /N (m3/s)
0.1080	0.1403E-13
0.1088	0.1413E-13
0.1096	0.1423E-13
0.1105	0.1435E-13
0.1113	0.1445E-13
0.1122	0.1455E-13
0.1130	0.1465E-13
0.1139	0.1475E-13
0.1147	0.1485E-13
0.1156	0.1495E-13
0.1165	0.1505E-13
0.1174	0.1516E-13
0.1183	0.1526E-13
0.1192	0.1536E-13
0.1201	0.1547E-13
0.1210	0.1557E-13
0.1220	0.1570E-13
0.1230	0.1580E-13
0.1239	0.1591E-13
0.1249	0.1602E-13
0.1259	0.1613E-13
0.1270	0.1624E-13
0.1280	0.1635E-13
0.1291	0.1646E-13
0.1302	0.1658E-13
0.1313	0.1672E-13
0.1324	0.1683E-13
0.1336	0.1695E-13
0.1348	0.1707E-13
0.1360	0.1720E-13
0.1372	0.1732E-13
0.1385	0.1745E-13
0.1397	0.1757E-13
0.1411	0.1773E-13
0.1424	0.1786E-13
0.1438	0.1800E-13
0.1452	0.1813E-13
0.1467	0.1827E-13
0.1482	0.1841E-13
0.1497	0.1856E-13
0.1513	0.1870E-13
0.1529	0.1888E-13
0.1545	0.1903E-13
0.1562	0.1919E-13
0.1579	0.1934E-13
0.1597	0.1950E-13
0.1615	0.1967E-13
0.1634	0.1983E-13
0.1653	0.2004E-13
0.1673	0.2021E-13
0.1693	0.2038E-13
0.1713	0.2056E-13
0.1735	0.2074E-13
0.1756	0.2093E-13
0.1778	0.2112E-13
0.1801	0.2131E-13
0.1824	0.2150E-13
0.1848	0.2170E-13
0.1872	0.2191E-13
0.1897	0.2211E-13
0.1923	0.2232E-13
0.1949	0.2254E-13
0.1976	0.2275E-13
0.2004	0.2297E-13
0.2032	0.2320E-13
0.2061	0.2343E-13
0.2091	0.2366E-13
0.2121	0.2389E-13
0.2153	0.2413E-13
1.117	0.1292E-12
1.116	0.1291E-12
1.114	0.1289E-12
1.113	0.1286E-12
1.111	0.1283E-12
1.109	0.1279E-12
1.107	0.1275E-12
1.105	0.1271E-12
1.102	0.1266E-12
1.100	0.1260E-12
1.097	0.1255E-12
1.095	0.1248E-12
1.092	0.1242E-12
1.089	0.1235E-12
1.086	0.1227E-12
1.082	0.1220E-12
1.079	0.1212E-12
1.076	0.1204E-12
1.072	0.1195E-12
1.068	0.1186E-12
1.065	0.1178E-12
1.061	0.1169E-12
1.057	0.1159E-12
1.053	0.1150E-12
1.049	0.1141E-12
1.045	0.1132E-12
1.040	0.1122E-12
1.036	0.1113E-12
1.032	0.1104E-12
1.027	0.1094E-12
1.023	0.1085E-12
1.019	0.1077E-12
1.015	0.1068E-12
1.010	0.1059E-12
1.006	0.1051E-12
1.002	0.1043E-12
0.9980	0.1035E-12
0.9940	0.1028E-12
0.9901	0.1020E-12
0.9862	0.1013E-12
0.9825	0.1006E-12
0.9789	0.9997E-13
0.9753	0.9934E-13
0.9719	0.9873E-13
0.9686	0.9815E-13
0.9654	0.9760E-13
0.9624	0.9708E-13
0.9594	0.9658E-13
0.9566	0.9610E-13
0.9539	0.9566E-13
0.9514	0.9523E-13
0.9489	0.9483E-13
0.9466	0.9446E-13
0.9444	0.9410E-13
0.9424	0.9377E-13
0.9405	0.9346E-13
0.9386	0.9317E-13
0.9369	0.9290E-13
0.9353	0.9265E-13
0.9339	0.9242E-13
0.9325	0.9220E-13
0.9313	0.9201E-13
0.9301	0.9183E-13
0.9291	0.9166E-13
0.9281	0.9151E-13
0.9272	0.9138E-13
0.9265	0.9126E-13
0.9258	0.9115E-13
0.9252	0.9106E-13
0.9247	0.9098E-13
0.9243	0.9091E-13
0.9239	0.9085E-13
0.9236	0.9080E-13
0.9234	0.9077E-13
0.9233	0.9074E-13
0.9232	0.9073E-13
0.9232	0.9073E-13
0.9233	0.9073E-13
0.9234	0.9075E-13
0.9236	0.9077E-13
0.9239	0.9080E-13
0.9242	0.9084E-13
0.9245	0.9089E-13
0.9249	0.9095E-13
0.9254	0.9102E-13
0.9259	0.9109E-13
0.9265	0.9117E-13
0.9271	0.9126E-13
0.9278	0.9136E-13
0.9285	0.9147E-13
0.9293	0.9158E-13
0.9301	0.9170E-13
0.9309	0.9183E-13
0.9323	0.9202E-13
0.9332	0.9216E-13
0.9342	0.9231E-13
0.9352	0.9246E-13
0.9362	0.9262E-13
0.9373	0.9279E-13
0.9384	0.9297E-13
0.9396	0.9315E-13
0.9408	0.9335E-13
0.9420	0.9354E-13
0.9433	0.9375E-13
0.9446	0.9396E-13
0.9459	0.9419E-13
0.9473	0.9441E-13
0.9487	0.9465E-13
0.9501	0.9489E-13
0.9516	0.9514E-13
0.9531	0.9540E-13
0.9546	0.9567E-13
0.9562	0.9594E-13
0.9577	0.9622E-13
0.9593	0.9651E-13
0.9610	0.9681E-13
0.9626	0.9711E-13
0.9643	0.9743E-13
0.9660	0.9775E-13
0.9678	0.9807E-13
0.9695	0.9841E-13
0.9713	0.9875E-13
0.9731	0.9910E-13
0.9749	0.9946E-13
0.9768	0.9983E-13
0.9786	0.1002E-12
0.9805	0.1006E-12
0.9825	0.1010E-12
0.9844	0.1014E-12
0.9863	0.1018E-12
0.9882	0.1022E-12
0.9902	0.1027E-12
0.9921	0.1031E-12
0.9941	0.1035E-12
0.9960	0.1040E-12
0.9980	0.1044E-12
1.000	0.1049E-12
1.002	0.1053E-12
1.004	0.1058E-12
1.006	0.1063E-12
1.008	0.1068E-12
1.010	0.1073E-12
1.012	0.1078E-12
1.014	0.1083E-12
1.016	0.1088E-12
1.018	0.1093E-12
1.020	0.1098E-12
1.022	0.1103E-12
1.024	0.1108E-12
1.026	0.1114E-12
1.028	0.1119E-12
1.030	0.1125E-12
1.032	0.1130E-12
1.034	0.1136E-12
1.036	0.1141E-12
1.038	0.1147E-12
1.041	0.1153E-12
1.043	0.1158E-12
1.045	0.1164E-12
1.047	0.1170E-12
1.049	0.1175E-12
1.051	0.1181E-12
1.053	0.1187E-12
1.055	0.1193E-12
1.057	0.1199E-12
1.060	0.1205E-12
1.062	0.1210E-12
1.064	0.1216E-12
1.066	0.1222E-12
1.069	0.1229E-12
1.071	0.1235E-12
1.074	0.1241E-12
1.077	0.1247E-12
1.080	0.1253E-12
1.082	0.1258E-12
1.085	0.1264E-12
1.087	0.1271E-12
1.091	0.1278E-12
1.094	0.1284E-12
1.098	0.1291E-12
1.101	0.1298E-12
1.106	0.1305E-12
1.110	0.1312E-12
1.115	0.1322E-12
1.122	0.1330E-12
1.128	0.1337E-12
1.135	0.1345E-12
1.144	0.1353E-12
1.153	0.1361E-12
1.164	0.1370E-12
1.177	0.1378E-12
1.192	0.1385E-12
1.208	0.1394E-12
1.228	0.1403E-12
1.250	0.1412E-12
1.276	0.1422E-12
1.305	0.1432E-12
1.338	0.1442E-12
1.375	0.1456E-12
1.417	0.1466E-12
1.464	0.1477E-12
1.516	0.1488E-12
1.574	0.1499E-12
1.637	0.1510E-12
1.707	0.1522E-12
1.782	0.1533E-12
1.865	0.1543E-12
1.953	0.1555E-12
2.046	0.1567E-12
2.145	0.1579E-12
2.250	0.1591E-12
2.359	0.1603E-12
2.473	0.1615E-12
2.593	0.1626E-12
2.715	0.1638E-12
2.840	0.1650E-12
2.968	0.1662E-12
3.098	0.1673E-12
3.230	0.1685E-12
3.364	0.1697E-12
3.498	0.1708E-12
3.633	0.1720E-12
3.768	0.1731E-12
3.904	0.1742E-12
4.039	0.1754E-12
4.174	0.1765E-12
4.308	0.1776E-12
4.441	0.1788E-12
4.574	0.1799E-12
4.708	0.1810E-12
4.842	0.1821E-12
4.974	0.1833E-12
5.106	0.1844E-12
5.239	0.1855E-12
5.371	0.1867E-12
5.503	0.1879E-12
5.636	0.1890E-12
5.769	0.1902E-12
5.903	0.1915E-12
6.039	0.1926E-12
6.175	0.1939E-12
6.313	0.1951E-12
6.452	0.1964E-12
6.594	0.1977E-12
6.737	0.1990E-12
6.883	0.2004E-12
7.032	0.2017E-12
7.183	0.2031E-12
7.338	0.2045E-12
7.496	0.2060E-12
7.654	0.2076E-12
7.819	0.2090E-12
7.989	0.2106E-12
8.163	0.2121E-12
8.341	0.2137E-12
8.527	0.2152E-12
8.715	0.2168E-12
8.909	0.2185E-12
9.108	0.2202E-12
9.313	0.2220E-12
9.523	0.2238E-12
9.741	0.2256E-12
9.964	0.2274E-12
10.20	0.2293E-12
10.43	0.2313E-12
10.68	0.2333E-12
10.93	0.2353E-12
11.19	0.2373E-12
11.46	0.2394E-12
11.74	0.2415E-12
12.03	0.2437E-12
12.32	0.2459E-12
12.63	0.2482E-12
12.95	0.2504E-12
13.28	0.2527E-12
13.62	0.2551E-12
13.97	0.2575E-12
14.33	0.2600E-12
14.71	0.2625E-12
15.09	0.2650E-12
15.49	0.2677E-12
15.91	0.2703E-12
16.34	0.2730E-12
16.78	0.2757E-12
17.25	0.2785E-12
17.72	0.2813E-12
18.22	0.2842E-12
18.73	0.2871E-12
19.26	0.2900E-12
19.82	0.2930E-12
20.39	0.2961E-12
20.98	0.2992E-12
21.60	0.3023E-12
22.24	0.3054E-12
22.90	0.3086E-12
23.59	0.3119E-12
24.31	0.3151E-12
25.05	0.3185E-12
25.83	0.3218E-12
26.64	0.3252E-12
27.47	0.3286E-12
28.35	0.3321E-12
29.26	0.3356E-12
30.20	0.3391E-12
31.19	0.3426E-12
32.22	0.3462E-12
33.29	0.3498E-12
34.40	0.3534E-12
35.57	0.3570E-12
36.79	0.3607E-12
38.05	0.3644E-12
39.38	0.3681E-12
40.77	0.3718E-12
42.22	0.3755E-12
43.74	0.3792E-12
45.32	0.3829E-12
46.98	0.3866E-12
48.72	0.3904E-12
50.55	0.3940E-12
52.46	0.3978E-12
54.46	0.4014E-12
56.57	0.4051E-12
58.78	0.4088E-12
61.10	0.4124E-12
63.54	0.4160E-12
66.10	0.4196E-12
68.80	0.4231E-12
71.64	0.4266E-12
74.63	0.4300E-12
77.79	0.4334E-12
81.11	0.4367E-12
 
 
Energy (eV)	Total ionization freq. /N (m3/s)
0.1080	0.000
0.1088	0.000
0.1096	0.000
0.1105	0.000
0.1113	0.000
0.1122	0.000
0.1130	0.000
0.1139	0.000
0.1147	0.000
0.1156	0.000
0.1165	0.000
0.1174	0.000
0.1183	0.000
0.1192	0.000
0.1201	0.000
0.1210	0.000
0.1220	0.000
0.1230	0.000
0.1239	0.000
0.1249	0.000
0.1259	0.000
0.1270	0.000
0.1280	0.000
0.1291	0.000
0.1302	0.000
0.1313	0.000
0.1324	0.000
0.1336	0.000
0.1348	0.000
0.1360	0.000
0.1372	0.000
0.1385	0.000
0.1397	0.000
0.1411	0.000
0.1424	0.000
0.1438	0.000
0.1452	0.000
0.1467	0.000
0.1482	0.000
0.1497	0.000
0.1513	0.000
0.1529	0.000
0.1545	0.000
0.1562	0.000
0.1579	0.000
0.1597	0.000
0.1615	0.000
0.1634	0.000
0.1653	0.000
0.1673	0.000
0.1693	0.000
0.1713	0.000
0.1735	0.000
0.1756	0.000
0.1778	0.000
0.1801	0.000
0.1824	0.000
0.1848	0.000
0.1872	0.000
0.1897	0.000
0.1923	0.000
0.1949	0.000
0.1976	0.000
0.2004	0.000
0.2032	0.000
0.2061	0.000
0.2091	0.000
0.2121	0.000
0.2153	0.000
1.117	0.000
1.116	0.000
1.114	0.000
1.113	0.000
1.111	0.000
1.109	0.000
1.107	0.000
1.105	0.000
1.102	0.000
1.100	0.000
1.097	0.000
1.095	0.000
1.092	0.000
1.089	0.000
1.086	0.000
1.082	0.000
1.079	0.000
1.076	0.000
1.072	0.000
1.068	0.000
1.065	0.000
1.061	0.000
1.057	0.000
1.053	0.000
1.049	0.000
1.045	0.000
1.040	0.000
1.036	0.000
1.032	0.000
1.027	0.000
1.023	0.000
1.019	0.000
1.015	0.000
1.010	0.000
1.006	0.000
1.002	0.000
0.9980	0.000
0.9940	0.000
0.9901	0.000
0.9862	0.000
0.9825	0.000
0.9789	0.000
0.9753	0.000
0.9719	0.000
0.9686	0.000
0.9654	0.000
0.9624	0.000
0.9594	0.000
0.9566	0.000
0.9539	0.000
0.9514	0.000
0.9489	0.000
0.9466	0.000
0.9444	0.000
0.9424	0.000
0.9405	0.000
0.9386	0.000
0.9369	0.000
0.9353	0.000
0.9339	0.000
0.9325	0.000
0.9313	0.000
0.9301	0.000
0.9291	0.000
0.9281	0.000
0.9272	0.000
0.9265	0.000
0.9258	0.000
0.9252	0.000
0.9247	0.000
0.9243	0.000
0.9239	0.000
0.9236	0.000
0.9234	0.000
0.9233	0.000
0.9232	0.000
0.9232	0.000
0.9233	0.000
0.9234	0.000
0.9236	0.000
0.9239	0.000
0.9242	0.000
0.9245	0.000
0.9249	0.000
0.9254	0.000
0.9259	0.000
0.9265	0.000
0.9271	0.000
0.9278	0.000
0.9285	0.000
0.9293	0.000
0.9301	0.000
0.9309	0.000
0.9323	0.000
0.9332	0.000
0.9342	0.000
0.9352	0.000
0.9362	0.000
0.9373	0.000
0.9384	0.000
0.9396	0.000
0.9408	0.000
0.9420	0.000
0.9433	0.000
0.9446	0.000
0.9459	0.000
0.9473	0.000
0.9487	0.000
0.9501	0.000
0.9516	0.000
0.9531	0.000
0.9546	0.000
0.9562	0.000
0.9577	0.000
0.9593	0.000
0.9610	0.000
0.9626	0.000
0.9643	0.000
0.9660	0.000
0.9678	0.000
0.9695	0.000
0.9713	0.000
0.9731	0.000
0.9749	0.000
0.9768	0.000
0.9786	0.000
0.9805	0.000
0.9825	0.8647E-31
0.9844	0.8523E-31
0.9863	0.8510E-31
0.9882	0.8652E-31
0.9902	0.9008E-31
0.9921	0.9664E-31
0.9941	0.1073E-30
0.9960	0.1238E-30
0.9980	0.1480E-30
1.000	0.1830E-30
1.002	0.2323E-30
1.004	0.3008E-30
1.006	0.3948E-30
1.008	0.5223E-30
1.010	0.6936E-30
1.012	0.9215E-30
1.014	0.1223E-29
1.016	0.1617E-29
1.018	0.2130E-29
1.020	0.2794E-29
1.022	0.3648E-29
1.024	0.4738E-29
1.026	0.6094E-29
1.028	0.7844E-29
1.030	0.1005E-28
1.032	0.1282E-28
1.034	0.1628E-28
1.036	0.2060E-28
1.038	0.2596E-28
1.041	0.3347E-28
1.043	0.4196E-28
1.045	0.5247E-28
1.047	0.6547E-28
1.049	0.8154E-28
1.051	0.1015E-27
1.053	0.1262E-27
1.055	0.1572E-27
1.057	0.1965E-27
1.060	0.2471E-27
1.062	0.3140E-27
1.064	0.4050E-27
1.066	0.5334E-27
1.069	0.7213E-27
1.071	0.1005E-26
1.074	0.1447E-26
1.077	0.2146E-26
1.080	0.3267E-26
1.082	0.6520E-26
1.085	0.1092E-25
1.087	0.1876E-25
1.091	0.3291E-25
1.094	0.5876E-25
1.098	0.1064E-24
1.101	0.1946E-24
1.106	0.3584E-24
1.110	0.6615E-24
1.115	0.1345E-23
1.122	0.2502E-23
1.128	0.4624E-23
1.135	0.8475E-23
1.144	0.1537E-22
1.153	0.2756E-22
1.164	0.4882E-22
1.177	0.8533E-22
1.192	0.1481E-21
1.208	0.2520E-21
1.228	0.4229E-21
1.250	0.7002E-21
1.276	0.1144E-20
1.305	0.1843E-20
1.338	0.2932E-20
1.375	0.4600E-20
1.417	0.7128E-20
1.464	0.1091E-19
1.516	0.1649E-19
1.574	0.2462E-19
1.637	0.3633E-19
1.707	0.5298E-19
1.782	0.7639E-19
1.865	0.1091E-18
1.953	0.1539E-18
2.046	0.2148E-18
2.145	0.2967E-18
2.250	0.4056E-18
2.359	0.5492E-18
2.473	0.7366E-18
2.593	0.9797E-18
2.715	0.1291E-17
2.840	0.1686E-17
2.968	0.2184E-17
3.098	0.2807E-17
3.230	0.3580E-17
3.364	0.4533E-17
3.498	0.5703E-17
3.633	0.7124E-17
3.768	0.8841E-17
3.904	0.1091E-16
4.039	0.1338E-16
4.174	0.1631E-16
4.308	0.1979E-16
4.441	0.2388E-16
4.574	0.2868E-16
4.708	0.3429E-16
4.842	0.4082E-16
4.974	0.4838E-16
5.106	0.5712E-16
5.239	0.6719E-16
5.371	0.7872E-16
5.503	0.9190E-16
5.636	0.1069E-15
5.769	0.1240E-15
5.903	0.1434E-15
6.039	0.1653E-15
6.175	0.1899E-15
6.313	0.2177E-15
6.452	0.2488E-15
6.594	0.2836E-15
6.737	0.3224E-15
6.883	0.3657E-15
7.032	0.4138E-15
7.183	0.4672E-15
7.338	0.5262E-15
7.496	0.5914E-15
7.654	0.6629E-15
7.819	0.7420E-15
7.989	0.8288E-15
8.163	0.9239E-15
8.341	0.1028E-14
8.527	0.1142E-14
8.715	0.1266E-14
8.909	0.1401E-14
9.108	0.1547E-14
9.313	0.1706E-14
9.523	0.1878E-14
9.741	0.2064E-14
9.964	0.2264E-14
10.20	0.2480E-14
10.43	0.2713E-14
10.68	0.2962E-14
10.93	0.3230E-14
11.19	0.3517E-14
11.46	0.3825E-14
11.74	0.4153E-14
12.03	0.4503E-14
12.32	0.4876E-14
12.63	0.5274E-14
12.95	0.5697E-14
13.28	0.6145E-14
13.62	0.6620E-14
13.97	0.7124E-14
14.33	0.7658E-14
14.71	0.8220E-14
15.09	0.8814E-14
15.49	0.9438E-14
15.91	0.1010E-13
16.34	0.1079E-13
16.78	0.1152E-13
17.25	0.1228E-13
17.72	0.1309E-13
18.22	0.1393E-13
18.73	0.1481E-13
19.26	0.1573E-13
19.82	0.1668E-13
20.39	0.1769E-13
20.98	0.1873E-13
21.60	0.1982E-13
22.24	0.2095E-13
22.90	0.2212E-13
23.59	0.2334E-13
24.31	0.2461E-13
25.05	0.2592E-13
25.83	0.2728E-13
26.64	0.2869E-13
27.47	0.3014E-13
28.35	0.3165E-13
29.26	0.3320E-13
30.20	0.3480E-13
31.19	0.3644E-13
32.22	0.3814E-13
33.29	0.3988E-13
34.40	0.4167E-13
35.57	0.4351E-13
36.79	0.4540E-13
38.05	0.4733E-13
39.38	0.4931E-13
40.77	0.5133E-13
42.22	0.5340E-13
43.74	0.5552E-13
45.32	0.5767E-13
46.98	0.5987E-13
48.72	0.6210E-13
50.55	0.6438E-13
52.46	0.6670E-13
54.46	0.6905E-13
56.57	0.7144E-13
58.78	0.7385E-13
61.10	0.7630E-13
63.54	0.7878E-13
66.10	0.8129E-13
68.80	0.8382E-13
71.64	0.8637E-13
74.63	0.8895E-13
77.79	0.9153E-13
81.11	0.9414E-13
 
 
Energy (eV)	Townsend ioniz. coef. alpha/N (m2)
0.1080	0.000
0.1088	0.000
0.1096	0.000
0.1105	0.000
0.1113	0.000
0.1122	0.000
0.1130	0.000
0.1139	0.000
0.1147	0.000
0.1156	0.000
0.1165	0.000
0.1174	0.000
0.1183	0.000
0.1192	0.000
0.1201	0.000
0.1210	0.000
0.1220	0.000
0.1230	0.000
0.1239	0.000
0.1249	0.000
0.1259	0.000
0.1270	0.000
0.1280	0.000
0.1291	0.000
0.1302	0.000
0.1313	0.000
0.1324	0.000
0.1336	0.000
0.1348	0.000
0.1360	0.000
0.1372	0.000
0.1385	0.000
0.1397	0.000
0.1411	0.000
0.1424	0.000
0.1438	0.000
0.1452	0.000
0.1467	0.000
0.1482	0.000
0.1497	0.000
0.1513	0.000
0.1529	0.000
0.1545	0.000
0.1562	0.000
0.1579	0.000
0.1597	0.000
0.1615	0.000
0.1634	0.000
0.1653	0.000
0.1673	0.000
0.1693	0.000
0.1713	0.000
0.1735	0.000
0.1756	0.000
0.1778	0.000
0.1801	0.000
0.1824	0.000
0.1848	0.000
0.1872	0.000
0.1897	0.000
0.1923	0.000
0.1949	0.000
0.1976	0.000
0.2004	0.000
0.2032	0.000
0.2061	0.000
0.2091	0.000
0.2121	0.000
0.2153	0.000
1.117	0.000
1.116	0.000
1.114	0.000
1.113	0.000
1.111	0.000
1.109	0.000
1.107	0.000
1.105	0.000
1.102	0.000
1.100	0.000
1.097	0.000
1.095	0.000
1.092	0.000
1.089	0.000
1.086	0.000
1.082	0.000
1.079	0.000
1.076	0.000
1.072	0.000
1.068	0.000
1.065	0.000
1.061	0.000
1.057	0.000
1.053	0.000
1.049	0.000
1.045	0.000
1.040	0.000
1.036	0.000
1.032	0.000
1.027	0.000
1.023	0.000
1.019	0.000
1.015	0.000
1.010	0.000
1.006	0.000
1.002	0.000
0.9980	0.000
0.9940	0.000
0.9901	0.000
0.9862	0.000
0.9825	0.000
0.9789	0.000
0.9753	0.000
0.9719	0.000
0.9686	0.000
0.9654	0.000
0.9624	0.000
0.9594	0.000
0.9566	0.000
0.9539	0.000
0.9514	0.000
0.9489	0.000
0.9466	0.000
0.9444	0.000
0.9424	0.000
0.9405	0.000
0.9386	0.000
0.9369	0.000
0.9353	0.000
0.9339	0.000
0.9325	0.000
0.9313	0.000
0.9301	0.000
0.9291	0.000
0.9281	0.000
0.9272	0.000
0.9265	0.000
0.9258	0.000
0.9252	0.000
0.9247	0.000
0.9243	0.000
0.9239	0.000
0.9236	0.000
0.9234	0.000
0.9233	0.000
0.9232	0.000
0.9232	0.000
0.9233	0.000
0.9234	0.000
0.9236	0.000
0.9239	0.000
0.9242	0.000
0.9245	0.000
0.9249	0.000
0.9254	0.000
0.9259	0.000
0.9265	0.000
0.9271	0.000
0.9278	0.000
0.9285	0.000
0.9293	0.000
0.9301	0.000
0.9309	0.000
0.9323	0.000
0.9332	0.000
0.9342	0.000
0.9352	0.000
0.9362	0.000
0.9373	0.000
0.9384	0.000
0.9396	0.000
0.9408	0.000
0.9420	0.000
0.9433	0.000
0.9446	0.000
0.9459	0.000
0.9473	0.000
0.9487	0.000
0.9501	0.000
0.9516	0.000
0.9531	0.000
0.9546	0.000
0.9562	0.000
0.9577	0.000
0.9593	0.000
0.9610	0.000
0.9626	0.000
0.9643	0.000
0.9660	0.000
0.9678	0.000
0.9695	0.000
0.9713	0.000
0.9731	0.000
0.9749	0.000
0.9768	0.000
0.9786	0.000
0.9805	0.000
0.9825	0.7881E-35
0.9844	0.7546E-35
0.9863	0.7320E-35
0.9882	0.7230E-35
0.9902	0.7315E-35
0.9921	0.7625E-35
0.9941	0.8230E-35
0.9960	0.9222E-35
0.9980	0.1072E-34
1.000	0.1288E-34
1.002	0.1589E-34
1.004	0.2000E-34
1.006	0.2551E-34
1.008	0.3281E-34
1.010	0.4235E-34
1.012	0.5470E-34
1.014	0.7054E-34
1.016	0.9071E-34
1.018	0.1162E-33
1.020	0.1482E-33
1.022	0.1880E-33
1.024	0.2375E-33
1.026	0.2971E-33
1.028	0.3718E-33
1.030	0.4631E-33
1.032	0.5744E-33
1.034	0.7094E-33
1.036	0.8727E-33
1.038	0.1069E-32
1.041	0.1341E-32
1.043	0.1635E-32
1.045	0.1988E-32
1.047	0.2412E-32
1.049	0.2921E-32
1.051	0.3534E-32
1.053	0.4275E-32
1.055	0.5178E-32
1.057	0.6293E-32
1.060	0.7695E-32
1.062	0.9508E-32
1.064	0.1193E-31
1.066	0.1528E-31
1.069	0.2009E-31
1.071	0.2723E-31
1.074	0.3810E-31
1.077	0.5497E-31
1.080	0.8138E-31
1.082	0.1577E-30
1.085	0.2570E-30
1.087	0.4294E-30
1.091	0.7326E-30
1.094	0.1272E-29
1.098	0.2241E-29
1.101	0.3988E-29
1.106	0.7145E-29
1.110	0.1283E-28
1.115	0.2544E-28
1.122	0.4604E-28
1.128	0.8282E-28
1.135	0.1477E-27
1.144	0.2608E-27
1.153	0.4553E-27
1.164	0.7851E-27
1.177	0.1336E-26
1.192	0.2255E-26
1.208	0.3736E-26
1.228	0.6108E-26
1.250	0.9852E-26
1.276	0.1568E-25
1.305	0.2462E-25
1.338	0.3816E-25
1.375	0.5848E-25
1.417	0.8833E-25
1.464	0.1317E-24
1.516	0.1941E-24
1.574	0.2825E-24
1.637	0.4065E-24
1.707	0.5779E-24
1.782	0.8125E-24
1.865	0.1131E-23
1.953	0.1555E-23
2.046	0.2115E-23
2.145	0.2848E-23
2.250	0.3797E-23
2.359	0.5012E-23
2.473	0.6554E-23
2.593	0.8497E-23
2.715	0.1091E-22
