ELASTIC
N2
# PROCESS: E + N2 -> E + N2, Elastic
 1.950000e-5
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 0.000000e+0	1.100000e-20
 1.000000e-2	2.190000e-20
 1.500000e-2	2.550000e-20
 2.000000e-2	2.850000e-20
 3.000000e-2	3.380000e-20
 4.000000e-2	3.820000e-20
 5.000000e-2	4.300000e-20
 7.000000e-2	5.080000e-20
 1.000000e-1	5.920000e-20
 1.200000e-1	6.420000e-20
 1.500000e-1	7.080000e-20
 1.700000e-1	7.380000e-20
 2.000000e-1	7.880000e-20
 2.500000e-1	8.480000e-20
 3.000000e-1	8.980000e-20
 3.500000e-1	9.360000e-20
 4.000000e-1	9.670000e-20
 5.000000e-1	9.870000e-20
 7.000000e-1	9.970000e-20
 1.000000e+0	9.960000e-20
 1.200000e+0	1.034000e-19
 1.300000e+0	1.092000e-19
 1.500000e+0	1.187000e-19
 1.700000e+0	1.347000e-19
 1.900000e+0	1.641000e-19
 2.100000e+0	1.685000e-19
 2.200000e+0	1.802000e-19
 2.500000e+0	1.792000e-19
 2.800000e+0	2.100000e-19
 3.000000e+0	1.720000e-19
 3.300000e+0	1.530000e-19
 3.600000e+0	1.396000e-19
 4.000000e+0	1.242000e-19
 4.500000e+0	1.119000e-19
 5.000000e+0	1.086000e-19
 6.000000e+0	1.036000e-19
 7.000000e+0	1.000000e-19
 8.000000e+0	1.020000e-19
 1.000000e+1	9.900000e-20
 1.200000e+1	9.500000e-20
 1.500000e+1	8.700000e-20
 1.700000e+1	8.260000e-20
 2.000000e+1	7.600000e-20
 2.500000e+1	6.700000e-20
 3.000000e+1	5.900000e-20
 5.000000e+1	3.800000e-20
 7.500000e+1	2.560000e-20
 1.000000e+2	1.800000e-20
 1.500000e+2	1.130000e-20
 2.000000e+2	8.000000e-21
 3.000000e+2	4.800000e-21
 5.000000e+2	2.300000e-21
 7.000000e+2	1.430000e-21
 1.000000e+3	7.000000e-22
-----------------------------

EXCITATION
N2 -> N2(v1res)
# PROCESS: E + N2 -> E + N2(v1res), Excitation
  2.900e-1 / threshold energy
COMMENT: N2 VIBRATIONAL (V=1), input as two separate tables
UPDATED: 2009-09-09 17:28:12
------------------------------------------------------------
  2.900e-1	  0.000e+0
  3.000e-1	 1.000e-23
  3.300e-1	 1.700e-23
  4.000e-1	 2.500e-23
  7.500e-1	 3.700e-23
  9.000e-1	 5.500e-23
  1.000e+0	 6.500e-23
  1.100e+0	 9.000e-23
  1.160e+0	 1.100e-22
  1.200e+0	 1.250e-22
  1.220e+0	 1.350e-22
  1.400e+0	 7.000e-22
  1.500e+0	 1.000e-21
  1.600e+0	 1.500e-21
  1.650e+0	  0.000e+0
  3.600e+0	  0.000e+0
  4.000e+0	 5.500e-22
  5.000e+0	 3.500e-22
  1.500e+1	 3.500e-22
