BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
bolsigdb_air.dat
--------------------------------------------------
O2                                                              
bolsigdb_air.dat
--------------------------------------------------
N2(v1)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(A3)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v1)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v2)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v3)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v4)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(a1)                                                          
bolsigdb_air.dat
--------------------------------------------------
N                                                               
bolsigdb_air.dat
--------------------------------------------------
O                                                               
bolsigdb_air.dat
--------------------------------------------------
NO                                                              
bolsigdb_air.dat
--------------------------------------------------
O3                                                              
bolsigdb_air.dat
--------------------------------------------------
N2O                                                             
bolsigdb_air.dat
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.2446E+26
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction N2                          0.3903    
Mole fraction O2                          0.5905    
Mole fraction N2(v1)                      0.1601E-02
Mole fraction N2(A3)                      0.1601E-02
Mole fraction O2(v1)                      0.1601E-02
Mole fraction O2(v2)                      0.1601E-02
Mole fraction O2(v3)                      0.1601E-02
Mole fraction O2(v4)                      0.1601E-02
Mole fraction O2(a1)                      0.1601E-02
Mole fraction N                           0.1601E-02
Mole fraction O                           0.1601E-02
Mole fraction NO                          0.1601E-02
Mole fraction O3                          0.1601E-02
Mole fraction N2O                         0.1601E-02
 
 
Energy (eV) 	Electric field / N (Td)                                         
0.5043E-01	0.1000E-01
0.5084E-01	0.1033E-01
0.5125E-01	0.1068E-01
0.5167E-01	0.1104E-01
0.5211E-01	0.1141E-01
0.5256E-01	0.1179E-01
0.5301E-01	0.1218E-01
0.5348E-01	0.1259E-01
0.5396E-01	0.1301E-01
0.5446E-01	0.1344E-01
0.5497E-01	0.1389E-01
0.5549E-01	0.1436E-01
0.5603E-01	0.1484E-01
0.5658E-01	0.1533E-01
0.5714E-01	0.1585E-01
0.5773E-01	0.1638E-01
0.5832E-01	0.1693E-01
0.5894E-01	0.1749E-01
0.5957E-01	0.1808E-01
0.6022E-01	0.1868E-01
0.6088E-01	0.1930E-01
0.6157E-01	0.1995E-01
0.6227E-01	0.2062E-01
0.6299E-01	0.2131E-01
0.6372E-01	0.2202E-01
0.6448E-01	0.2276E-01
0.6525E-01	0.2352E-01
0.6605E-01	0.2430E-01
0.6686E-01	0.2511E-01
0.6769E-01	0.2595E-01
0.6854E-01	0.2682E-01
0.6941E-01	0.2772E-01
0.7030E-01	0.2865E-01
0.7120E-01	0.2960E-01
0.7213E-01	0.3059E-01
0.7308E-01	0.3162E-01
0.7404E-01	0.3267E-01
0.7502E-01	0.3377E-01
0.7603E-01	0.3489E-01
0.7705E-01	0.3606E-01
0.7809E-01	0.3727E-01
0.7915E-01	0.3851E-01
0.8024E-01	0.3980E-01
0.8134E-01	0.4113E-01
0.8246E-01	0.4251E-01
0.8359E-01	0.4393E-01
0.8475E-01	0.4540E-01
0.8593E-01	0.4691E-01
0.8712E-01	0.4848E-01
0.8834E-01	0.5010E-01
0.8957E-01	0.5178E-01
0.9082E-01	0.5351E-01
0.9209E-01	0.5530E-01
0.9337E-01	0.5715E-01
0.9467E-01	0.5906E-01
0.9598E-01	0.6103E-01
0.9731E-01	0.6307E-01
0.9865E-01	0.6518E-01
0.1000	0.6736E-01
0.1014	0.6962E-01
0.1027	0.7194E-01
0.1041	0.7435E-01
0.1055	0.7683E-01
0.1069	0.7940E-01
0.1083	0.8206E-01
0.1096	0.8480E-01
0.1110	0.8764E-01
0.1124	0.9057E-01
0.1137	0.9360E-01
0.1151	0.9672E-01
0.1164	0.1000
0.1178	0.1033
0.1191	0.1068
0.1204	0.1103
0.1217	0.1140
0.1229	0.1178
0.1241	0.1218
0.1254	0.1258
0.1266	0.1300
0.1277	0.1344
0.1289	0.1389
0.1300	0.1435
0.1311	0.1483
0.1322	0.1533
0.1332	0.1584
0.1343	0.1637
0.1353	0.1692
0.1363	0.1748
0.1373	0.1807
0.1382	0.1867
0.1392	0.1930
0.1401	0.1994
0.1410	0.2061
0.1420	0.2130
0.1429	0.2201
0.1437	0.2275
0.1446	0.2351
0.1455	0.2429
0.1464	0.2510
0.1473	0.2594
0.1482	0.2681
0.1491	0.2771
0.1500	0.2863
0.1509	0.2959
0.1519	0.3058
0.1528	0.3160
0.1538	0.3266
0.1547	0.3375
0.1557	0.3488
0.1568	0.3605
0.1578	0.3725
0.1589	0.3850
0.1600	0.3978
0.1611	0.4111
0.1623	0.4249
0.1635	0.4391
0.1647	0.4538
0.1660	0.4690
0.1673	0.4846
0.1686	0.5008
0.1700	0.5176
0.1714	0.5349
0.1729	0.5528
0.1744	0.5712
0.1760	0.5903
0.1776	0.6101
0.1792	0.6305
0.1809	0.6516
0.1827	0.6734
0.1845	0.6959
0.1864	0.7191
0.1883	0.7432
0.1902	0.7680
0.1922	0.7937
0.1943	0.8202
0.1964	0.8477
0.1986	0.8760
0.2008	0.9053
0.2031	0.9356
0.2055	0.9668
0.2079	0.9992
0.2104	1.033
0.2130	1.067
0.2157	1.103
0.2184	1.140
0.2212	1.178
0.2241	1.217
0.2271	1.258
0.2302	1.300
0.2334	1.343
0.2367	1.388
0.2401	1.435
0.2437	1.483
0.2474	1.532
0.2513	1.583
0.2553	1.636
0.2596	1.691
0.2640	1.748
0.2687	1.806
0.2736	1.866
0.2789	1.929
0.2844	1.993
0.2903	2.060
0.2965	2.129
0.3032	2.200
0.3102	2.274
0.3178	2.350
0.3259	2.428
0.3345	2.509
0.3438	2.593
0.3536	2.680
0.3641	2.770
0.3752	2.862
0.3870	2.958
0.3995	3.057
0.4126	3.159
0.4265	3.265
0.4409	3.374
0.4560	3.487
0.4716	3.603
0.4875	3.724
0.5040	3.848
0.5210	3.977
0.5383	4.110
0.5559	4.247
0.5744	4.389
0.5922	4.536
0.6101	4.688
0.6279	4.844
0.6456	5.006
0.6631	5.174
0.6786	5.347
0.6957	5.525
0.7124	5.710
0.7288	5.901
0.7447	6.098
0.7602	6.302
0.7783	6.513
0.7927	6.731
0.8067	6.956
0.8201	7.188
0.8331	7.429
0.8455	7.677
0.8575	7.934
0.8690	8.199
0.8800	8.473
0.8906	8.756
0.9008	9.049
0.9105	9.352
0.9198	9.664
0.9288	9.988
0.9366	10.32
0.9449	10.67
0.9528	11.02
0.9605	11.39
0.9678	11.77
0.9749	12.17
0.9818	12.57
0.9884	12.99
0.9952	13.43
1.001	13.88
1.008	14.34
1.014	14.82
1.019	15.32
1.025	15.83
1.031	16.36
1.037	16.90
1.043	17.47
1.049	18.05
1.055	18.66
1.060	19.28
1.066	19.93
1.073	20.59
1.081	21.28
1.089	21.99
1.097	22.73
1.106	23.49
1.116	24.27
1.127	25.08
1.139	25.92
1.153	26.79
1.168	27.68
1.184	28.61
1.203	29.57
1.224	30.56
1.246	31.58
1.271	32.63
1.299	33.72
1.329	34.85
1.362	36.02
1.398	37.22
1.437	38.47
1.480	39.75
1.525	41.08
1.574	42.45
1.627	43.87
1.682	45.34
1.741	46.86
1.802	48.42
1.867	50.04
1.934	51.71
2.005	53.44
2.076	55.23
2.151	57.08
2.228	58.99
2.307	60.96
2.388	63.00
2.470	65.10
2.554	67.28
2.639	69.53
2.725	71.85
2.811	74.26
2.899	76.74
2.987	79.30
3.075	81.96
3.164	84.70
3.254	87.53
