BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
bolsigdb_air.dat
--------------------------------------------------
O2                                                              
bolsigdb_air.dat
--------------------------------------------------
N2(v1)                                                          
bolsigdb_air.dat
--------------------------------------------------
N2(A3)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v1)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v2)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v3)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(v4)                                                          
bolsigdb_air.dat
--------------------------------------------------
O2(a1)                                                          
bolsigdb_air.dat
--------------------------------------------------
N                                                               
bolsigdb_air.dat
--------------------------------------------------
O                                                               
bolsigdb_air.dat
--------------------------------------------------
NO                                                              
bolsigdb_air.dat
--------------------------------------------------
O3                                                              
bolsigdb_air.dat
--------------------------------------------------
N2O                                                             
bolsigdb_air.dat
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.2446E+26
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction N2                          0.1902    
Mole fraction O2                          0.7906    
Mole fraction N2(v1)                      0.1601E-02
Mole fraction N2(A3)                      0.1601E-02
Mole fraction O2(v1)                      0.1601E-02
Mole fraction O2(v2)                      0.1601E-02
Mole fraction O2(v3)                      0.1601E-02
Mole fraction O2(v4)                      0.1601E-02
Mole fraction O2(a1)                      0.1601E-02
Mole fraction N                           0.1601E-02
Mole fraction O                           0.1601E-02
Mole fraction NO                          0.1601E-02
Mole fraction O3                          0.1601E-02
Mole fraction N2O                         0.1601E-02
 
 
Energy (eV) 	Electric field / N (Td)                                         
0.5130E-01	0.1000E-01
0.5173E-01	0.1033E-01
0.5217E-01	0.1068E-01
0.5262E-01	0.1104E-01
0.5308E-01	0.1141E-01
0.5356E-01	0.1179E-01
0.5405E-01	0.1218E-01
0.5455E-01	0.1259E-01
0.5506E-01	0.1301E-01
0.5559E-01	0.1344E-01
0.5613E-01	0.1389E-01
0.5669E-01	0.1436E-01
0.5726E-01	0.1484E-01
0.5784E-01	0.1533E-01
0.5845E-01	0.1585E-01
0.5906E-01	0.1638E-01
0.5970E-01	0.1693E-01
0.6035E-01	0.1749E-01
0.6102E-01	0.1808E-01
0.6170E-01	0.1868E-01
0.6241E-01	0.1930E-01
0.6313E-01	0.1995E-01
0.6386E-01	0.2062E-01
0.6462E-01	0.2131E-01
0.6539E-01	0.2202E-01
0.6618E-01	0.2276E-01
0.6699E-01	0.2352E-01
0.6782E-01	0.2430E-01
0.6868E-01	0.2511E-01
0.6955E-01	0.2595E-01
0.7043E-01	0.2682E-01
0.7133E-01	0.2772E-01
0.7225E-01	0.2865E-01
0.7318E-01	0.2960E-01
0.7413E-01	0.3059E-01
0.7511E-01	0.3162E-01
0.7609E-01	0.3267E-01
0.7710E-01	0.3377E-01
0.7813E-01	0.3489E-01
0.7917E-01	0.3606E-01
0.8024E-01	0.3727E-01
0.8132E-01	0.3851E-01
0.8242E-01	0.3980E-01
0.8354E-01	0.4113E-01
0.8467E-01	0.4251E-01
0.8583E-01	0.4393E-01
0.8700E-01	0.4540E-01
0.8820E-01	0.4691E-01
0.8941E-01	0.4848E-01
0.9064E-01	0.5010E-01
0.9188E-01	0.5178E-01
0.9315E-01	0.5351E-01
0.9442E-01	0.5530E-01
0.9572E-01	0.5715E-01
0.9703E-01	0.5906E-01
0.9835E-01	0.6103E-01
0.9968E-01	0.6307E-01
0.1010	0.6518E-01
0.1024	0.6736E-01
0.1037	0.6962E-01
0.1051	0.7194E-01
0.1065	0.7435E-01
0.1078	0.7683E-01
0.1092	0.7940E-01
0.1106	0.8206E-01
0.1119	0.8480E-01
0.1133	0.8764E-01
0.1146	0.9057E-01
0.1160	0.9360E-01
0.1173	0.9672E-01
0.1186	0.1000
0.1199	0.1033
0.1211	0.1068
0.1224	0.1103
0.1236	0.1140
0.1248	0.1178
0.1260	0.1218
0.1272	0.1258
0.1283	0.1300
0.1294	0.1344
0.1305	0.1389
0.1315	0.1435
0.1326	0.1483
0.1336	0.1533
0.1346	0.1584
0.1355	0.1637
0.1365	0.1692
0.1374	0.1748
0.1383	0.1807
0.1392	0.1867
0.1401	0.1930
0.1410	0.1994
0.1418	0.2061
0.1426	0.2130
0.1435	0.2201
0.1443	0.2275
0.1451	0.2351
0.1459	0.2429
0.1467	0.2510
0.1475	0.2594
0.1484	0.2681
0.1492	0.2771
0.1500	0.2863
0.1508	0.2959
0.1517	0.3058
0.1526	0.3160
0.1534	0.3266
0.1543	0.3375
0.1552	0.3488
0.1562	0.3605
0.1571	0.3725
0.1581	0.3850
0.1591	0.3978
0.1601	0.4111
0.1612	0.4249
0.1623	0.4391
0.1634	0.4538
0.1646	0.4690
0.1658	0.4846
0.1671	0.5008
0.1683	0.5176
0.1697	0.5349
0.1710	0.5528
0.1724	0.5712
0.1739	0.5903
0.1754	0.6101
0.1769	0.6305
0.1785	0.6516
0.1802	0.6734
0.1818	0.6959
0.1836	0.7191
0.1854	0.7432
0.1872	0.7680
0.1891	0.7937
0.1910	0.8202
0.1930	0.8477
0.1950	0.8760
0.1971	0.9053
0.1993	0.9356
0.2015	0.9668
0.2038	0.9992
0.2061	1.033
0.2085	1.067
0.2110	1.103
0.2135	1.140
0.2161	1.178
0.2188	1.217
0.2215	1.258
0.2244	1.300
0.2273	1.343
0.2303	1.388
0.2335	1.435
0.2367	1.483
0.2401	1.532
0.2436	1.583
0.2472	1.636
0.2510	1.691
0.2549	1.748
0.2591	1.806
0.2633	1.866
0.2678	1.929
0.2726	1.993
0.2777	2.060
0.2831	2.129
0.2888	2.200
0.2948	2.274
0.3013	2.350
0.3082	2.428
0.3156	2.509
0.3234	2.593
0.3319	2.680
0.3409	2.770
0.3505	2.862
0.3607	2.958
0.3717	3.057
0.3833	3.159
0.3957	3.265
0.4087	3.374
0.4233	3.487
0.4378	3.603
0.4529	3.724
0.4686	3.848
0.4849	3.977
0.5018	4.110
0.5165	4.247
0.5342	4.389
0.5522	4.536
0.5705	4.688
0.5889	4.844
0.6075	5.006
0.6260	5.174
0.6444	5.347
0.6665	5.525
0.6845	5.710
0.7022	5.901
0.7196	6.098
0.7366	6.302
0.7531	6.513
0.7693	6.731
0.7850	6.956
0.8002	7.188
0.8149	7.429
0.8291	7.677
0.8429	7.934
0.8563	8.199
0.8692	8.473
0.8817	8.756
0.8936	9.049
0.9052	9.352
0.9164	9.664
0.9273	9.988
0.9370	10.32
0.9474	10.67
0.9575	11.02
0.9675	11.39
0.9774	11.77
0.9871	12.17
0.9969	12.57
1.007	12.99
1.017	13.43
1.027	13.88
1.038	14.34
1.048	14.82
1.060	15.32
1.070	15.83
1.083	16.36
1.097	16.90
1.112	17.47
1.128	18.05
1.146	18.66
1.165	19.28
1.185	19.93
1.208	20.59
1.232	21.28
1.259	21.99
1.287	22.73
1.318	23.49
1.352	24.27
1.387	25.08
1.427	25.92
1.468	26.79
1.511	27.68
1.557	28.61
1.605	29.57
1.655	30.56
1.708	31.58
1.763	32.63
1.820	33.72
1.878	34.85
1.938	36.02
2.000	37.22
2.063	38.47
2.127	39.75
2.192	41.08
2.258	42.45
2.324	43.87
2.391	45.34
2.458	46.86
2.526	48.42
2.594	50.04
2.661	51.71
2.729	53.44
2.797	55.23
2.864	57.08
2.932	58.99
3.000	60.96
3.067	63.00
3.135	65.10
3.202	67.28
3.270	69.53
3.337	71.85
3.405	74.26
3.473	76.74
3.542	79.30
3.610	81.96
3.680	84.70
3.749	87.53
