BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
Ar                                                              
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s2)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s3)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s4)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s5)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
O2                                                              
o2_cs.txt
--------------------------------------------------
O2(0.98)                                                        
o2_cs.txt
--------------------------------------------------
O2(1.63)                                                        
o2_cs.txt
--------------------------------------------------
H2O                                                             
h2o_and_h_cs.txt
--------------------------------------------------
H                                                               
h2o_and_h_cs.txt
--------------------------------------------------
H(2p)(10.2eV)                                                   
h2o_and_h_cs.txt
--------------------------------------------------
H(2s)(10.2eV)                                                   
h2o_and_h_cs.txt
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.2446E+26
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction Ar                          0.9400    
Mole fraction Ar(1s2)                     0.1000E-02
Mole fraction Ar(1s3)                     0.1000E-02
Mole fraction Ar(1s4)                     0.1000E-02
Mole fraction Ar(1s5)                     0.1000E-02
Mole fraction O2                          0.1000E-02
Mole fraction O2(0.98)                    0.1000E-02
Mole fraction O2(1.63)                    0.1000E-02
Mole fraction H2O                         0.5000E-01
Mole fraction H                           0.1000E-02
Mole fraction H(2p)(10.2eV)               0.1000E-02
Mole fraction H(2s)(10.2eV)               0.1000E-02
 
 
Energy (eV) 	Electric field / N (Td)                                         
0.1136E-01	0.1136E-01
0.1253E-01	0.1253E-01
0.1396E-01	0.1396E-01
0.1569E-01	0.1569E-01
0.1764E-01	0.1764E-01
0.2013E-01	0.2013E-01
0.2326E-01	0.2326E-01
0.2671E-01	0.2671E-01
0.3090E-01	0.3090E-01
0.3547E-01	0.3547E-01
0.4492E-01	0.4492E-01
0.5046E-01	0.5046E-01
0.5671E-01	0.5671E-01
0.6374E-01	0.6374E-01
0.7238E-01	0.7238E-01
0.8116E-01	0.8116E-01
0.9112E-01	0.9112E-01
0.1026	0.1026
0.1163	0.1163
0.1325	0.1325
0.1526	0.1526
0.1778	0.1778
0.2096	0.2096
0.2479	0.2479
0.2928	0.2928
0.3432	0.3432
0.3979	0.3979
0.4542	0.4542
0.5110	0.5110
0.5682	0.5682
0.6243	0.6243
0.6802	0.6802
0.7368	0.7368
0.7947	0.7947
0.8555	0.8555
0.9201	0.9201
0.9902	0.9902
1.637	1.637
1.695	1.695
1.763	1.763
1.842	1.842
1.934	1.934
2.039	2.039
2.158	2.158
2.293	2.293
2.442	2.442
2.603	2.603
2.784	2.784
2.983	2.983
3.198	3.198
3.427	3.427
3.669	3.669
3.919	3.919
4.174	4.174
4.431	4.431
4.686	4.686
4.938	4.938
5.185	5.185
5.428	5.428
5.665	5.665
5.899	5.899
6.130	6.130
6.359	6.359
6.587	6.587
6.816	6.816
7.047	7.047
7.283	7.283
7.524	7.524
7.774	7.774
8.034	8.034
8.307	8.307
8.596	8.596
8.906	8.906
9.239	9.239
9.600	9.600
9.994	9.994
10.43	10.43
10.91	10.91
11.44	11.44
12.04	12.04
12.71	12.71
13.47	13.47
14.33	14.33
15.31	15.31
16.43	16.43
17.71	17.71
19.17	19.17
20.85	20.85
22.77	22.77
24.97	24.97
27.50	27.50
30.40	30.40
33.74	33.74
37.58	37.58
42.02	42.02
47.18	47.18
53.20	53.20
60.29	60.29
68.70	68.70
78.78	78.78
 
 
Energy (eV)	Mobility *N (1/m/V/s)
0.1136E-01	0.3186E+26
0.1253E-01	0.3050E+26
0.1396E-01	0.2913E+26
0.1569E-01	0.2776E+26
0.1764E-01	0.2610E+26
0.2013E-01	0.2482E+26
0.2326E-01	0.2328E+26
0.2671E-01	0.2209E+26
0.3090E-01	0.2071E+26
0.3547E-01	0.1963E+26
0.4492E-01	0.1721E+26
0.5046E-01	0.1648E+26
0.5671E-01	0.1578E+26
0.6374E-01	0.1510E+26
0.7238E-01	0.1430E+26
0.8116E-01	0.1369E+26
0.9112E-01	0.1309E+26
0.1026	0.1251E+26
0.1163	0.1181E+26
0.1325	0.1126E+26
0.1526	0.1068E+26
0.1778	0.1009E+26
0.2096	0.9447E+25
0.2479	0.8824E+25
0.2928	0.8199E+25
0.3432	0.7590E+25
0.3979	0.7001E+25
0.4542	0.6478E+25
0.5110	0.6009E+25
0.5682	0.5591E+25
0.6243	0.5231E+25
0.6802	0.4916E+25
0.7368	0.4635E+25
0.7947	0.4390E+25
0.8555	0.4166E+25
0.9201	0.3964E+25
0.9902	0.3774E+25
1.637	0.3042E+25
1.695	0.2931E+25
1.763	0.2815E+25
1.842	0.2693E+25
1.934	0.2567E+25
2.039	0.2436E+25
2.158	0.2302E+25
2.293	0.2166E+25
2.442	0.2030E+25
2.603	0.1898E+25
2.784	0.1766E+25
2.983	0.1638E+25
3.198	0.1515E+25
3.427	0.1398E+25
3.669	0.1289E+25
3.919	0.1189E+25
4.174	0.1097E+25
4.431	0.1015E+25
4.686	0.9419E+24
4.938	0.8776E+24
5.185	0.8211E+24
5.428	0.7717E+24
5.665	0.7286E+24
5.899	0.6908E+24
6.130	0.6578E+24
6.359	0.6287E+24
6.587	0.6030E+24
6.816	0.5802E+24
7.047	0.5598E+24
7.283	0.5414E+24
7.524	0.5246E+24
7.774	0.5093E+24
8.034	0.4952E+24
8.307	0.4822E+24
8.596	0.4700E+24
8.906	0.4587E+24
9.239	0.4482E+24
9.600	0.4383E+24
9.994	0.4291E+24
10.43	0.4207E+24
10.91	0.4130E+24
11.44	0.4060E+24
12.04	0.3996E+24
12.71	0.3939E+24
13.47	0.3889E+24
14.33	0.3844E+24
15.31	0.3806E+24
16.43	0.3771E+24
17.71	0.3741E+24
19.17	0.3714E+24
20.85	0.3688E+24
22.77	0.3664E+24
24.97	0.3639E+24
27.50	0.3613E+24
30.40	0.3585E+24
33.74	0.3556E+24
37.58	0.3524E+24
42.02	0.3489E+24
47.18	0.3455E+24
53.20	0.3419E+24
60.29	0.3385E+24
68.70	0.3353E+24
78.78	0.3327E+24
 
 
Energy (eV)	Diffusion coefficient *N (1/m/s)
0.1136E-01	0.1771E+24
0.1253E-01	0.1884E+24
0.1396E-01	0.2018E+24
0.1569E-01	0.2178E+24
0.1764E-01	0.2336E+24
0.2013E-01	0.2558E+24
0.2326E-01	0.2838E+24
0.2671E-01	0.3126E+24
0.3090E-01	0.3474E+24
0.3547E-01	0.3829E+24
0.4492E-01	0.4739E+24
0.5046E-01	0.5103E+24
0.5671E-01	0.5504E+24
0.6374E-01	0.5940E+24
0.7238E-01	0.6501E+24
0.8116E-01	0.6995E+24
0.9112E-01	0.7528E+24
0.1026	0.8102E+24
0.1163	0.8733E+24
0.1325	0.9417E+24
0.1526	0.1018E+25
0.1778	0.1103E+25
0.2096	0.1202E+25
0.2479	0.1307E+25
0.2928	0.1419E+25
0.3432	0.1536E+25
0.3979	0.1656E+25
0.4542	0.1770E+25
0.5110	0.1880E+25
0.5682	0.1986E+25
0.6243	0.2083E+25
0.6802	0.2174E+25
0.7368	0.2263E+25
0.7947	0.2348E+25
0.8555	0.2432E+25
0.9201	0.2514E+25
0.9902	0.2598E+25
1.637	0.2890E+25
1.695	0.2953E+25
1.763	0.3019E+25
1.842	0.3089E+25
1.934	0.3161E+25
2.039	0.3234E+25
2.158	0.3307E+25
2.293	0.3379E+25
2.442	0.3446E+25
2.603	0.3506E+25
2.784	0.3561E+25
2.983	0.3609E+25
3.198	0.3648E+25
3.427	0.3679E+25
3.669	0.3701E+25
3.919	0.3716E+25
4.174	0.3723E+25
4.431	0.3725E+25
4.686	0.3722E+25
4.938	0.3716E+25
5.185	0.3707E+25
5.428	0.3697E+25
5.665	0.3686E+25
5.899	0.3675E+25
6.130	0.3664E+25
6.359	0.3654E+25
6.587	0.3645E+25
6.816	0.3637E+25
7.047	0.3630E+25
7.283	0.3626E+25
7.524	0.3623E+25
7.774	0.3623E+25
8.034	0.3625E+25
8.307	0.3631E+25
8.596	0.3639E+25
8.906	0.3652E+25
9.239	0.3670E+25
9.600	0.3693E+25
9.994	0.3723E+25
10.43	0.3761E+25
10.91	0.3810E+25
11.44	0.3870E+25
12.04	0.3945E+25
12.71	0.4038E+25
13.47	0.4152E+25
14.33	0.4291E+25
15.31	0.4461E+25
16.43	0.4663E+25
17.71	0.4905E+25
19.17	0.5191E+25
20.85	0.5528E+25
22.77	0.5923E+25
24.97	0.6380E+25
27.50	0.6908E+25
30.40	0.7517E+25
33.74	0.8216E+25
37.58	0.9020E+25
42.02	0.9946E+25
47.18	0.1103E+26
53.20	0.1229E+26
60.29	0.1379E+26
68.70	0.1560E+26
78.78	0.1781E+26
 
 
Energy (eV)	Energy mobility *N (1/m/V/s)
0.1136E-01	0.3297E+26
0.1253E-01	0.3189E+26
0.1396E-01	0.3078E+26
0.1569E-01	0.2966E+26
0.1764E-01	0.2840E+26
0.2013E-01	0.2734E+26
0.2326E-01	0.2632E+26
0.2671E-01	0.2531E+26
0.3090E-01	0.2436E+26
0.3547E-01	0.2342E+26
0.4492E-01	0.2274E+26
0.5046E-01	0.2181E+26
0.5671E-01	0.2093E+26
0.6374E-01	0.2007E+26
0.7238E-01	0.1928E+26
0.8116E-01	0.1845E+26
0.9112E-01	0.1762E+26
0.1026	0.1676E+26
0.1163	0.1584E+26
0.1325	0.1489E+26
0.1526	0.1386E+26
0.1778	0.1278E+26
0.2096	0.1169E+26
0.2479	0.1065E+26
0.2928	0.9711E+25
0.3432	0.8905E+25
0.3979	0.8234E+25
0.4542	0.7684E+25
0.5110	0.7233E+25
0.5682	0.6860E+25
0.6243	0.6541E+25
0.6802	0.6261E+25
0.7368	0.6007E+25
0.7947	0.5768E+25
0.8555	0.5537E+25
0.9201	0.5307E+25
0.9902	0.5073E+25
1.637	0.3260E+25
1.695	0.3202E+25
1.763	0.3129E+25
1.842	0.3041E+25
1.934	0.2939E+25
2.039	0.2822E+25
2.158	0.2694E+25
2.293	0.2556E+25
2.442	0.2411E+25
2.603	0.2266E+25
2.784	0.2116E+25
2.983	0.1966E+25
3.198	0.1821E+25
3.427	0.1683E+25
3.669	0.1554E+25
3.919	0.1437E+25
4.174	0.1331E+25
4.431	0.1238E+25
4.686	0.1156E+25
4.938	0.1084E+25
5.185	0.1022E+25
5.428	0.9686E+24
5.665	0.9222E+24
5.899	0.8819E+24
6.130	0.8470E+24
6.359	0.8166E+24
6.587	0.7901E+24
6.816	0.7668E+24
7.047	0.7464E+24
7.283	0.7285E+24
7.524	0.7127E+24
7.774	0.6986E+24
8.034	0.6862E+24
8.307	0.6751E+24
8.596	0.6653E+24
8.906	0.6567E+24
9.239	0.6490E+24
9.600	0.6423E+24
9.994	0.6365E+24
10.43	0.6317E+24
10.91	0.6278E+24
11.44	0.6248E+24
12.04	0.6224E+24
12.71	0.6209E+24
13.47	0.6199E+24
14.33	0.6193E+24
15.31	0.6193E+24
16.43	0.6191E+24
17.71	0.6187E+24
19.17	0.6180E+24
20.85	0.6166E+24
22.77	0.6145E+24
24.97	0.6116E+24
27.50	0.6078E+24
30.40	0.6034E+24
33.74	0.5984E+24
37.58	0.5931E+24
42.02	0.5878E+24
47.18	0.5831E+24
53.20	0.5793E+24
60.29	0.5767E+24
68.70	0.5759E+24
78.78	0.5774E+24
 
 
Energy (eV)	Energy diffusion coef. D*N (1/m/s)
0.1136E-01	0.5064E+24
0.1253E-01	0.5121E+24
0.1396E-01	0.5216E+24
0.1569E-01	0.5355E+24
0.1764E-01	0.5529E+24
0.2013E-01	0.5767E+24
0.2326E-01	0.6058E+24
0.2671E-01	0.6393E+24
0.3090E-01	0.6779E+24
0.3547E-01	0.7203E+24
0.4492E-01	0.8005E+24
0.5046E-01	0.8473E+24
0.5671E-01	0.8982E+24
0.6374E-01	0.9529E+24
0.7238E-01	0.1015E+25
0.8116E-01	0.1078E+25
0.9112E-01	0.1147E+25
0.1026	0.1223E+25
0.1163	0.1306E+25
0.1325	0.1406E+25
0.1526	0.1521E+25
0.1778	0.1651E+25
0.2096	0.1791E+25
0.2479	0.1935E+25
0.2928	0.2075E+25
0.3432	0.2206E+25
0.3979	0.2325E+25
0.4542	0.2433E+25
0.5110	0.2531E+25
0.5682	0.2623E+25
0.6243	0.2709E+25
0.6802	0.2792E+25
0.7368	0.2875E+25
0.7947	0.2958E+25
0.8555	0.3042E+25
0.9201	0.3129E+25
0.9902	0.3218E+25
1.637	0.3460E+25
1.695	0.3505E+25
1.763	0.3554E+25
1.842	0.3606E+25
1.934	0.3659E+25
2.039	0.3711E+25
2.158	0.3759E+25
2.293	0.3803E+25
2.442	0.3838E+25
2.603	0.3864E+25
2.784	0.3881E+25
2.983	0.3887E+25
3.198	0.3884E+25
3.427	0.3871E+25
3.669	0.3850E+25
3.919	0.3824E+25
4.174	0.3794E+25
4.431	0.3762E+25
4.686	0.3730E+25
4.938	0.3699E+25
5.185	0.3669E+25
5.428	0.3642E+25
5.665	0.3618E+25
5.899	0.3597E+25
6.130	0.3579E+25
6.359	0.3566E+25
6.587	0.3557E+25
6.816	0.3552E+25
7.047	0.3553E+25
7.283	0.3559E+25
7.524	0.3571E+25
7.774	0.3591E+25
8.034	0.3617E+25
8.307	0.3652E+25
8.596	0.3698E+25
8.906	0.3755E+25
9.239	0.3826E+25
9.600	0.3913E+25
9.994	0.4018E+25
10.43	0.4147E+25
10.91	0.4302E+25
11.44	0.4487E+25
12.04	0.4710E+25
12.71	0.4975E+25
13.47	0.5289E+25
14.33	0.5660E+25
15.31	0.6099E+25
16.43	0.6604E+25
17.71	0.7189E+25
19.17	0.7861E+25
20.85	0.8627E+25
22.77	0.9501E+25
24.97	0.1049E+26
27.50	0.1162E+26
30.40	0.1291E+26
33.74	0.1441E+26
37.58	0.1617E+26
42.02	0.1826E+26
47.18	0.2082E+26
53.20	0.2400E+26
60.29	0.2802E+26
68.70	0.3321E+26
78.78	0.4002E+26
 
 
Energy (eV)	Total collision freq. /N (m3/s)
0.1136E-01	0.4977E-14
0.1253E-01	0.5220E-14
0.1396E-01	0.5489E-14
0.1569E-01	0.5787E-14
0.1764E-01	0.6088E-14
0.2013E-01	0.6446E-14
0.2326E-01	0.6864E-14
0.2671E-01	0.7270E-14
0.3090E-01	0.7730E-14
0.3547E-01	0.8171E-14
0.4492E-01	0.9128E-14
0.5046E-01	0.9528E-14
0.5671E-01	0.9945E-14
0.6374E-01	0.1038E-13
0.7238E-01	0.1090E-13
0.8116E-01	0.1137E-13
0.9112E-01	0.1187E-13
0.1026	0.1241E-13
0.1163	0.1303E-13
0.1325	0.1370E-13
0.1526	0.1450E-13
0.1778	0.1545E-13
0.2096	0.1662E-13
0.2479	0.1796E-13
0.2928	0.1949E-13
0.3432	0.2116E-13
0.3979	0.2293E-13
0.4542	0.2470E-13
0.5110	0.2644E-13
0.5682	0.2813E-13
0.6243	0.2973E-13
0.6802	0.3128E-13
0.7368	0.3278E-13
0.7947	0.3426E-13
0.8555	0.3577E-13
0.9201	0.3732E-13
0.9902	0.3896E-13
1.637	0.5839E-13
1.695	0.5959E-13
1.763	0.6102E-13
1.842	0.6271E-13
1.934	0.6472E-13
2.039	0.6710E-13
2.158	0.6988E-13
2.293	0.7314E-13
2.442	0.7693E-13
2.603	0.8117E-13
2.784	0.8621E-13
2.983	0.9198E-13
3.198	0.9851E-13
3.427	0.1058E-12
3.669	0.1137E-12
3.919	0.1222E-12
4.174	0.1311E-12
4.431	0.1403E-12
4.686	0.1497E-12
4.938	0.1590E-12
5.185	0.1683E-12
5.428	0.1775E-12
5.665	0.1865E-12
5.899	0.1953E-12
6.130	0.2038E-12
6.359	0.2122E-12
6.587	0.2204E-12
6.816	0.2284E-12
7.047	0.2362E-12
7.283	0.2439E-12
7.524	0.2515E-12
7.774	0.2589E-12
8.034	0.2663E-12
8.307	0.2737E-12
8.596	0.2811E-12
8.906	0.2885E-12
9.239	0.2959E-12
9.600	0.3034E-12
9.994	0.3109E-12
10.43	0.3185E-12
10.91	0.3262E-12
11.44	0.3339E-12
12.04	0.3417E-12
12.71	0.3494E-12
13.47	0.3571E-12
14.33	0.3647E-12
15.31	0.3721E-12
16.43	0.3793E-12
17.71	0.3863E-12
19.17	0.3929E-12
20.85	0.3992E-12
22.77	0.4050E-12
24.97	0.4104E-12
27.50	0.4153E-12
30.40	0.4198E-12
33.74	0.4238E-12
37.58	0.4273E-12
42.02	0.4304E-12
47.18	0.4330E-12
53.20	0.4352E-12
60.29	0.4369E-12
68.70	0.4382E-12
78.78	0.4389E-12
 
 
Energy (eV)	Momentum frequency /N (m3/s)
0.1136E-01	0.5520E-14
0.1253E-01	0.5766E-14
0.1396E-01	0.6037E-14
0.1569E-01	0.6335E-14
0.1764E-01	0.6738E-14
0.2013E-01	0.7086E-14
0.2326E-01	0.7555E-14
0.2671E-01	0.7963E-14
0.3090E-01	0.8493E-14
0.3547E-01	0.8958E-14
0.4492E-01	0.1022E-13
0.5046E-01	0.1067E-13
0.5671E-01	0.1115E-13
0.6374E-01	0.1165E-13
0.7238E-01	0.1230E-13
0.8116E-01	0.1285E-13
0.9112E-01	0.1344E-13
0.1026	0.1407E-13
0.1163	0.1489E-13
0.1325	0.1563E-13
0.1526	0.1646E-13
0.1778	0.1743E-13
0.2096	0.1862E-13
0.2479	0.1993E-13
0.2928	0.2145E-13
0.3432	0.2317E-13
0.3979	0.2512E-13
0.4542	0.2715E-13
0.5110	0.2927E-13
0.5682	0.3146E-13
0.6243	0.3363E-13
0.6802	0.3578E-13
0.7368	0.3795E-13
0.7947	0.4007E-13
0.8555	0.4222E-13
0.9201	0.4437E-13
0.9902	0.4660E-13
1.637	0.5781E-13
1.695	0.6001E-13
1.763	0.6249E-13
1.842	0.6531E-13
1.934	0.6852E-13
2.039	0.7220E-13
2.158	0.7640E-13
2.293	0.8119E-13
2.442	0.8664E-13
2.603	0.9265E-13
2.784	0.9958E-13
2.983	0.1074E-12
3.198	0.1161E-12
3.427	0.1258E-12
3.669	0.1365E-12
3.919	0.1480E-12
4.174	0.1603E-12
4.431	0.1733E-12
4.686	0.1867E-12
4.938	0.2004E-12
5.185	0.2142E-12
5.428	0.2279E-12
5.665	0.2414E-12
5.899	0.2546E-12
6.130	0.2674E-12
6.359	0.2798E-12
6.587	0.2917E-12
6.816	0.3032E-12
7.047	0.3142E-12
7.283	0.3249E-12
7.524	0.3352E-12
7.774	0.3453E-12
8.034	0.3552E-12
8.307	0.3648E-12
8.596	0.3742E-12
8.906	0.3834E-12
9.239	0.3925E-12
9.600	0.4013E-12
9.994	0.4099E-12
10.43	0.4181E-12
10.91	0.4259E-12
11.44	0.4332E-12
12.04	0.4402E-12
12.71	0.4465E-12
13.47	0.4523E-12
14.33	0.4575E-12
15.31	0.4621E-12
16.43	0.4664E-12
17.71	0.4702E-12
19.17	0.4736E-12
20.85	0.4769E-12
22.77	0.4801E-12
24.97	0.4834E-12
27.50	0.4868E-12
30.40	0.4906E-12
33.74	0.4946E-12
37.58	0.4992E-12
42.02	0.5040E-12
47.18	0.5091E-12
53.20	0.5144E-12
60.29	0.5196E-12
68.70	0.5245E-12
78.78	0.5287E-12
 
 
Energy (eV)	Total ionization freq. /N (m3/s)
0.1136E-01	0.000
0.1253E-01	0.000
0.1396E-01	0.000
0.1569E-01	0.000
0.1764E-01	0.000
0.2013E-01	0.000
0.2326E-01	0.000
0.2671E-01	0.000
0.3090E-01	0.000
0.3547E-01	0.000
0.4492E-01	0.000
0.5046E-01	0.000
0.5671E-01	0.000
0.6374E-01	0.000
0.7238E-01	0.000
0.8116E-01	0.000
0.9112E-01	0.000
0.1026	0.000
0.1163	0.6541E-29
0.1325	0.1456E-28
0.1526	0.3365E-28
