BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
Ar                                                              
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s2)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s3)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s4)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s5)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
O2                                                              
o2_cs.txt
--------------------------------------------------
O2(0.98)                                                        
o2_cs.txt
--------------------------------------------------
O2(1.63)                                                        
o2_cs.txt
--------------------------------------------------
H2O                                                             
h2o_and_h_cs.txt
--------------------------------------------------
H                                                               
h2o_and_h_cs.txt
--------------------------------------------------
H(2p)(10.2eV)                                                   
h2o_and_h_cs.txt
--------------------------------------------------
H(2s)(10.2eV)                                                   
h2o_and_h_cs.txt
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.2446E+26
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction Ar                          0.9800    
Mole fraction Ar(1s2)                     0.1000E-02
Mole fraction Ar(1s3)                     0.1000E-02
Mole fraction Ar(1s4)                     0.1000E-02
Mole fraction Ar(1s5)                     0.1000E-02
Mole fraction O2                          0.1000E-02
Mole fraction O2(0.98)                    0.1000E-02
Mole fraction O2(1.63)                    0.1000E-02
Mole fraction H2O                         0.1000E-01
Mole fraction H                           0.1000E-02
Mole fraction H(2p)(10.2eV)               0.1000E-02
Mole fraction H(2s)(10.2eV)               0.1000E-02
 
 
Energy (eV) 	Electric field / N (Td)                                         
4.134	3.000
4.376	3.000
4.620	3.000
4.862	3.000
5.102	3.000
5.338	3.000
5.571	3.000
5.799	3.000
6.025	3.000
6.248	3.000
6.469	3.000
6.691	3.000
6.914	3.000
7.139	3.000
7.369	3.000
7.605	3.000
7.849	3.000
8.103	3.000
8.370	3.000
8.653	3.000
8.956	3.000
9.282	3.000
9.636	3.000
10.02	3.000
10.45	3.000
10.92	3.000
11.44	3.000
12.03	3.000
12.69	3.000
13.43	3.000
14.28	3.000
15.24	3.000
16.34	3.000
17.60	3.000
19.04	3.000
20.69	3.000
22.58	3.000
24.75	3.000
27.24	3.000
30.09	3.000
33.37	3.000
37.15	3.000
41.51	3.000
46.57	3.000
52.48	3.000
59.44	3.000
67.69	3.000
77.55	3.000
 
 
Energy (eV) 	Maximum energy                                                  
0.1643E-01	200.0
0.1856E-01	0.9506
0.2149E-01	0.9506
0.2937E-01	0.9506
0.3667E-01	2.278
0.4211E-01	3.231
0.4883E-01	3.231
0.5719E-01	3.231
0.6766E-01	3.231
0.8241E-01	3.231
0.9818E-01	3.848
0.1191	3.848
0.1452	3.848
0.1772	3.848
0.2167	3.848
0.2604	4.583
0.3087	4.583
0.3599	4.583
0.4135	4.583
0.4649	5.459
0.5146	5.459
0.5621	5.459
0.6071	5.459
0.6503	5.459
0.6911	6.501
0.7306	6.501
0.7695	6.501
0.8085	6.501
0.8486	6.501
0.8898	7.743
0.9333	7.743
0.9802	7.743
1.031	9.222
1.087	9.222
1.674	9.222
1.721	36.51
1.776	36.51
1.839	36.51
1.910	36.51
1.992	36.51
2.083	36.51
2.185	36.51
2.299	36.51
2.423	36.51
2.561	43.25
2.704	43.25
2.868	43.25
3.045	43.25
3.238	43.25
3.445	43.25
3.665	43.25
3.896	43.25
4.134	43.25
4.376	43.25
4.620	43.25
4.862	43.25
5.102	43.25
5.338	43.25
5.571	43.25
5.799	51.21
6.025	51.21
6.248	51.21
6.469	51.21
6.691	51.21
6.914	51.21
7.139	60.63
7.369	60.63
7.605	60.63
7.849	71.75
8.103	71.75
8.370	84.91
8.653	84.91
8.956	100.5
9.282	100.5
9.636	118.8
10.02	118.8
10.45	140.6
10.92	140.6
11.44	166.2
12.03	196.6
12.69	196.6
13.43	232.5
14.28	274.9
15.24	325.1
16.34	325.1
17.60	384.3
19.04	454.4
20.69	537.2
22.58	635.1
24.75	750.8
27.24	887.6
30.09	1049.
33.37	1241.
37.15	1734.
41.51	2049.
46.57	2422.
52.48	2864.
59.44	3385.
67.69	4730.
77.55	5592.
 
 
Energy (eV)	Mean energy (eV)
0.1643E-01	0.1643E-01
0.1856E-01	0.1856E-01
0.2149E-01	0.2149E-01
0.2937E-01	0.2937E-01
0.3667E-01	0.3667E-01
0.4211E-01	0.4211E-01
0.4883E-01	0.4883E-01
0.5719E-01	0.5719E-01
0.6766E-01	0.6766E-01
0.8241E-01	0.8241E-01
0.9818E-01	0.9818E-01
0.1191	0.1191
0.1452	0.1452
0.1772	0.1772
0.2167	0.2167
0.2604	0.2604
0.3087	0.3087
0.3599	0.3599
0.4135	0.4135
0.4649	0.4649
0.5146	0.5146
0.5621	0.5621
0.6071	0.6071
0.6503	0.6503
0.6911	0.6911
0.7306	0.7306
0.7695	0.7695
0.8085	0.8085
0.8486	0.8486
0.8898	0.8898
0.9333	0.9333
0.9802	0.9802
1.031	1.031
1.087	1.087
1.674	1.674
1.721	1.721
1.776	1.776
1.839	1.839
1.910	1.910
1.992	1.992
2.083	2.083
2.185	2.185
2.299	2.299
2.423	2.423
2.561	2.561
2.704	2.704
2.868	2.868
3.045	3.045
3.238	3.238
3.445	3.445
3.665	3.665
3.896	3.896
4.134	4.134
4.376	4.376
4.620	4.620
4.862	4.862
5.102	5.102
5.338	5.338
5.571	5.571
5.799	5.799
6.025	6.025
6.248	6.248
6.469	6.469
6.691	6.691
6.914	6.914
7.139	7.139
7.369	7.369
7.605	7.605
7.849	7.849
8.103	8.103
8.370	8.370
8.653	8.653
8.956	8.956
9.282	9.282
9.636	9.636
10.02	10.02
10.45	10.45
10.92	10.92
11.44	11.44
12.03	12.03
12.69	12.69
13.43	13.43
14.28	14.28
15.24	15.24
16.34	16.34
17.60	17.60
19.04	19.04
20.69	20.69
22.58	22.58
24.75	24.75
27.24	27.24
30.09	30.09
33.37	33.37
37.15	37.15
41.51	41.51
46.57	46.57
52.48	52.48
59.44	59.44
67.69	67.69
77.55	77.55
 
 
Energy (eV)	Mobility *N (1/m/V/s)
0.1643E-01	0.4932E+26
0.1856E-01	0.4678E+26
0.2149E-01	0.4560E+26
0.2937E-01	0.4276E+26
0.3667E-01	0.4128E+26
0.4211E-01	0.4072E+26
0.4883E-01	0.4015E+26
0.5719E-01	0.3957E+26
0.6766E-01	0.3893E+26
0.8241E-01	0.3808E+26
0.9818E-01	0.3677E+26
0.1191	0.3573E+26
0.1452	0.3440E+26
0.1772	0.3276E+26
0.2167	0.3076E+26
0.2604	0.2864E+26
0.3087	0.2642E+26
0.3599	0.2419E+26
0.4135	0.2204E+26
0.4649	0.2005E+26
0.5146	0.1826E+26
0.5621	0.1667E+26
0.6071	0.1527E+26
0.6503	0.1403E+26
0.6911	0.1296E+26
0.7306	0.1202E+26
0.7695	0.1120E+26
0.8085	0.1046E+26
0.8486	0.9781E+25
0.8898	0.9173E+25
0.9333	0.8612E+25
0.9802	0.8082E+25
1.031	0.7588E+25
1.087	0.7117E+25
1.674	0.5449E+25
1.721	0.5164E+25
1.776	0.4875E+25
1.839	0.4583E+25
1.910	0.4291E+25
1.992	0.4000E+25
2.083	0.3714E+25
2.185	0.3436E+25
2.299	0.3167E+25
2.423	0.2911E+25
2.561	0.2668E+25
2.704	0.2448E+25
2.868	0.2236E+25
3.045	0.2039E+25
3.238	0.1857E+25
3.445	0.1690E+25
3.665	0.1538E+25
3.896	0.1401E+25
4.134	0.1278E+25
4.376	0.1169E+25
4.620	0.1073E+25
4.862	0.9889E+24
5.102	0.9160E+24
5.338	0.8528E+24
5.571	0.7981E+24
5.799	0.7506E+24
6.025	0.7094E+24
6.248	0.6734E+24
6.469	0.6420E+24
6.691	0.6144E+24
6.914	0.5899E+24
7.139	0.5681E+24
7.369	0.5485E+24
7.605	0.5308E+24
7.849	0.5146E+24
8.103	0.4997E+24
8.370	0.4860E+24
8.653	0.4733E+24
8.956	0.4614E+24
9.282	0.4504E+24
9.636	0.4401E+24
10.02	0.4306E+24
10.45	0.4218E+24
10.92	0.4138E+24
11.44	0.4065E+24
12.03	0.3999E+24
12.69	0.3939E+24
13.43	0.3886E+24
14.28	0.3840E+24
15.24	0.3799E+24
16.34	0.3764E+24
17.60	0.3733E+24
19.04	0.3705E+24
20.69	0.3679E+24
22.58	0.3654E+24
24.75	0.3628E+24
27.24	0.3603E+24
30.09	0.3574E+24
33.37	0.3545E+24
37.15	0.3513E+24
41.51	0.3479E+24
46.57	0.3443E+24
52.48	0.3407E+24
59.44	0.3372E+24
67.69	0.3340E+24
77.55	0.3313E+24
 
 
Energy (eV)	Diffusion coefficient *N (1/m/s)
0.1643E-01	0.4833E+24
0.1856E-01	0.5260E+24
0.2149E-01	0.5953E+24
0.2937E-01	0.8171E+24
0.3667E-01	0.1015E+25
0.4211E-01	0.1139E+25
0.4883E-01	0.1291E+25
0.5719E-01	0.1477E+25
0.6766E-01	0.1700E+25
0.8241E-01	0.2015E+25
0.9818E-01	0.2293E+25
0.1191	0.2644E+25
0.1452	0.3032E+25
0.1772	0.3447E+25
0.2167	0.3898E+25
0.2604	0.4314E+25
0.3087	0.4706E+25
0.3599	0.5062E+25
0.4135	0.5402E+25
0.4649	0.5663E+25
0.5146	0.5881E+25
0.5621	0.6060E+25
0.6071	0.6206E+25
0.6503	0.6326E+25
0.6911	0.6418E+25
0.7306	0.6490E+25
0.7695	0.6546E+25
0.8085	0.6589E+25
0.8486	0.6624E+25
0.8898	0.6644E+25
0.9333	0.6655E+25
0.9802	0.6661E+25
1.031	0.6656E+25
1.087	0.6643E+25
1.674	0.6414E+25
1.721	0.6390E+25
1.776	0.6360E+25
1.839	0.6325E+25
1.910	0.6283E+25
1.992	0.6236E+25
2.083	0.6182E+25
2.185	0.6121E+25
2.299	0.6055E+25
2.423	0.5983E+25
2.561	0.5905E+25
2.704	0.5825E+25
2.868	0.5738E+25
3.045	0.5646E+25
3.238	0.5550E+25
3.445	0.5452E+25
3.665	0.5351E+25
3.896	0.5250E+25
4.134	0.5151E+25
4.376	0.5055E+25
4.620	0.4962E+25
4.862	0.4875E+25
5.102	0.4793E+25
5.338	0.4716E+25
5.571	0.4646E+25
5.799	0.4581E+25
6.025	0.4521E+25
6.248	0.4467E+25
6.469	0.4416E+25
6.691	0.4370E+25
6.914	0.4328E+25
7.139	0.4290E+25
7.369	0.4255E+25
7.605	0.4223E+25
7.849	0.4194E+25
8.103	0.4168E+25
8.370	0.4146E+25
8.653	0.4127E+25
8.956	0.4112E+25
9.282	0.4101E+25
9.636	0.4096E+25
10.02	0.4098E+25
10.45	0.4108E+25
10.92	0.4127E+25
11.44	0.4159E+25
12.03	0.4205E+25
12.69	0.4269E+25
13.43	0.4354E+25
14.28	0.4464E+25
15.24	0.4604E+25
16.34	0.4781E+25
17.60	0.4996E+25
19.04	0.5257E+25
20.69	0.5570E+25
22.58	0.5940E+25
24.75	0.6374E+25
27.24	0.6880E+25
30.09	0.7465E+25
33.37	0.8143E+25
37.15	0.8922E+25
41.51	0.9824E+25
46.57	0.1087E+26
52.48	0.1210E+26
59.44	0.1356E+26
67.69	0.1532E+26
77.55	0.1746E+26
 
 
Energy (eV)	Energy mobility *N (1/m/V/s)
0.1643E-01	0.6910E+26
0.1856E-01	0.6717E+26
0.2149E-01	0.6613E+26
0.2937E-01	0.6621E+26
0.3667E-01	0.6583E+26
0.4211E-01	0.6452E+26
0.4883E-01	0.6305E+26
0.5719E-01	0.6128E+26
0.6766E-01	0.5908E+26
0.8241E-01	0.5649E+26
0.9818E-01	0.5289E+26
0.1191	0.4903E+26
0.1452	0.4475E+26
0.1772	0.4031E+26
0.2167	0.3598E+26
0.2604	0.3196E+26
0.3087	0.2841E+26
0.3599	0.2538E+26
0.4135	0.2286E+26
0.4649	0.2076E+26
0.5146	0.1903E+26
0.5621	0.1759E+26
0.6071	0.1638E+26
0.6503	0.1535E+26
0.6911	0.1446E+26
0.7306	0.1366E+26
0.7695	0.1294E+26
0.8085	0.1228E+26
0.8486	0.1165E+26
0.8898	0.1105E+26
0.9333	0.1046E+26
0.9802	0.9888E+25
1.031	0.9320E+25
1.087	0.8757E+25
1.674	0.5325E+25
1.721	0.5128E+25
1.776	0.4915E+25
1.839	0.4688E+25
1.910	0.4450E+25
1.992	0.4204E+25
2.083	0.3953E+25
2.185	0.3701E+25
2.299	0.3450E+25
2.423	0.3206E+25
2.561	0.2968E+25
2.704	0.2748E+25
2.868	0.2529E+25
3.045	0.2321E+25
3.238	0.2126E+25
3.445	0.1944E+25
3.665	0.1778E+25
3.896	0.1628E+25
4.134	0.1493E+25
4.376	0.1375E+25
4.620	0.1272E+25
4.862	0.1183E+25
5.102	0.1106E+25
5.338	0.1040E+25
5.571	0.9824E+24
5.799	0.9333E+24
6.025	0.8908E+24
6.248	0.8541E+24
6.469	0.8222E+24
6.691	0.7944E+24
6.914	0.7702E+24
7.139	0.7490E+24
7.369	0.7304E+24
7.605	0.7138E+24
7.849	0.6993E+24
8.103	0.6865E+24
8.370	0.6750E+24
8.653	0.6649E+24
8.956	0.6560E+24
9.282	0.6480E+24
9.636	0.6412E+24
10.02	0.6353E+24
10.45	0.6303E+24
10.92	0.6262E+24
11.44	0.6231E+24
12.03	0.6207E+24
12.69	0.6190E+24
13.43	0.6179E+24
14.28	0.6173E+24
15.24	0.6170E+24
16.34	0.6170E+24
17.60	0.6167E+24
19.04	0.6159E+24
20.69	0.6147E+24
22.58	0.6126E+24
24.75	0.6097E+24
27.24	0.6061E+24
30.09	0.6015E+24
33.37	0.5966E+24
37.15	0.5913E+24
41.51	0.5860E+24
46.57	0.5811E+24
52.48	0.5770E+24
59.44	0.5744E+24
67.69	0.5735E+24
77.55	0.5747E+24
 
 
Energy (eV)	Energy diffusion coef. D*N (1/m/s)
0.1643E-01	0.1571E+25
0.1856E-01	0.1670E+25
0.2149E-01	0.1811E+25
0.2937E-01	0.2103E+25
0.3667E-01	0.2368E+25
0.4211E-01	0.2635E+25
0.4883E-01	0.2955E+25
0.5719E-01	0.3327E+25
0.6766E-01	0.3747E+25
0.8241E-01	0.4224E+25
0.9818E-01	0.4671E+25
0.1191	0.5139E+25
0.1452	0.5574E+25
0.1772	0.5952E+25
0.2167	0.6264E+25
0.2604	0.6500E+25
0.3087	0.6670E+25
0.3599	0.6787E+25
0.4135	0.6866E+25
0.4649	0.6912E+25
0.5146	0.6936E+25
0.5621	0.6946E+25
0.6071	0.6946E+25
0.6503	0.6938E+25
0.6911	0.6924E+25
0.7306	0.6905E+25
0.7695	0.6881E+25
0.8085	0.6854E+25
0.8486	0.6821E+25
0.8898	0.6784E+25
0.9333	0.6742E+25
0.9802	0.6695E+25
1.031	0.6641E+25
1.087	0.6581E+25
1.674	0.5573E+25
1.721	0.5567E+25
1.776	0.5557E+25
1.839	0.5541E+25
1.910	0.5517E+25
1.992	0.5487E+25
2.083	0.5449E+25
2.185	0.5402E+25
2.299	0.5348E+25
2.423	0.5286E+25
2.561	0.5216E+25
2.704	0.5140E+25
2.868	0.5055E+25
3.045	0.4963E+25
3.238	0.4865E+25
3.445	0.4764E+25
3.665	0.4661E+25
3.896	0.4559E+25
4.134	0.4460E+25
4.376	0.4366E+25
4.620	0.4278E+25
4.862	0.4197E+25
5.102	0.4123E+25
5.338	0.4056E+25
5.571	0.3996E+25
5.799	0.3943E+25
6.025	0.3897E+25
6.248	0.3857E+25
6.469	0.3823E+25
6.691	0.3795E+25
6.914	0.3774E+25
7.139	0.3758E+25
7.369	0.3750E+25
7.605	0.3748E+25
7.849	0.3753E+25
8.103	0.3767E+25
8.370	0.3790E+25
8.653	0.3823E+25
8.956	0.3868E+25
9.282	0.3927E+25
9.636	0.4002E+25
10.02	0.4095E+25
10.45	0.4211E+25
10.92	0.4353E+25
11.44	0.4527E+25
12.03	0.4736E+25
12.69	0.4988E+25
13.43	0.5288E+25
14.28	0.5644E+25
15.24	0.6063E+25
16.34	0.6558E+25
17.60	0.7127E+25
19.04	0.7782E+25
20.69	0.8532E+25
22.58	0.9384E+25
24.75	0.1035E+26
27.24	0.1146E+26
30.09	0.1272E+26
33.37	0.1419E+26
37.15	0.1590E+26
41.51	0.1795E+26
46.57	0.2043E+26
52.48	0.2351E+26
59.44	0.2743E+26
67.69	0.3247E+26
77.55	0.3906E+26
 
 
Energy (eV)	Total collision freq. /N (m3/s)
0.1643E-01	0.3050E-14
0.1856E-01	0.3150E-14
0.2149E-01	0.3274E-14
0.2937E-01	0.3635E-14
0.3667E-01	0.3853E-14
0.4211E-01	0.3931E-14
0.4883E-01	0.4010E-14
0.5719E-01	0.4091E-14
0.6766E-01	0.4178E-14
0.8241E-01	0.4305E-14
0.9818E-01	0.4415E-14
0.1191	0.4569E-14
0.1452	0.4780E-14
0.1772	0.5066E-14
0.2167	0.5458E-14
0.2604	0.5932E-14
0.3087	0.6496E-14
0.3599	0.7134E-14
0.4135	0.7839E-14
0.4649	0.8551E-14
0.5146	0.9267E-14
0.5621	0.9977E-14
0.6071	0.1067E-13
0.6503	0.1136E-13
0.6911	0.1203E-13
0.7306	0.1270E-13
0.7695	0.1338E-13
0.8085	0.1408E-13
0.8486	0.1482E-13
0.8898	0.1561E-13
0.9333	0.1646E-13
0.9802	0.1740E-13
1.031	0.1844E-13
1.087	0.1961E-13
1.674	0.3836E-13
1.721	0.3934E-13
1.776	0.4051E-13
1.839	0.4190E-13
1.910	0.4354E-13
1.992	0.4545E-13
2.083	0.4768E-13
2.185	0.5026E-13
2.299	0.5322E-13
2.423	0.5660E-13
2.561	0.6046E-13
2.704	0.6465E-13
2.868	0.6963E-13
3.045	0.7527E-13
3.238	0.8163E-13
3.445	0.8871E-13
3.665	0.9649E-13
3.896	0.1049E-12
4.134	0.1138E-12
4.376	0.1231E-12
4.620	0.1326E-12
4.862	0.1422E-12
5.102	0.1518E-12
5.338	0.1613E-12
5.571	0.1706E-12
5.799	0.1798E-12
6.025	0.1887E-12
6.248	0.1975E-12
6.469	0.2061E-12
6.691	0.2144E-12
6.914	0.2226E-12
7.139	0.2306E-12
7.369	0.2384E-12
7.605	0.2461E-12
7.849	0.2537E-12
8.103	0.2613E-12
8.370	0.2688E-12
8.653	0.2763E-12
8.956	0.2838E-12
9.282	0.2913E-12
9.636	0.2990E-12
10.02	0.3066E-12
10.45	0.3144E-12
10.92	0.3222E-12
11.44	0.3301E-12
12.03	0.3380E-12
12.69	0.3459E-12
13.43	0.3538E-12
14.28	0.3616E-12
15.24	0.3692E-12
16.34	0.3767E-12
17.60	0.3839E-12
19.04	0.3908E-12
20.69	0.3973E-12
22.58	0.4034E-12
24.75	0.4090E-12
27.24	0.4142E-12
30.09	0.4189E-12
33.37	0.4231E-12
37.15	0.4269E-12
41.51	0.4301E-12
46.57	0.4330E-12
52.48	0.4353E-12
59.44	0.4373E-12
67.69	0.4387E-12
77.55	0.4395E-12
 
 
Energy (eV)	Momentum frequency /N (m3/s)
0.1643E-01	0.3566E-14
0.1856E-01	0.3760E-14
0.2149E-01	0.3857E-14
0.2937E-01	0.4113E-14
0.3667E-01	0.4260E-14
0.4211E-01	0.4320E-14
0.4883E-01	0.4381E-14
0.5719E-01	0.4445E-14
0.6766E-01	0.4518E-14
0.8241E-01	0.4619E-14
0.9818E-01	0.4784E-14
0.1191	0.4922E-14
0.1452	0.5113E-14
0.1772	0.5369E-14
0.2167	0.5719E-14
0.2604	0.6141E-14
0.3087	0.6658E-14
0.3599	0.7272E-14
0.4135	0.7982E-14
0.4649	0.8772E-14
0.5146	0.9633E-14
0.5621	0.1055E-13
0.6071	0.1152E-13
0.6503	0.1254E-13
0.6911	0.1357E-13
0.7306	0.1463E-13
0.7695	0.1571E-13
0.8085	0.1682E-13
0.8486	0.1798E-13
0.8898	0.1917E-13
0.9333	0.2042E-13
0.9802	0.2176E-13
1.031	0.2318E-13
1.087	0.2471E-13
1.674	0.3228E-13
1.721	0.3406E-13
1.776	0.3608E-13
1.839	0.3838E-13
1.910	0.4099E-13
1.992	0.4397E-13
2.083	0.4735E-13
2.185	0.5119E-13
2.299	0.5554E-13
2.423	0.6043E-13
2.561	0.6591E-13
2.704	0.7186E-13
2.868	0.7867E-13
3.045	0.8627E-13
3.238	0.9472E-13
3.445	0.1041E-12
3.665	0.1144E-12
3.896	0.1256E-12
4.134	0.1377E-12
4.376	0.1505E-12
4.620	0.1640E-12
4.862	0.1779E-12
5.102	0.1920E-12
5.338	0.2062E-12
5.571	0.2204E-12
5.799	0.2343E-12
6.025	0.2479E-12
6.248	0.2612E-12
6.469	0.2740E-12
6.691	0.2863E-12
6.914	0.2982E-12
7.139	0.3096E-12
7.369	0.3207E-12
7.605	0.3314E-12
7.849	0.3418E-12
8.103	0.3520E-12
8.370	0.3619E-12
8.653	0.3716E-12
8.956	0.3812E-12
9.282	0.3905E-12
9.636	0.3996E-12
10.02	0.4085E-12
10.45	0.4170E-12
10.92	0.4251E-12
11.44	0.4327E-12
12.03	0.4399E-12
12.69	0.4465E-12
13.43	0.4526E-12
14.28	0.4580E-12
15.24	0.4629E-12
16.34	0.4672E-12
17.60	0.4712E-12
19.04	0.4747E-12
20.69	0.4781E-12
22.58	0.4814E-12
24.75	0.4847E-12
27.24	0.4882E-12
30.09	0.4921E-12
33.37	0.4961E-12
37.15	0.5007E-12
41.51	0.5056E-12
46.57	0.5108E-12
52.48	0.5162E-12
59.44	0.5215E-12
67.69	0.5265E-12
77.55	0.5309E-12
 
 
Energy (eV)	Total ionization freq. /N (m3/s)
0.1643E-01	0.000
0.1856E-01	0.000
0.2149E-01	0.000
0.2937E-01	0.000
0.3667E-01	0.000
0.4211E-01	0.000
0.4883E-01	0.000
0.5719E-01	0.000
0.6766E-01	0.000
0.8241E-01	0.000
0.9818E-01	0.000
0.1191	0.000
0.1452	0.000
0.1772	0.000
0.2167	0.1435E-26
0.2604	0.2564E-26
0.3087	0.4291E-26
0.3599	0.6833E-26
0.4135	0.6558E-25
0.4649	0.1017E-24
0.5146	0.1587E-24
0.5621	0.2599E-24
0.6071	0.4638E-24
0.6503	0.9412E-24
0.6911	0.2020E-23
0.7306	0.4681E-23
0.7695	0.1177E-22
0.8085	0.3207E-22
0.8486	0.9265E-22
0.8898	0.2709E-21
0.9333	0.7755E-21
0.9802	0.2126E-20
1.031	0.5538E-20
1.087	0.1368E-19
1.674	0.1320E-16
1.721	0.1303E-16
1.776	0.1289E-16
1.839	0.1279E-16
1.910	0.1279E-16
1.992	0.1296E-16
2.083	0.1340E-16
2.185	0.1423E-16
