BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
Ar                                                              
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s2)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s3)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s4)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s5)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
O2                                                              
o2_cs.txt
--------------------------------------------------
O2(0.98)                                                        
o2_cs.txt
--------------------------------------------------
O2(1.63)                                                        
o2_cs.txt
--------------------------------------------------
H2O                                                             
h2o_and_h_cs.txt
--------------------------------------------------
H                                                               
h2o_and_h_cs.txt
--------------------------------------------------
H(2p)(10.2eV)                                                   
h2o_and_h_cs.txt
--------------------------------------------------
H(2s)(10.2eV)                                                   
h2o_and_h_cs.txt
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.2446E+26
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction Ar                          0.9712    
Mole fraction Ar(1s2)                     0.1000E-03
Mole fraction Ar(1s3)                     0.1000E-03
Mole fraction Ar(1s4)                     0.1000E-03
Mole fraction Ar(1s5)                     0.1000E-03
Mole fraction O2                          0.1000E-03
Mole fraction O2(0.98)                    0.1000E-03
Mole fraction O2(1.63)                    0.1000E-03
Mole fraction H2O                         0.2784E-01
Mole fraction H                           0.1000E-03
Mole fraction H(2p)(10.2eV)               0.1000E-03
Mole fraction H(2s)(10.2eV)               0.1000E-03
 
 
Energy (eV) 	Electric field / N (Td)                                         
1.938	29.24
2.066	29.24
2.208	29.24
2.364	29.24
2.528	29.24
2.712	34.65
2.910	34.65
3.120	34.65
3.339	34.65
3.564	34.65
3.788	34.65
4.008	34.65
4.219	34.65
4.418	34.65
4.604	34.65
4.777	34.65
4.937	34.65
5.086	34.65
5.227	34.65
5.362	41.05
5.491	41.05
5.617	41.05
5.743	41.05
5.868	41.05
5.994	41.05
6.122	41.05
6.254	41.05
6.389	41.05
6.529	41.05
6.673	41.05
6.824	48.61
6.980	48.61
7.144	48.61
7.315	57.55
7.494	57.55
7.684	57.55
7.885	68.12
8.098	68.12
8.326	80.62
8.570	80.62
8.834	95.38
9.120	95.38
9.433	112.8
9.774	112.8
10.15	133.5
10.57	133.5
11.03	157.9
11.55	157.9
12.14	186.7
12.79	220.8
13.54	220.8
14.39	261.1
15.35	308.7
16.45	365.0
17.72	431.5
19.16	431.5
20.82	510.2
22.72	603.2
24.90	713.1
27.41	843.0
30.28	1178.
33.58	1393.
37.38	1646.
41.78	1946.
46.88	2301.
52.84	2720.
59.85	3800.
68.17	4492.
78.12	5311.
 
 
Energy (eV)	Mean energy (eV)
0.5639E-01	0.5639E-01
0.6474E-01	0.6474E-01
0.7095E-01	0.7095E-01
0.7740E-01	0.7740E-01
0.8446E-01	0.8446E-01
0.9138E-01	0.9138E-01
0.9866E-01	0.9866E-01
0.1064	0.1064
0.1152	0.1152
0.1246	0.1246
0.1356	0.1356
0.1492	0.1492
0.1660	0.1660
0.1878	0.1878
0.2164	0.2164
0.2538	0.2538
0.3008	0.3008
0.3578	0.3578
0.4229	0.4229
0.4942	0.4942
0.5701	0.5701
0.6481	0.6481
0.7281	0.7281
0.8106	0.8106
0.8960	0.8960
1.421	1.421
1.481	1.481
1.550	1.550
1.630	1.630
1.720	1.720
1.823	1.823
1.938	1.938
2.066	2.066
2.208	2.208
2.364	2.364
2.528	2.528
2.712	2.712
2.910	2.910
3.120	3.120
3.339	3.339
3.564	3.564
3.788	3.788
4.008	4.008
4.219	4.219
4.418	4.418
4.604	4.604
4.777	4.777
4.937	4.937
5.086	5.086
5.227	5.227
5.362	5.362
5.491	5.491
5.617	5.617
5.743	5.743
5.868	5.868
5.994	5.994
6.122	6.122
6.254	6.254
6.389	6.389
6.529	6.529
6.673	6.673
6.824	6.824
6.980	6.980
7.144	7.144
7.315	7.315
7.494	7.494
7.684	7.684
7.885	7.885
8.098	8.098
8.326	8.326
8.570	8.570
8.834	8.834
9.120	9.120
9.433	9.433
9.774	9.774
10.15	10.15
10.57	10.57
11.03	11.03
11.55	11.55
12.14	12.14
12.79	12.79
13.54	13.54
14.39	14.39
15.35	15.35
16.45	16.45
17.72	17.72
19.16	19.16
20.82	20.82
22.72	22.72
24.90	24.90
27.41	27.41
30.28	30.28
33.58	33.58
37.38	37.38
41.78	41.78
46.88	46.88
52.84	52.84
59.85	59.85
68.17	68.17
78.12	78.12
 
 
Energy (eV)	Mobility *N (1/m/V/s)
0.5639E-01	0.2443E+26
0.6474E-01	0.2298E+26
0.7095E-01	0.2232E+26
0.7740E-01	0.2170E+26
0.8446E-01	0.2104E+26
0.9138E-01	0.2051E+26
0.9866E-01	0.1999E+26
0.1064	0.1948E+26
0.1152	0.1895E+26
0.1246	0.1840E+26
0.1356	0.1788E+26
0.1492	0.1728E+26
0.1660	0.1665E+26
0.1878	0.1594E+26
0.2164	0.1513E+26
0.2538	0.1420E+26
0.3008	0.1319E+26
0.3578	0.1212E+26
0.4229	0.1105E+26
0.4942	0.1002E+26
0.5701	0.9070E+25
0.6481	0.8213E+25
0.7281	0.7456E+25
0.8106	0.6788E+25
0.8960	0.6203E+25
1.421	0.4882E+25
1.481	0.4550E+25
1.550	0.4238E+25
1.630	0.3944E+25
1.720	0.3662E+25
1.823	0.3394E+25
1.938	0.3136E+25
2.066	0.2891E+25
2.208	0.2659E+25
2.364	0.2440E+25
2.528	0.2239E+25
2.712	0.2048E+25
2.910	0.1870E+25
3.120	0.1707E+25
3.339	0.1559E+25
3.564	0.1426E+25
3.788	0.1309E+25
4.008	0.1207E+25
4.219	0.1119E+25
4.418	0.1044E+25
4.604	0.9810E+24
4.777	0.9273E+24
4.937	0.8815E+24
5.086	0.8420E+24
5.227	0.8076E+24
5.362	0.7773E+24
5.491	0.7502E+24
5.617	0.7257E+24
5.743	0.7033E+24
5.868	0.6825E+24
5.994	0.6633E+24
6.122	0.6453E+24
6.254	0.6283E+24
6.389	0.6124E+24
6.529	0.5973E+24
6.673	0.5829E+24
6.824	0.5693E+24
6.980	0.5563E+24
7.144	0.5438E+24
7.315	0.5318E+24
7.494	0.5203E+24
7.684	0.5091E+24
7.885	0.4982E+24
8.098	0.4876E+24
8.326	0.4774E+24
8.570	0.4675E+24
8.834	0.4579E+24
9.120	0.4487E+24
9.433	0.4398E+24
9.774	0.4313E+24
10.15	0.4233E+24
10.57	0.4158E+24
11.03	0.4088E+24
11.55	0.4023E+24
12.14	0.3965E+24
12.79	0.3912E+24
13.54	0.3865E+24
14.39	0.3823E+24
15.35	0.3787E+24
16.45	0.3755E+24
17.72	0.3726E+24
19.16	0.3700E+24
20.82	0.3676E+24
22.72	0.3652E+24
24.90	0.3628E+24
27.41	0.3604E+24
30.28	0.3577E+24
33.58	0.3548E+24
37.38	0.3517E+24
41.78	0.3484E+24
46.88	0.3449E+24
52.84	0.3413E+24
59.85	0.3379E+24
68.17	0.3348E+24
78.12	0.3321E+24
 
 
Energy (eV)	Diffusion coefficient *N (1/m/s)
0.5639E-01	0.8403E+24
0.6474E-01	0.9531E+24
0.7095E-01	0.1023E+25
0.7740E-01	0.1094E+25
0.8446E-01	0.1175E+25
0.9138E-01	0.1247E+25
0.9866E-01	0.1320E+25
0.1064	0.1395E+25
0.1152	0.1479E+25
0.1246	0.1556E+25
0.1356	0.1643E+25
0.1492	0.1741E+25
0.1660	0.1847E+25
0.1878	0.1967E+25
0.2164	0.2103E+25
0.2538	0.2260E+25
0.3008	0.2431E+25
0.3578	0.2614E+25
0.4229	0.2799E+25
0.4942	0.2980E+25
0.5701	0.3156E+25
0.6481	0.3313E+25
0.7281	0.3457E+25
0.8106	0.3589E+25
0.8960	0.3707E+25
1.421	0.3922E+25
1.481	0.3996E+25
1.550	0.4067E+25
1.630	0.4134E+25
1.720	0.4196E+25
1.823	0.4253E+25
1.938	0.4304E+25
2.066	0.4348E+25
2.208	0.4384E+25
2.364	0.4411E+25
2.528	0.4429E+25
2.712	0.4438E+25
2.910	0.4438E+25
3.120	0.4430E+25
3.339	0.4414E+25
3.564	0.4391E+25
3.788	0.4364E+25
4.008	0.4334E+25
4.219	0.4303E+25
4.418	0.4272E+25
4.604	0.4242E+25
4.777	0.4213E+25
4.937	0.4186E+25
5.086	0.4161E+25
5.227	0.4138E+25
5.362	0.4115E+25
5.491	0.4095E+25
5.617	0.4075E+25
5.743	0.4056E+25
5.868	0.4037E+25
5.994	0.4019E+25
6.122	0.4002E+25
6.254	0.3985E+25
6.389	0.3969E+25
6.529	0.3953E+25
6.673	0.3938E+25
6.824	0.3923E+25
6.980	0.3909E+25
7.144	0.3897E+25
7.315	0.3885E+25
7.494	0.3874E+25
7.684	0.3864E+25
7.885	0.3856E+25
8.098	0.3850E+25
8.326	0.3845E+25
8.570	0.3844E+25
8.834	0.3844E+25
9.120	0.3849E+25
9.433	0.3857E+25
9.774	0.3871E+25
10.15	0.3891E+25
10.57	0.3919E+25
11.03	0.3956E+25
11.55	0.4006E+25
12.14	0.4069E+25
12.79	0.4150E+25
13.54	0.4252E+25
14.39	0.4378E+25
15.35	0.4535E+25
16.45	0.4725E+25
17.72	0.4954E+25
19.16	0.5228E+25
20.82	0.5553E+25
22.72	0.5935E+25
24.90	0.6381E+25
27.41	0.6899E+25
30.28	0.7496E+25
33.58	0.8182E+25
37.38	0.8973E+25
41.78	0.9889E+25
46.88	0.1095E+26
52.84	0.1220E+26
59.85	0.1368E+26
68.17	0.1546E+26
78.12	0.1763E+26
 
 
Energy (eV)	Energy mobility *N (1/m/V/s)
0.5639E-01	0.3373E+26
0.6474E-01	0.3316E+26
0.7095E-01	0.3244E+26
0.7740E-01	0.3174E+26
0.8446E-01	0.3111E+26
0.9138E-01	0.3041E+26
0.9866E-01	0.2971E+26
0.1064	0.2896E+26
0.1152	0.2818E+26
0.1246	0.2723E+26
0.1356	0.2620E+26
0.1492	0.2499E+26
0.1660	0.2354E+26
0.1878	0.2184E+26
0.2164	0.1993E+26
0.2538	0.1791E+26
0.3008	0.1594E+26
0.3578	0.1414E+26
0.4229	0.1258E+26
0.4942	0.1128E+26
0.5701	0.1021E+26
0.6481	0.9322E+25
0.7281	0.8565E+25
0.8106	0.7908E+25
0.8960	0.7318E+25
1.421	0.4690E+25
1.481	0.4554E+25
1.550	0.4393E+25
1.630	0.4210E+25
1.720	0.4007E+25
1.823	0.3789E+25
1.938	0.3562E+25
2.066	0.3329E+25
2.208	0.3096E+25
2.364	0.2866E+25
2.528	0.2650E+25
2.712	0.2436E+25
2.910	0.2234E+25
3.120	0.2046E+25
3.339	0.1874E+25
3.564	0.1720E+25
3.788	0.1585E+25
4.008	0.1468E+25
4.219	0.1369E+25
4.418	0.1285E+25
4.604	0.1213E+25
4.777	0.1153E+25
4.937	0.1102E+25
5.086	0.1059E+25
5.227	0.1021E+25
5.362	0.9871E+24
5.491	0.9572E+24
5.617	0.9301E+24
5.743	0.9054E+24
5.868	0.8825E+24
5.994	0.8613E+24
6.122	0.8413E+24
6.254	0.8226E+24
6.389	0.8050E+24
6.529	0.7884E+24
6.673	0.7727E+24
6.824	0.7580E+24
6.980	0.7441E+24
7.144	0.7312E+24
7.315	0.7190E+24
7.494	0.7076E+24
7.684	0.6969E+24
7.885	0.6869E+24
8.098	0.6776E+24
8.326	0.6690E+24
8.570	0.6610E+24
8.834	0.6537E+24
9.120	0.6470E+24
9.433	0.6409E+24
9.774	0.6355E+24
10.15	0.6308E+24
10.57	0.6268E+24
11.03	0.6236E+24
11.55	0.6210E+24
12.14	0.6192E+24
12.79	0.6179E+24
13.54	0.6173E+24
14.39	0.6170E+24
15.35	0.6172E+24
16.45	0.6172E+24
17.72	0.6170E+24
19.16	0.6164E+24
20.82	0.6152E+24
22.72	0.6133E+24
24.90	0.6105E+24
27.41	0.6069E+24
30.28	0.6026E+24
33.58	0.5976E+24
37.38	0.5924E+24
41.78	0.5872E+24
46.88	0.5824E+24
52.84	0.5786E+24
59.85	0.5760E+24
68.17	0.5752E+24
78.12	0.5765E+24
 
 
Energy (eV)	Energy diffusion coef. D*N (1/m/s)
0.5639E-01	0.1426E+25
0.6474E-01	0.1522E+25
0.7095E-01	0.1596E+25
0.7740E-01	0.1670E+25
0.8446E-01	0.1748E+25
0.9138E-01	0.1824E+25
0.9866E-01	0.1904E+25
0.1064	0.1987E+25
0.1152	0.2080E+25
0.1246	0.2174E+25
0.1356	0.2287E+25
0.1492	0.2418E+25
0.1660	0.2569E+25
0.1878	0.2743E+25
0.2164	0.2937E+25
0.2538	0.3142E+25
0.3008	0.3345E+25
0.3578	0.3534E+25
0.4229	0.3703E+25
0.4942	0.3849E+25
0.5701	0.3978E+25
0.6481	0.4088E+25
0.7281	0.4185E+25
0.8106	0.4272E+25
0.8960	0.4349E+25
1.421	0.4259E+25
1.481	0.4312E+25
1.550	0.4364E+25
1.630	0.4412E+25
1.720	0.4454E+25
1.823	0.4489E+25
1.938	0.4516E+25
2.066	0.4531E+25
2.208	0.4536E+25
2.364	0.4529E+25
2.528	0.4510E+25
2.712	0.4480E+25
2.910	0.4439E+25
3.120	0.4390E+25
3.339	0.4335E+25
3.564	0.4277E+25
3.788	0.4218E+25
4.008	0.4161E+25
4.219	0.4107E+25
4.418	0.4057E+25
4.604	0.4011E+25
4.777	0.3969E+25
4.937	0.3932E+25
5.086	0.3898E+25
5.227	0.3866E+25
5.362	0.3838E+25
5.491	0.3811E+25
5.617	0.3787E+25
5.743	0.3764E+25
5.868	0.3742E+25
5.994	0.3722E+25
6.122	0.3703E+25
6.254	0.3685E+25
6.389	0.3669E+25
6.529	0.3655E+25
6.673	0.3642E+25
6.824	0.3632E+25
6.980	0.3625E+25
7.144	0.3620E+25
7.315	0.3619E+25
7.494	0.3622E+25
7.684	0.3629E+25
7.885	0.3641E+25
8.098	0.3659E+25
8.326	0.3685E+25
8.570	0.3718E+25
8.834	0.3761E+25
9.120	0.3815E+25
9.433	0.3882E+25
9.774	0.3964E+25
10.15	0.4065E+25
10.57	0.4188E+25
11.03	0.4337E+25
11.55	0.4517E+25
12.14	0.4733E+25
12.79	0.4992E+25
13.54	0.5299E+25
14.39	0.5662E+25
15.35	0.6093E+25
16.45	0.6592E+25
17.72	0.7168E+25
19.16	0.7831E+25
20.82	0.8588E+25
22.72	0.9451E+25
24.90	0.1043E+26
27.41	0.1155E+26
30.28	0.1283E+26
33.58	0.1431E+26
37.38	0.1604E+26
41.78	0.1812E+26
46.88	0.2064E+26
52.84	0.2378E+26
59.85	0.2774E+26
68.17	0.3286E+26
78.12	0.3955E+26
 
 
Energy (eV)	Total collision freq. /N (m3/s)
0.5639E-01	0.6606E-14
0.6474E-01	0.6944E-14
0.7095E-01	0.7128E-14
0.7740E-01	0.7306E-14
0.8446E-01	0.7498E-14
0.9138E-01	0.7666E-14
0.9866E-01	0.7834E-14
0.1064	0.8005E-14
0.1152	0.8196E-14
0.1246	0.8390E-14
0.1356	0.8616E-14
0.1492	0.8894E-14
0.1660	0.9239E-14
0.1878	0.9693E-14
0.2164	0.1030E-13
0.2538	0.1110E-13
0.3008	0.1212E-13
0.3578	0.1336E-13
0.4229	0.1478E-13
0.4942	0.1634E-13
0.5701	0.1799E-13
0.6481	0.1968E-13
0.7281	0.2141E-13
0.8106	0.2318E-13
0.8960	0.2503E-13
1.421	0.4041E-13
1.481	0.4153E-13
1.550	0.4288E-13
1.630	0.4449E-13
1.720	0.4641E-13
1.823	0.4868E-13
1.938	0.5135E-13
2.066	0.5446E-13
2.208	0.5805E-13
2.364	0.6218E-13
2.528	0.6672E-13
2.712	0.7205E-13
2.910	0.7804E-13
3.120	0.8468E-13
3.339	0.9190E-13
3.564	0.9955E-13
3.788	0.1074E-12
4.008	0.1154E-12
4.219	0.1232E-12
4.418	0.1307E-12
4.604	0.1378E-12
4.777	0.1446E-12
4.937	0.1509E-12
5.086	0.1569E-12
5.227	0.1626E-12
5.362	0.1680E-12
5.491	0.1732E-12
5.617	0.1784E-12
5.743	0.1835E-12
5.868	0.1885E-12
5.994	0.1936E-12
6.122	0.1987E-12
6.254	0.2039E-12
6.389	0.2091E-12
6.529	0.2145E-12
6.673	0.2199E-12
6.824	0.2254E-12
6.980	0.2310E-12
7.144	0.2367E-12
7.315	0.2424E-12
7.494	0.2483E-12
7.684	0.2542E-12
7.885	0.2602E-12
8.098	0.2664E-12
8.326	0.2726E-12
8.570	0.2790E-12
8.834	0.2855E-12
9.120	0.2921E-12
9.433	0.2989E-12
9.774	0.3059E-12
10.15	0.3130E-12
10.57	0.3202E-12
11.03	0.3276E-12
11.55	0.3350E-12
12.14	0.3425E-12
12.79	0.3501E-12
13.54	0.3576E-12
14.39	0.3651E-12
15.35	0.3725E-12
16.45	0.3797E-12
17.72	0.3866E-12
19.16	0.3932E-12
20.82	0.3995E-12
22.72	0.4054E-12
24.90	0.4108E-12
27.41	0.4158E-12
30.28	0.4203E-12
33.58	0.4243E-12
37.38	0.4278E-12
41.78	0.4309E-12
46.88	0.4335E-12
52.84	0.4357E-12
59.85	0.4375E-12
68.17	0.4387E-12
78.12	0.4394E-12
 
 
Energy (eV)	Momentum frequency /N (m3/s)
0.5639E-01	0.7200E-14
0.6474E-01	0.7653E-14
0.7095E-01	0.7881E-14
0.7740E-01	0.8106E-14
0.8446E-01	0.8358E-14
0.9138E-01	0.8578E-14
0.9866E-01	0.8800E-14
0.1064	0.9030E-14
0.1152	0.9283E-14
0.1246	0.9557E-14
0.1356	0.9839E-14
0.1492	0.1018E-13
0.1660	0.1056E-13
0.1878	0.1104E-13
0.2164	0.1163E-13
0.2538	0.1239E-13
0.3008	0.1333E-13
0.3578	0.1451E-13
0.4229	0.1591E-13
0.4942	0.1755E-13
0.5701	0.1939E-13
0.6481	0.2142E-13
0.7281	0.2359E-13
0.8106	0.2591E-13
0.8960	0.2835E-13
1.421	0.3603E-13
1.481	0.3866E-13
1.550	0.4150E-13
1.630	0.4460E-13
1.720	0.4802E-13
1.823	0.5183E-13
1.938	0.5608E-13
2.066	0.6083E-13
2.208	0.6615E-13
2.364	0.7209E-13
2.528	0.7855E-13
2.712	0.8589E-13
2.910	0.9404E-13
3.120	0.1030E-12
3.339	0.1128E-12
3.564	0.1233E-12
3.788	0.1344E-12
4.008	0.1457E-12
4.219	0.1572E-12
4.418	0.1684E-12
4.604	0.1793E-12
4.777	0.1897E-12
4.937	0.1995E-12
5.086	0.2089E-12
5.227	0.2178E-12
5.362	0.2263E-12
5.491	0.2344E-12
5.617	0.2424E-12
5.743	0.2501E-12
5.868	0.2577E-12
5.994	0.2652E-12
6.122	0.2726E-12
6.254	0.2799E-12
6.389	0.2872E-12
6.529	0.2945E-12
6.673	0.3017E-12
6.824	0.3089E-12
6.980	0.3162E-12
7.144	0.3234E-12
7.315	0.3307E-12
7.494	0.3381E-12
7.684	0.3455E-12
7.885	0.3530E-12
8.098	0.3607E-12
8.326	0.3684E-12
8.570	0.3762E-12
8.834	0.3841E-12
9.120	0.3920E-12
9.433	0.3999E-12
9.774	0.4078E-12
10.15	0.4156E-12
10.57	0.4230E-12
11.03	0.4303E-12
11.55	0.4372E-12
12.14	0.4436E-12
12.79	0.4496E-12
13.54	0.4551E-12
14.39	0.4601E-12
15.35	0.4645E-12
16.45	0.4684E-12
17.72	0.4720E-12
19.16	0.4753E-12
20.82	0.4785E-12
22.72	0.4816E-12
24.90	0.4847E-12
27.41	0.4880E-12
30.28	0.4917E-12
33.58	0.4957E-12
37.38	0.5002E-12
41.78	0.5049E-12
46.88	0.5100E-12
52.84	0.5153E-12
59.85	0.5205E-12
68.17	0.5254E-12
78.12	0.5297E-12
 
 
Energy (eV)	Total ionization freq. /N (m3/s)
0.5639E-01	0.000
0.6474E-01	0.000
0.7095E-01	0.000
0.7740E-01	0.000
0.8446E-01	0.000
0.9138E-01	0.000
0.9866E-01	0.000
0.1064	0.000
0.1152	0.000
0.1246	0.000
0.1356	0.000
0.1492	0.1745E-29
0.1660	0.4793E-29
0.1878	0.1567E-28
0.2164	0.6142E-28
0.2538	0.2961E-26
0.3008	0.1287E-25
0.3578	0.6316E-25
0.4229	0.3017E-24
0.4942	0.1461E-23
0.5701	0.6856E-23
0.6481	0.2879E-22
0.7281	0.1077E-21
0.8106	0.3615E-21
0.8960	0.1092E-20
1.421	0.1002E-17
1.481	0.9540E-18
1.550	0.9123E-18
1.630	0.8816E-18
1.720	0.8698E-18
1.823	0.8883E-18
1.938	0.9520E-18
2.066	0.1078E-17
2.208	0.1283E-17
2.364	0.1582E-17
2.528	0.2058E-17
2.712	0.2574E-17
2.910	0.3189E-17
3.120	0.3892E-17
3.339	0.4665E-17
3.564	0.5484E-17
3.788	0.6322E-17
4.008	0.7153E-17
4.219	0.7957E-17
4.418	0.8720E-17
4.604	0.9439E-17
4.777	0.1012E-16
4.937	0.1076E-16
5.086	0.1139E-16
5.227	0.1204E-16
5.362	0.1274E-16
5.491	0.1357E-16
5.617	0.1460E-16
5.743	0.1597E-16
5.868	0.1786E-16
5.994	0.2050E-16
6.122	0.2422E-16
6.254	0.2943E-16
6.389	0.3668E-16
6.529	0.4665E-16
