BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
Ar                                                              
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s2)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s3)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s4)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s5)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
O2                                                              
o2_cs.txt
--------------------------------------------------
O2(0.98)                                                        
o2_cs.txt
--------------------------------------------------
O2(1.63)                                                        
o2_cs.txt
--------------------------------------------------
H2O                                                             
h2o_and_h_cs.txt
--------------------------------------------------
H                                                               
h2o_and_h_cs.txt
--------------------------------------------------
H(2p)(10.2eV)                                                   
h2o_and_h_cs.txt
--------------------------------------------------
H(2s)(10.2eV)                                                   
h2o_and_h_cs.txt
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.2446E+26
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction Ar                          0.9868    
Mole fraction Ar(1s2)                     0.1000E-03
Mole fraction Ar(1s3)                     0.1000E-03
Mole fraction Ar(1s4)                     0.1000E-03
Mole fraction Ar(1s5)                     0.1000E-03
Mole fraction O2                          0.1000E-03
Mole fraction O2(0.98)                    0.1000E-03
Mole fraction O2(1.63)                    0.1000E-03
Mole fraction H2O                         0.1218E-01
Mole fraction H                           0.1000E-03
Mole fraction H(2p)(10.2eV)               0.1000E-03
Mole fraction H(2s)(10.2eV)               0.1000E-03
 
 
Energy (eV) 	Electric field / N (Td)                                         
0.8903E-01	0.000
0.9946E-01	0.000
0.1119	0.000
0.1253	0.000
0.1418	0.000
0.1625	0.000
0.1879	0.000
0.2198	0.000
0.2592	0.000
0.3065	0.000
0.3601	0.000
0.4184	0.000
0.4790	0.000
0.5402	0.000
0.6002	0.000
0.6587	0.000
0.7163	0.000
0.7726	0.000
0.8291	0.000
0.8867	0.000
0.9466	0.000
1.010	0.000
1.077	0.000
1.530	0.1767E-19
1.585	0.1952E-19
1.648	0.2182E-19
1.720	0.2462E-19
1.801	0.2796E-19
1.894	0.3184E-19
1.997	0.3623E-19
2.113	0.4105E-19
2.240	0.4622E-19
2.379	0.5163E-19
2.532	0.5714E-19
2.690	0.6245E-19
2.869	0.6781E-19
3.062	0.7296E-19
3.266	0.7791E-19
3.479	0.8288E-19
3.697	0.8860E-19
3.914	0.9656E-19
4.126	0.1095E-18
4.328	0.1316E-18
4.519	0.1688E-18
4.698	0.2289E-18
4.863	0.3213E-18
5.017	0.4575E-18
5.161	0.6503E-18
5.297	0.9140E-18
5.426	0.1265E-17
5.552	0.1719E-17
5.675	0.2296E-17
5.797	0.3013E-17
5.919	0.3891E-17
6.043	0.4948E-17
6.169	0.6204E-17
6.299	0.7676E-17
6.432	0.9382E-17
6.570	0.1134E-16
6.713	0.1356E-16
6.862	0.1605E-16
7.017	0.1884E-16
7.179	0.2193E-16
7.348	0.2533E-16
7.527	0.2906E-16
7.714	0.3312E-16
7.913	0.3756E-16
8.125	0.4238E-16
8.351	0.4761E-16
8.593	0.5329E-16
8.855	0.5944E-16
9.138	0.6613E-16
9.448	0.7338E-16
9.787	0.8127E-16
10.16	0.8983E-16
10.58	0.9912E-16
11.04	0.1092E-15
11.55	0.1202E-15
12.13	0.1320E-15
12.78	0.1447E-15
13.52	0.1583E-15
14.37	0.1729E-15
15.32	0.1883E-15
16.42	0.2045E-15
17.67	0.2214E-15
19.11	0.2389E-15
20.76	0.2568E-15
22.65	0.2749E-15
24.82	0.2929E-15
27.30	0.3106E-15
30.16	0.3278E-15
33.44	0.3442E-15
37.21	0.3594E-15
41.58	0.3734E-15
46.65	0.3859E-15
52.57	0.3966E-15
59.52	0.4056E-15
67.77	0.4126E-15
77.64	0.4175E-15
 
 
C9    Ar    Excitation    13.28 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.7967E-01	0.000
0.8903E-01	0.000
0.9946E-01	0.000
0.1119	0.000
0.1253	0.000
0.1418	0.000
0.1625	0.000
0.1879	0.000
0.2198	0.000
0.2592	0.000
0.3065	0.000
0.3601	0.000
0.4184	0.000
0.4790	0.000
0.5402	0.000
0.6002	0.000
0.6587	0.000
0.7163	0.000
0.7726	0.000
0.8291	0.000
0.8867	0.000
0.9466	0.000
1.010	0.000
1.077	0.000
1.530	0.4099E-20
1.585	0.4477E-20
1.648	0.4971E-20
1.720	0.5600E-20
1.801	0.6381E-20
1.894	0.7322E-20
1.997	0.8429E-20
2.113	0.9695E-20
2.240	0.1111E-19
2.379	0.1264E-19
2.532	0.1428E-19
2.690	0.1591E-19
2.869	0.1764E-19
3.062	0.1938E-19
3.266	0.2108E-19
3.479	0.2277E-19
3.697	0.2452E-19
3.914	0.2656E-19
4.126	0.2939E-19
4.328	0.3385E-19
4.519	0.4122E-19
4.698	0.5333E-19
4.863	0.7257E-19
5.017	0.1020E-18
5.161	0.1453E-18
5.297	0.2067E-18
5.426	0.2913E-18
5.552	0.4049E-18
5.675	0.5538E-18
5.797	0.7451E-18
5.919	0.9864E-18
6.043	0.1286E-17
6.169	0.1652E-17
6.299	0.2094E-17
6.432	0.2618E-17
6.570	0.3235E-17
6.713	0.3950E-17
6.862	0.4770E-17
7.017	0.5701E-17
7.179	0.6749E-17
7.348	0.7916E-17
7.527	0.9207E-17
7.714	0.1062E-16
7.913	0.1217E-16
8.125	0.1385E-16
8.351	0.1567E-16
8.593	0.1763E-16
8.855	0.1974E-16
9.138	0.2199E-16
9.448	0.2441E-16
9.787	0.2698E-16
10.16	0.2972E-16
10.58	0.3262E-16
11.04	0.3570E-16
11.55	0.3892E-16
12.13	0.4229E-16
12.78	0.4579E-16
13.52	0.4938E-16
14.37	0.5303E-16
15.32	0.5667E-16
16.42	0.6026E-16
17.67	0.6373E-16
19.11	0.6700E-16
20.76	0.6999E-16
22.65	0.7262E-16
24.82	0.7482E-16
27.30	0.7651E-16
30.16	0.7765E-16
33.44	0.7819E-16
37.21	0.7810E-16
41.58	0.7737E-16
46.65	0.7601E-16
52.57	0.7405E-16
59.52	0.7152E-16
67.77	0.6848E-16
77.64	0.6498E-16
 
 
C10   Ar    Excitation    13.30 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.7967E-01	0.000
0.8903E-01	0.000
0.9946E-01	0.000
0.1119	0.000
0.1253	0.000
0.1418	0.000
0.1625	0.000
0.1879	0.000
0.2198	0.000
0.2592	0.000
0.3065	0.000
0.3601	0.000
0.4184	0.000
0.4790	0.000
0.5402	0.000
0.6002	0.000
0.6587	0.000
0.7163	0.000
0.7726	0.000
0.8291	0.000
0.8867	0.000
0.9466	0.000
1.010	0.000
1.077	0.000
1.530	0.1606E-19
1.585	0.1784E-19
1.648	0.2010E-19
1.720	0.2287E-19
1.801	0.2620E-19
1.894	0.3010E-19
1.997	0.3453E-19
2.113	0.3942E-19
2.240	0.4466E-19
2.379	0.5015E-19
2.532	0.5571E-19
2.690	0.6103E-19
2.869	0.6637E-19
3.062	0.7143E-19
3.266	0.7620E-19
3.479	0.8083E-19
3.697	0.8591E-19
3.914	0.9272E-19
4.126	0.1037E-18
4.328	0.1227E-18
4.519	0.1557E-18
4.698	0.2103E-18
4.863	0.2962E-18
5.017	0.4254E-18
5.161	0.6112E-18
5.297	0.8685E-18
5.426	0.1213E-17
5.552	0.1663E-17
5.675	0.2235E-17
5.797	0.2948E-17
5.919	0.3820E-17
6.043	0.4868E-17
6.169	0.6110E-17
6.299	0.7562E-17
6.432	0.9239E-17
6.570	0.1115E-16
6.713	0.1332E-16
6.862	0.1575E-16
7.017	0.1845E-16
7.179	0.2143E-16
7.348	0.2470E-16
7.527	0.2828E-16
7.714	0.3216E-16
7.913	0.3639E-16
8.125	0.4097E-16
8.351	0.4593E-16
8.593	0.5129E-16
8.855	0.5709E-16
9.138	0.6338E-16
9.448	0.7019E-16
9.787	0.7760E-16
10.16	0.8563E-16
10.58	0.9435E-16
11.04	0.1038E-15
11.55	0.1141E-15
12.13	0.1252E-15
12.78	0.1373E-15
13.52	0.1502E-15
14.37	0.1640E-15
15.32	0.1788E-15
16.42	0.1944E-15
17.67	0.2107E-15
19.11	0.2278E-15
20.76	0.2454E-15
22.65	0.2633E-15
24.82	0.2813E-15
27.30	0.2992E-15
30.16	0.3168E-15
33.44	0.3338E-15
37.21	0.3499E-15
41.58	0.3648E-15
46.65	0.3785E-15
52.57	0.3905E-15
59.52	0.4009E-15
67.77	0.4094E-15
77.64	0.4159E-15
 
 
C11   Ar    Excitation    13.40 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.7967E-01	0.000
0.8903E-01	0.000
0.9946E-01	0.000
0.1119	0.000
0.1253	0.000
0.1418	0.000
0.1625	0.000
0.1879	0.000
0.2198	0.000
0.2592	0.000
0.3065	0.000
0.3601	0.000
0.4184	0.000
0.4790	0.000
0.5402	0.000
0.6002	0.000
0.6587	0.000
0.7163	0.000
0.7726	0.000
0.8291	0.000
0.8867	0.000
0.9466	0.000
1.010	0.000
1.077	0.000
1.530	0.4411E-20
1.585	0.4851E-20
1.648	0.5413E-20
1.720	0.6115E-20
1.801	0.6969E-20
1.894	0.7982E-20
1.997	0.9151E-20
2.113	0.1046E-19
2.240	0.1190E-19
2.379	0.1344E-19
2.532	0.1503E-19
2.690	0.1660E-19
2.869	0.1822E-19
3.062	0.1981E-19
3.266	0.2136E-19
3.479	0.2289E-19
3.697	0.2454E-19
3.914	0.2660E-19
4.126	0.2967E-19
4.328	0.3474E-19
4.519	0.4329E-19
4.698	0.5730E-19
4.863	0.7931E-19
5.017	0.1125E-18
5.161	0.1606E-18
5.297	0.2277E-18
5.426	0.3187E-18
5.552	0.4388E-18
5.675	0.5938E-18
5.797	0.7899E-18
5.919	0.1034E-17
6.043	0.1332E-17
6.169	0.1692E-17
6.299	0.2120E-17
6.432	0.2624E-17
6.570	0.3210E-17
6.713	0.3884E-17
6.862	0.4652E-17
7.017	0.5519E-17
7.179	0.6491E-17
7.348	0.7571E-17
7.527	0.8765E-17
7.714	0.1007E-16
7.913	0.1150E-16
8.125	0.1306E-16
8.351	0.1475E-16
8.593	0.1657E-16
8.855	0.1854E-16
9.138	0.2066E-16
9.448	0.2295E-16
9.787	0.2540E-16
10.16	0.2804E-16
10.58	0.3088E-16
11.04	0.3392E-16
11.55	0.3718E-16
12.13	0.4066E-16
12.78	0.4438E-16
13.52	0.4833E-16
14.37	0.5252E-16
15.32	0.5694E-16
16.42	0.6158E-16
17.67	0.6644E-16
19.11	0.7150E-16
20.76	0.7675E-16
22.65	0.8215E-16
24.82	0.8770E-16
27.30	0.9337E-16
30.16	0.9914E-16
33.44	0.1050E-15
37.21	0.1109E-15
41.58	0.1168E-15
46.65	0.1228E-15
52.57	0.1286E-15
59.52	0.1344E-15
67.77	0.1401E-15
77.64	0.1455E-15
 
 
C12   Ar    Excitation    13.40 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.7967E-01	0.000
0.8903E-01	0.000
0.9946E-01	0.000
0.1119	0.000
0.1253	0.000
0.1418	0.000
0.1625	0.000
0.1879	0.000
0.2198	0.000
0.2592	0.000
0.3065	0.000
0.3601	0.000
0.4184	0.000
0.4790	0.000
0.5402	0.000
0.6002	0.000
0.6587	0.000
0.7163	0.000
0.7726	0.000
0.8291	0.000
0.8867	0.000
0.9466	0.000
1.010	0.000
1.077	0.000
1.530	0.2108E-20
1.585	0.2242E-20
1.648	0.2428E-20
1.720	0.2676E-20
1.801	0.2995E-20
1.894	0.3395E-20
1.997	0.3882E-20
2.113	0.4459E-20
2.240	0.5126E-20
2.379	0.5882E-20
2.532	0.6718E-20
2.690	0.7591E-20
2.869	0.8564E-20
3.062	0.9586E-20
3.266	0.1064E-19
3.479	0.1173E-19
3.697	0.1285E-19
3.914	0.1409E-19
4.126	0.1562E-19
4.328	0.1775E-19
4.519	0.2100E-19
4.698	0.2613E-19
4.863	0.3420E-19
5.017	0.4658E-19
5.161	0.6506E-19
5.297	0.9183E-19
5.426	0.1296E-18
5.552	0.1815E-18
5.675	0.2515E-18
5.797	0.3440E-18
5.919	0.4645E-18
6.043	0.6189E-18
6.169	0.8141E-18
6.299	0.1058E-17
6.432	0.1358E-17
6.570	0.1724E-17
6.713	0.2164E-17
6.862	0.2689E-17
7.017	0.3307E-17
7.179	0.4028E-17
7.348	0.4859E-17
7.527	0.5811E-17
7.714	0.6891E-17
7.913	0.8108E-17
8.125	0.9470E-17
8.351	0.1099E-16
8.593	0.1266E-16
8.855	0.1451E-16
9.138	0.1654E-16
9.448	0.1875E-16
9.787	0.2117E-16
10.16	0.2379E-16
10.58	0.2661E-16
11.04	0.2967E-16
11.55	0.3293E-16
12.13	0.3639E-16
12.78	0.4004E-16
13.52	0.4386E-16
14.37	0.4782E-16
15.32	0.5184E-16
16.42	0.5588E-16
17.67	0.5987E-16
19.11	0.6373E-16
20.76	0.6736E-16
22.65	0.7067E-16
24.82	0.7357E-16
27.30	0.7598E-16
30.16	0.7781E-16
33.44	0.7902E-16
37.21	0.7955E-16
41.58	0.7938E-16
46.65	0.7851E-16
52.57	0.7696E-16
59.52	0.7475E-16
67.77	0.7194E-16
77.64	0.6858E-16
 
 
C13   Ar    Excitation    13.42 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.7967E-01	0.000
0.8903E-01	0.000
0.9946E-01	0.000
0.1119	0.000
0.1253	0.000
0.1418	0.000
0.1625	0.000
0.1879	0.000
0.2198	0.000
0.2592	0.000
0.3065	0.000
0.3601	0.000
0.4184	0.000
0.4790	0.000
0.5402	0.000
0.6002	0.000
0.6587	0.000
0.7163	0.000
0.7726	0.000
0.8291	0.000
0.8867	0.000
0.9466	0.000
1.010	0.000
1.077	0.000
1.530	0.2117E-20
1.585	0.2225E-20
1.648	0.2384E-20
1.720	0.2606E-20
1.801	0.2905E-20
1.894	0.3293E-20
1.997	0.3781E-20
2.113	0.4378E-20
2.240	0.5089E-20
2.379	0.5918E-20
2.532	0.6857E-20
2.690	0.7856E-20
2.869	0.8990E-20
3.062	0.1020E-19
3.266	0.1145E-19
3.479	0.1273E-19
3.697	0.1403E-19
3.914	0.1540E-19
4.126	0.1696E-19
4.328	0.1897E-19
4.519	0.2189E-19
4.698	0.2642E-19
4.863	0.3357E-19
5.017	0.4477E-19
5.161	0.6190E-19
5.297	0.8741E-19
5.426	0.1244E-18
5.552	0.1767E-18
5.675	0.2489E-18
5.797	0.3467E-18
5.919	0.4764E-18
6.043	0.6454E-18
6.169	0.8620E-18
6.299	0.1135E-17
6.432	0.1474E-17
6.570	0.1891E-17
6.713	0.2394E-17
6.862	0.2996E-17
7.017	0.3708E-17
7.179	0.4543E-17
7.348	0.5513E-17
7.527	0.6633E-17
7.714	0.7918E-17
7.913	0.9386E-17
8.125	0.1106E-16
8.351	0.1295E-16
8.593	0.1510E-16
8.855	0.1753E-16
9.138	0.2028E-16
9.448	0.2338E-16
9.787	0.2688E-16
10.16	0.3082E-16
10.58	0.3527E-16
11.04	0.4028E-16
11.55	0.4591E-16
12.13	0.5223E-16
12.78	0.5931E-16
13.52	0.6722E-16
14.37	0.7603E-16
15.32	0.8578E-16
16.42	0.9651E-16
17.67	0.1083E-15
19.11	0.1210E-15
20.76	0.1347E-15
22.65	0.1494E-15
24.82	0.1648E-15
27.30	0.1808E-15
30.16	0.1973E-15
33.44	0.2139E-15
37.21	0.2306E-15
41.58	0.2469E-15
46.65	0.2627E-15
52.57	0.2776E-15
59.52	0.2914E-15
67.77	0.3039E-15
77.64	0.3148E-15
 
 
C14   Ar    Excitation    13.44 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.7967E-01	0.000
0.8903E-01	0.000
0.9946E-01	0.000
0.1119	0.000
0.1253	0.000
0.1418	0.000
0.1625	0.000
0.1879	0.000
0.2198	0.000
0.2592	0.000
0.3065	0.000
0.3601	0.000
0.4184	0.000
0.4790	0.000
0.5402	0.000
0.6002	0.000
0.6587	0.000
0.7163	0.000
0.7726	0.000
0.8291	0.000
0.8867	0.000
0.9466	0.000
1.010	0.000
1.077	0.000
1.530	0.6299E-20
1.585	0.6978E-20
1.648	0.7849E-20
1.720	0.8940E-20
1.801	0.1027E-19
1.894	0.1185E-19
1.997	0.1368E-19
2.113	0.1573E-19
2.240	0.1796E-19
2.379	0.2033E-19
2.532	0.2278E-19
2.690	0.2515E-19
2.869	0.2758E-19
3.062	0.2992E-19
3.266	0.3214E-19
3.479	0.3428E-19
3.697	0.3651E-19
3.914	0.3927E-19
4.126	0.4342E-19
4.328	0.5044E-19
4.519	0.6254E-19
4.698	0.8282E-19
4.863	0.1153E-18
5.017	0.1649E-18
5.161	0.2374E-18
5.297	0.3394E-18
5.426	0.4783E-18
5.552	0.6620E-18
5.675	0.8990E-18
5.797	0.1198E-17
5.919	0.1568E-17
6.043	0.2018E-17
6.169	0.2558E-17
6.299	0.3194E-17
6.432	0.3935E-17
6.570	0.4787E-17
6.713	0.5756E-17
6.862	0.6846E-17
7.017	0.8061E-17
7.179	0.9403E-17
7.348	0.1087E-16
7.527	0.1247E-16
7.714	0.1420E-16
7.913	0.1606E-16
8.125	0.1804E-16
8.351	0.2016E-16
8.593	0.2240E-16
8.855	0.2478E-16
9.138	0.2728E-16
9.448	0.2992E-16
9.787	0.3269E-16
10.16	0.3559E-16
10.58	0.3861E-16
11.04	0.4175E-16
11.55	0.4499E-16
12.13	0.4829E-16
12.78	0.5165E-16
13.52	0.5500E-16
14.37	0.5831E-16
15.32	0.6151E-16
16.42	0.6453E-16
17.67	0.6731E-16
19.11	0.6978E-16
20.76	0.7186E-16
22.65	0.7347E-16
24.82	0.7457E-16
27.30	0.7512E-16
30.16	0.7507E-16
33.44	0.7443E-16
37.21	0.7320E-16
41.58	0.7139E-16
46.65	0.6906E-16
52.57	0.6624E-16
59.52	0.6301E-16
67.77	0.5943E-16
77.64	0.5557E-16
 
 
C15   Ar    Excitation    13.59 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.7967E-01	0.000
0.8903E-01	0.000
0.9946E-01	0.000
0.1119	0.000
0.1253	0.000
0.1418	0.000
0.1625	0.000
0.1879	0.000
0.2198	0.000
0.2592	0.000
0.3065	0.000
0.3601	0.000
0.4184	0.000
0.4790	0.000
0.5402	0.000
0.6002	0.000
0.6587	0.000
0.7163	0.000
0.7726	0.000
0.8291	0.000
0.8867	0.000
0.9466	0.000
1.010	0.000
1.077	0.000
1.530	0.1255E-19
1.585	0.1370E-19
1.648	0.1523E-19
1.720	0.1722E-19
1.801	0.1971E-19
1.894	0.2276E-19
1.997	0.2637E-19
2.113	0.3054E-19
2.240	0.3522E-19
2.379	0.4033E-19
2.532	0.4578E-19
2.690	0.5124E-19
2.869	0.5701E-19
3.062	0.6277E-19
3.266	0.6840E-19
3.479	0.7389E-19
3.697	0.7942E-19
3.914	0.8562E-19
4.126	0.9385E-19
4.328	0.1066E-18
4.519	0.1278E-18
4.698	0.1632E-18
4.863	0.2207E-18
5.017	0.3103E-18
5.161	0.4442E-18
5.297	0.6373E-18
5.426	0.9066E-18
5.552	0.1271E-17
5.675	0.1753E-17
5.797	0.2376E-17
5.919	0.3164E-17
6.043	0.4145E-17
6.169	0.5346E-17
6.299	0.6795E-17
6.432	0.8519E-17
6.570	0.1055E-16
6.713	0.1290E-16
6.862	0.1560E-16
7.017	0.1867E-16
7.179	0.2214E-16
7.348	0.2601E-16
7.527	0.3031E-16
7.714	0.3504E-16
7.913	0.4023E-16
8.125	0.4590E-16
8.351	0.5208E-16
8.593	0.5878E-16
8.855	0.6605E-16
9.138	0.7394E-16
9.448	0.8249E-16
9.787	0.9178E-16
10.16	0.1019E-15
10.58	0.1128E-15
11.04	0.1248E-15
11.55	0.1378E-15
12.13	0.1519E-15
12.78	0.1673E-15
13.52	0.1840E-15
14.37	0.2021E-15
15.32	0.2216E-15
16.42	0.2427E-15
17.67	0.2652E-15
19.11	0.2893E-15
20.76	0.3149E-15
22.65	0.3419E-15
24.82	0.3702E-15
27.30	0.3997E-15
30.16	0.4303E-15
33.44	0.4617E-15
37.21	0.4937E-15
41.58	0.5261E-15
46.65	0.5587E-15
52.57	0.5912E-15
59.52	0.6231E-15
67.77	0.6542E-15
77.64	0.6840E-15
 
 
C16   Ar    Ionization    15.76 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.7967E-01	0.000
0.8903E-01	0.000
0.9946E-01	0.000
0.1119	0.000
0.1253	0.000
0.1418	0.000
0.1625	0.000
0.1879	0.000
0.2198	0.000
0.2592	0.000
0.3065	0.000
0.3601	0.000
0.4184	0.000
0.4790	0.000
0.5402	0.000
0.6002	0.000
0.6587	0.000
0.7163	0.000
0.7726	0.000
0.8291	0.000
0.8867	0.000
0.9466	0.000
1.010	0.000
1.077	0.000
1.530	0.4249E-19
1.585	0.4084E-19
1.648	0.3925E-19
1.720	0.3780E-19
1.801	0.3662E-19
1.894	0.3593E-19
1.997	0.3601E-19
2.113	0.3726E-19
2.240	0.4017E-19
2.379	0.4530E-19
2.532	0.5338E-19
2.690	0.6448E-19
2.869	0.8047E-19
3.062	0.1013E-18
3.266	0.1271E-18
3.479	0.1577E-18
3.697	0.1923E-18
3.914	0.2299E-18
4.126	0.2692E-18
4.328	0.3093E-18
4.519	0.3494E-18
4.698	0.3900E-18
4.863	0.4331E-18
5.017	0.4832E-18
5.161	0.5504E-18
5.297	0.6526E-18
5.426	0.8209E-18
5.552	0.1106E-17
5.675	0.1585E-17
5.797	0.2375E-17
5.919	0.3642E-17
6.043	0.5618E-17
6.169	0.8617E-17
6.299	0.1305E-16
6.432	0.1947E-16
6.570	0.2854E-16
6.713	0.4111E-16
6.862	0.5822E-16
7.017	0.8114E-16
7.179	0.1114E-15
7.348	0.1508E-15
7.527	0.2014E-15
7.714	0.2658E-15
7.913	0.3470E-15
8.125	0.4485E-15
8.351	0.5743E-15
8.593	0.7293E-15
8.855	0.9193E-15
9.138	0.1151E-14
9.448	0.1432E-14
9.787	0.1772E-14
10.16	0.2183E-14
10.58	0.2676E-14
11.04	0.3269E-14
11.55	0.3978E-14
12.13	0.4824E-14
12.78	0.5831E-14
13.52	0.7026E-14
14.37	0.8438E-14
15.32	0.1010E-13
16.42	0.1204E-13
17.67	0.1429E-13
19.11	0.1689E-13
20.76	0.1988E-13
22.65	0.2326E-13
24.82	0.2708E-13
27.30	0.3133E-13
30.16	0.3604E-13
33.44	0.4121E-13
37.21	0.4680E-13
41.58	0.5282E-13
46.65	0.5922E-13
52.57	0.6596E-13
59.52	0.7299E-13
67.77	0.8022E-13
77.64	0.8758E-13
 
 
C17   Ar(1s2)    De-excitation    11.83 eV                      
Energy (eV)	Rate coefficient (m3/s)
0.7967E-01	0.3055E-14
0.8903E-01	0.2966E-14
0.9946E-01	0.2871E-14
0.1119	0.2771E-14
0.1253	0.2699E-14
0.1418	0.2565E-14
0.1625	0.2461E-14
0.1879	0.2358E-14
0.2198	0.2261E-14
0.2592	0.2173E-14
0.3065	0.2098E-14
0.3601	0.2037E-14
0.4184	0.1993E-14
0.4790	0.1964E-14
0.5402	0.1947E-14
0.6002	0.1942E-14
0.6587	0.1944E-14
0.7163	0.1953E-14
0.7726	0.1967E-14
0.8291	0.1984E-14
0.8867	0.2004E-14
0.9466	0.2028E-14
1.010	0.2055E-14
1.077	0.2085E-14
1.530	0.2258E-14
1.585	0.2286E-14
1.648	0.2319E-14
1.720	0.2357E-14
1.801	0.2400E-14
1.894	0.2448E-14
1.997	0.2502E-14
2.113	0.2560E-14
2.240	0.2623E-14
2.379	0.2690E-14
2.532	0.2760E-14
2.690	0.2830E-14
2.869	0.2906E-14
3.062	0.2982E-14
3.266	0.3059E-14
3.479	0.3134E-14
3.697	0.3207E-14
3.914	0.3276E-14
4.126	0.3340E-14
4.328	0.3399E-14
4.519	0.3451E-14
4.698	0.3499E-14
4.863	0.3541E-14
5.017	0.3580E-14
5.161	0.3615E-14
5.297	0.3646E-14
5.426	0.3676E-14
5.552	0.3704E-14
5.675	0.3732E-14
5.797	0.3758E-14
5.919	0.3784E-14
6.043	0.3810E-14
6.169	0.3836E-14
6.299	0.3863E-14
6.432	0.3890E-14
6.570	0.3917E-14
6.713	0.3946E-14
6.862	0.3975E-14
7.017	0.4006E-14
7.179	0.4038E-14
7.348	0.4071E-14
7.527	0.4106E-14
7.714	0.4143E-14
7.913	0.4182E-14
8.125	0.4224E-14
8.351	0.4269E-14
8.593	0.4317E-14
8.855	0.4368E-14
9.138	0.4424E-14
9.448	0.4484E-14
9.787	0.4550E-14
10.16	0.4622E-14
10.58	0.4700E-14
11.04	0.4787E-14
11.55	0.4883E-14
12.13	0.4989E-14
12.78	0.5107E-14
13.52	0.5237E-14
14.37	0.5382E-14
15.32	0.5543E-14
16.42	0.5720E-14
17.67	0.5917E-14
19.11	0.6133E-14
20.76	0.6370E-14
22.65	0.6627E-14
24.82	0.6906E-14
27.30	0.7205E-14
30.16	0.7523E-14
33.44	0.7860E-14
37.21	0.8211E-14
41.58	0.8575E-14
46.65	0.8950E-14
52.57	0.9330E-14
59.52	0.9712E-14
67.77	0.1009E-13
77.64	0.1046E-13
 
 
C18   Ar(1s3)    De-excitation    11.72 eV                      
Energy (eV)	Rate coefficient (m3/s)
0.7967E-01	0.9297E-15
0.8903E-01	0.8790E-15
0.9946E-01	0.8283E-15
0.1119	0.7759E-15
0.1253	0.7384E-15
0.1418	0.6808E-15
0.1625	0.6340E-15
0.1879	0.5901E-15
0.2198	0.5488E-15
0.2592	0.5106E-15
0.3065	0.4758E-15
0.3601	0.4463E-15
0.4184	0.4215E-15
0.4790	0.4013E-15
0.5402	0.3850E-15
0.6002	0.3723E-15
0.6587	0.3622E-15
0.7163	0.3539E-15
0.7726	0.3472E-15
0.8291	0.3415E-15
0.8867	0.3364E-15
0.9466	0.3316E-15
1.010	0.3271E-15
1.077	0.3226E-15
1.530	0.3066E-15
1.585	0.3032E-15
1.648	0.2996E-15
1.720	0.2957E-15
1.801	0.2916E-15
1.894	0.2874E-15
1.997	0.2830E-15
2.113	0.2787E-15
2.240	0.2744E-15
2.379	0.2703E-15
2.532	0.2663E-15
2.690	0.2626E-15
2.869	0.2589E-15
3.062	0.2554E-15
3.266	0.2521E-15
3.479	0.2489E-15
3.697	0.2458E-15
3.914	0.2429E-15
4.126	0.2402E-15
4.328	0.2378E-15
4.519	0.2355E-15
4.698	0.2334E-15
4.863	0.2315E-15
5.017	0.2297E-15
5.161	0.2281E-15
5.297	0.2265E-15
5.426	0.2251E-15
5.552	0.2237E-15
5.675	0.2223E-15
5.797	0.2210E-15
5.919	0.2197E-15
6.043	0.2184E-15
6.169	0.2170E-15
6.299	0.2157E-15
6.432	0.2143E-15
6.570	0.2129E-15
6.713	0.2115E-15
6.862	0.2100E-15
7.017	0.2085E-15
7.179	0.2070E-15
7.348	0.2054E-15
7.527	0.2037E-15
7.714	0.2020E-15
7.913	0.2002E-15
8.125	0.1984E-15
8.351	0.1964E-15
8.593	0.1944E-15
8.855	0.1922E-15
9.138	0.1899E-15
9.448	0.1874E-15
9.787	0.1847E-15
10.16	0.1819E-15
10.58	0.1788E-15
11.04	0.1755E-15
11.55	0.1720E-15
12.13	0.1682E-15
12.78	0.1640E-15
13.52	0.1595E-15
14.37	0.1547E-15
15.32	0.1496E-15
