BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
Ar                                                              
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s2)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s3)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s4)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s5)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
O2                                                              
o2_cs.txt
--------------------------------------------------
O2(0.98)                                                        
o2_cs.txt
--------------------------------------------------
O2(1.63)                                                        
o2_cs.txt
--------------------------------------------------
H2O                                                             
h2o_and_h_cs.txt
--------------------------------------------------
H                                                               
h2o_and_h_cs.txt
--------------------------------------------------
H(2p)(10.2eV)                                                   
h2o_and_h_cs.txt
--------------------------------------------------
H(2s)(10.2eV)                                                   
h2o_and_h_cs.txt
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.2446E+26
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction Ar                          0.9920    
Mole fraction Ar(1s2)                     0.1000E-03
Mole fraction Ar(1s3)                     0.1000E-03
Mole fraction Ar(1s4)                     0.1000E-03
Mole fraction Ar(1s5)                     0.1000E-03
Mole fraction O2                          0.1000E-03
Mole fraction O2(0.98)                    0.1000E-03
Mole fraction O2(1.63)                    0.1000E-03
Mole fraction H2O                         0.6960E-02
Mole fraction H                           0.1000E-03
Mole fraction H(2p)(10.2eV)               0.1000E-03
Mole fraction H(2s)(10.2eV)               0.1000E-03
 
 
Energy (eV) 	Electric field / N (Td)                                         
8.862	84.35
9.145	99.80
9.453	99.80
9.792	118.1
10.16	118.1
10.58	139.6
11.04	165.2
11.55	165.2
12.13	195.3
12.78	195.3
13.52	231.0
14.36	273.1
15.32	322.9
16.41	322.9
17.66	381.8
19.09	451.4
20.74	533.7
22.63	631.0
24.79	746.0
27.27	881.9
30.12	1043.
33.39	1232.
37.16	1722.
41.51	2036.
46.57	2407.
52.47	2845.
59.41	3363.
67.64	4700.
77.48	5555.
 
 
Energy (eV)	Mean energy (eV)
0.1040	0.1040
0.1209	0.1209
0.1408	0.1408
0.1653	0.1653
0.1954	0.1954
0.2319	0.2319
0.2757	0.2757
0.3249	0.3249
0.3786	0.3786
0.4357	0.4357
0.4920	0.4920
0.5471	0.5471
0.6001	0.6001
0.6507	0.6507
0.6994	0.6994
0.7461	0.7461
0.7920	0.7920
0.8378	0.8378
0.8846	0.8846
0.9328	0.9328
0.9838	0.9838
1.038	1.038
1.097	1.097
1.162	1.162
1.233	1.233
1.642	1.642
1.706	1.706
1.778	1.778
1.861	1.861
1.953	1.953
2.057	2.057
2.172	2.172
2.298	2.298
2.437	2.437
2.581	2.581
2.745	2.745
2.923	2.923
3.113	3.113
3.315	3.315
3.526	3.526
3.741	3.741
3.956	3.956
4.165	4.165
4.365	4.365
4.553	4.553
4.729	4.729
4.892	4.892
5.044	5.044
5.186	5.186
5.320	5.320
5.448	5.448
5.572	5.572
5.694	5.694
5.815	5.815
5.936	5.936
6.059	6.059
6.185	6.185
6.314	6.314
6.446	6.446
6.584	6.584
6.726	6.726
6.875	6.875
7.029	7.029
7.191	7.191
7.360	7.360
7.537	7.537
7.725	7.725
7.923	7.923
8.134	8.134
8.359	8.359
8.601	8.601
8.862	8.862
9.145	9.145
9.453	9.453
9.792	9.792
10.16	10.16
10.58	10.58
11.04	11.04
11.55	11.55
12.13	12.13
12.78	12.78
13.52	13.52
14.36	14.36
15.32	15.32
16.41	16.41
17.66	17.66
19.09	19.09
20.74	20.74
22.63	22.63
24.79	24.79
27.27	27.27
30.12	30.12
33.39	33.39
37.16	37.16
41.51	41.51
46.57	46.57
52.47	52.47
59.41	59.41
67.64	67.64
77.48	77.48
 
 
Energy (eV)	Mobility *N (1/m/V/s)
0.1040	0.4750E+26
0.1209	0.4653E+26
0.1408	0.4548E+26
0.1653	0.4397E+26
0.1954	0.4197E+26
0.2319	0.3950E+26
0.2757	0.3659E+26
0.3249	0.3346E+26
0.3786	0.3025E+26
0.4357	0.2715E+26
0.4920	0.2425E+26
0.5471	0.2165E+26
0.6001	0.1937E+26
0.6507	0.1741E+26
0.6994	0.1571E+26
0.7461	0.1426E+26
0.7920	0.1301E+26
0.8378	0.1193E+26
0.8846	0.1096E+26
0.9328	0.1011E+26
0.9838	0.9342E+25
1.038	0.8642E+25
1.097	0.7992E+25
1.162	0.7391E+25
1.233	0.6827E+25
1.642	0.5490E+25
1.706	0.5109E+25
1.778	0.4737E+25
1.861	0.4378E+25
1.953	0.4032E+25
2.057	0.3701E+25
2.172	0.3388E+25
2.298	0.3094E+25
2.437	0.2820E+25
2.581	0.2574E+25
2.745	0.2341E+25
2.923	0.2126E+25
3.113	0.1931E+25
3.315	0.1753E+25
3.526	0.1594E+25
3.741	0.1454E+25
3.956	0.1331E+25
4.165	0.1225E+25
4.365	0.1135E+25
4.553	0.1059E+25
4.729	0.9947E+24
4.892	0.9403E+24
5.044	0.8939E+24
5.186	0.8539E+24
5.320	0.8190E+24
5.448	0.7880E+24
5.572	0.7603E+24
5.694	0.7351E+24
5.815	0.7119E+24
5.936	0.6906E+24
6.059	0.6707E+24
6.185	0.6520E+24
6.314	0.6345E+24
6.446	0.6180E+24
6.584	0.6024E+24
6.726	0.5877E+24
6.875	0.5735E+24
7.029	0.5601E+24
7.191	0.5473E+24
7.360	0.5350E+24
7.537	0.5231E+24
7.725	0.5116E+24
7.923	0.5004E+24
8.134	0.4896E+24
8.359	0.4792E+24
8.601	0.4690E+24
8.862	0.4592E+24
9.145	0.4498E+24
9.453	0.4407E+24
9.792	0.4321E+24
10.16	0.4238E+24
10.58	0.4162E+24
11.04	0.4091E+24
11.55	0.4025E+24
12.13	0.3966E+24
12.78	0.3912E+24
13.52	0.3864E+24
14.36	0.3822E+24
15.32	0.3783E+24
16.41	0.3751E+24
17.66	0.3722E+24
19.09	0.3695E+24
20.74	0.3671E+24
22.63	0.3647E+24
24.79	0.3623E+24
27.27	0.3598E+24
30.12	0.3571E+24
33.39	0.3543E+24
37.16	0.3511E+24
41.51	0.3478E+24
46.57	0.3443E+24
52.47	0.3407E+24
59.41	0.3373E+24
67.64	0.3341E+24
77.48	0.3314E+24
 
 
Energy (eV)	Diffusion coefficient *N (1/m/s)
0.1040	0.3288E+25
0.1209	0.3725E+25
0.1408	0.4176E+25
0.1653	0.4656E+25
0.1954	0.5151E+25
0.2319	0.5645E+25
0.2757	0.6137E+25
0.3249	0.6569E+25
0.3786	0.6947E+25
0.4357	0.7287E+25
0.4920	0.7532E+25
0.5471	0.7719E+25
0.6001	0.7856E+25
0.6507	0.7951E+25
0.6994	0.8014E+25
0.7461	0.8050E+25
0.7920	0.8066E+25
0.8378	0.8064E+25
0.8846	0.8050E+25
0.9328	0.8020E+25
0.9838	0.7979E+25
1.038	0.7928E+25
1.097	0.7868E+25
1.162	0.7797E+25
1.233	0.7716E+25
1.642	0.7399E+25
1.706	0.7318E+25
1.778	0.7229E+25
1.861	0.7132E+25
1.953	0.7028E+25
2.057	0.6918E+25
2.172	0.6802E+25
2.298	0.6681E+25
2.437	0.6557E+25
2.581	0.6433E+25
2.745	0.6304E+25
2.923	0.6172E+25
3.113	0.6039E+25
3.315	0.5907E+25
3.526	0.5776E+25
3.741	0.5651E+25
3.956	0.5531E+25
4.165	0.5421E+25
4.365	0.5320E+25
4.553	0.5229E+25
4.729	0.5147E+25
4.892	0.5075E+25
5.044	0.5010E+25
5.186	0.4952E+25
5.320	0.4899E+25
5.448	0.4851E+25
5.572	0.4806E+25
5.694	0.4764E+25
5.815	0.4724E+25
5.936	0.4686E+25
6.059	0.4650E+25
6.185	0.4614E+25
6.314	0.4580E+25
6.446	0.4547E+25
6.584	0.4514E+25
6.726	0.4483E+25
6.875	0.4452E+25
7.029	0.4422E+25
7.191	0.4392E+25
7.360	0.4364E+25
7.537	0.4336E+25
7.725	0.4309E+25
7.923	0.4283E+25
8.134	0.4259E+25
8.359	0.4236E+25
8.601	0.4214E+25
8.862	0.4195E+25
9.145	0.4179E+25
9.453	0.4166E+25
9.792	0.4158E+25
10.16	0.4156E+25
10.58	0.4162E+25
11.04	0.4178E+25
11.55	0.4205E+25
12.13	0.4247E+25
12.78	0.4307E+25
13.52	0.4388E+25
14.36	0.4496E+25
15.32	0.4631E+25
16.41	0.4804E+25
17.66	0.5016E+25
19.09	0.5274E+25
20.74	0.5583E+25
22.63	0.5952E+25
24.79	0.6384E+25
27.27	0.6888E+25
30.12	0.7471E+25
33.39	0.8148E+25
37.16	0.8926E+25
41.51	0.9826E+25
46.57	0.1087E+26
52.47	0.1210E+26
59.41	0.1356E+26
67.64	0.1532E+26
77.48	0.1746E+26
 
 
Energy (eV)	Energy mobility *N (1/m/V/s)
0.1040	0.7477E+26
0.1209	0.7098E+26
0.1408	0.6635E+26
0.1653	0.6087E+26
0.1954	0.5480E+26
0.2319	0.4850E+26
0.2757	0.4241E+26
0.3249	0.3684E+26
0.3786	0.3203E+26
0.4357	0.2801E+26
0.4920	0.2473E+26
0.5471	0.2207E+26
0.6001	0.1992E+26
0.6507	0.1815E+26
0.6994	0.1669E+26
0.7461	0.1543E+26
0.7920	0.1434E+26
0.8378	0.1337E+26
0.8846	0.1249E+26
0.9328	0.1167E+26
0.9838	0.1090E+26
1.038	0.1017E+26
1.097	0.9465E+25
1.162	0.8783E+25
1.233	0.8125E+25
1.642	0.5734E+25
1.706	0.5424E+25
1.778	0.5105E+25
1.861	0.4782E+25
1.953	0.4458E+25
2.057	0.4138E+25
2.172	0.3826E+25
2.298	0.3527E+25
2.437	0.3241E+25
2.581	0.2980E+25
2.745	0.2725E+25
2.923	0.2488E+25
3.113	0.2268E+25
3.315	0.2067E+25
3.526	0.1887E+25
3.741	0.1728E+25
3.956	0.1590E+25
4.165	0.1471E+25
4.365	0.1371E+25
4.553	0.1287E+25
4.729	0.1216E+25
4.892	0.1156E+25
5.044	0.1105E+25
5.186	0.1062E+25
5.320	0.1024E+25
5.448	0.9905E+24
5.572	0.9606E+24
5.694	0.9334E+24
5.815	0.9084E+24
5.936	0.8854E+24
6.059	0.8639E+24
6.185	0.8437E+24
6.314	0.8247E+24
6.446	0.8069E+24
6.584	0.7900E+24
6.726	0.7741E+24
6.875	0.7591E+24
7.029	0.7450E+24
7.191	0.7318E+24
7.360	0.7195E+24
7.537	0.7079E+24
7.725	0.6971E+24
7.923	0.6870E+24
8.134	0.6776E+24
8.359	0.6688E+24
8.601	0.6607E+24
8.862	0.6533E+24
9.145	0.6465E+24
9.453	0.6403E+24
9.792	0.6349E+24
10.16	0.6300E+24
10.58	0.6260E+24
11.04	0.6227E+24
11.55	0.6201E+24
12.13	0.6182E+24
12.78	0.6169E+24
13.52	0.6163E+24
14.36	0.6162E+24
15.32	0.6158E+24
16.41	0.6161E+24
17.66	0.6159E+24
19.09	0.6154E+24
20.74	0.6142E+24
22.63	0.6123E+24
24.79	0.6096E+24
27.27	0.6060E+24
30.12	0.6016E+24
33.39	0.5968E+24
37.16	0.5915E+24
41.51	0.5863E+24
46.57	0.5814E+24
52.47	0.5774E+24
59.41	0.5748E+24
67.64	0.5739E+24
77.48	0.5751E+24
 
 
Energy (eV)	Energy diffusion coef. D*N (1/m/s)
0.1040	0.6130E+25
0.1209	0.6628E+25
0.1408	0.7116E+25
0.1653	0.7559E+25
0.1954	0.7933E+25
0.2319	0.8219E+25
0.2757	0.8411E+25
0.3249	0.8515E+25
0.3786	0.8549E+25
0.4357	0.8537E+25
0.4920	0.8489E+25
0.5471	0.8424E+25
0.6001	0.8348E+25
0.6507	0.8267E+25
0.6994	0.8184E+25
0.7461	0.8099E+25
0.7920	0.8011E+25
0.8378	0.7920E+25
0.8846	0.7826E+25
0.9328	0.7727E+25
0.9838	0.7623E+25
1.038	0.7513E+25
1.097	0.7397E+25
1.162	0.7274E+25
1.233	0.7144E+25
1.642	0.6274E+25
1.706	0.6225E+25
1.778	0.6167E+25
1.861	0.6098E+25
1.953	0.6020E+25
2.057	0.5933E+25
2.172	0.5837E+25
2.298	0.5734E+25
2.437	0.5625E+25
2.581	0.5513E+25
2.745	0.5393E+25
2.923	0.5268E+25
3.113	0.5142E+25
3.315	0.5015E+25
3.526	0.4891E+25
3.741	0.4773E+25
3.956	0.4664E+25
4.165	0.4564E+25
4.365	0.4474E+25
4.553	0.4394E+25
4.729	0.4324E+25
4.892	0.4262E+25
5.044	0.4207E+25
5.186	0.4158E+25
5.320	0.4114E+25
5.448	0.4073E+25
5.572	0.4036E+25
5.694	0.4002E+25
5.815	0.3969E+25
5.936	0.3939E+25
6.059	0.3910E+25
6.185	0.3883E+25
6.314	0.3858E+25
6.446	0.3834E+25
6.584	0.3813E+25
6.726	0.3793E+25
6.875	0.3776E+25
7.029	0.3761E+25
7.191	0.3750E+25
7.360	0.3742E+25
7.537	0.3738E+25
7.725	0.3738E+25
7.923	0.3744E+25
8.134	0.3755E+25
8.359	0.3774E+25
8.601	0.3800E+25
8.862	0.3836E+25
9.145	0.3883E+25
9.453	0.3943E+25
9.792	0.4019E+25
10.16	0.4112E+25
10.58	0.4229E+25
11.04	0.4370E+25
11.55	0.4543E+25
12.13	0.4752E+25
12.78	0.5002E+25
13.52	0.5302E+25
14.36	0.5661E+25
15.32	0.6076E+25
16.41	0.6570E+25
17.66	0.7137E+25
19.09	0.7792E+25
20.74	0.8540E+25
22.63	0.9392E+25
24.79	0.1036E+26
27.27	0.1147E+26
30.12	0.1273E+26
33.39	0.1420E+26
37.16	0.1591E+26
41.51	0.1795E+26
46.57	0.2044E+26
52.47	0.2352E+26
59.41	0.2743E+26
67.64	0.3247E+26
77.48	0.3906E+26
 
 
Energy (eV)	Total collision freq. /N (m3/s)
0.1040	0.3701E-14
0.1209	0.3752E-14
0.1408	0.3823E-14
0.1653	0.3944E-14
0.1954	0.4135E-14
0.2319	0.4418E-14
0.2757	0.4816E-14
0.3249	0.5323E-14
0.3786	0.5932E-14
0.4357	0.6630E-14
0.4920	0.7370E-14
0.5471	0.8135E-14
0.6001	0.8906E-14
0.6507	0.9676E-14
0.6994	0.1045E-13
0.7461	0.1122E-13
0.7920	0.1200E-13
0.8378	0.1282E-13
0.8846	0.1368E-13
0.9328	0.1459E-13
0.9838	0.1559E-13
1.038	0.1670E-13
1.097	0.1793E-13
1.162	0.1932E-13
1.233	0.2089E-13
1.642	0.3366E-13
1.706	0.3502E-13
1.778	0.3663E-13
1.861	0.3854E-13
1.953	0.4077E-13
2.057	0.4336E-13
2.172	0.4635E-13
2.298	0.4976E-13
2.437	0.5366E-13
2.581	0.5789E-13
2.745	0.6289E-13
2.923	0.6852E-13
3.113	0.7479E-13
3.315	0.8170E-13
3.526	0.8914E-13
3.741	0.9695E-13
3.956	0.1049E-12
4.165	0.1129E-12
4.365	0.1207E-12
4.553	0.1282E-12
4.729	0.1352E-12
4.892	0.1419E-12
5.044	0.1481E-12
5.186	0.1540E-12
5.320	0.1596E-12
5.448	0.1649E-12
5.572	0.1702E-12
5.694	0.1753E-12
5.815	0.1803E-12
5.936	0.1854E-12
6.059	0.1904E-12
6.185	0.1956E-12
6.314	0.2008E-12
6.446	0.2061E-12
6.584	0.2114E-12
6.726	0.2169E-12
6.875	0.2225E-12
7.029	0.2281E-12
7.191	0.2338E-12
7.360	0.2397E-12
7.537	0.2456E-12
7.725	0.2516E-12
7.923	0.2576E-12
8.134	0.2638E-12
8.359	0.2701E-12
8.601	0.2765E-12
8.862	0.2831E-12
9.145	0.2898E-12
9.453	0.2966E-12
9.792	0.3036E-12
10.16	0.3108E-12
10.58	0.3181E-12
11.04	0.3255E-12
11.55	0.3331E-12
12.13	0.3407E-12
12.78	0.3483E-12
13.52	0.3560E-12
14.36	0.3635E-12
15.32	0.3710E-12
16.41	0.3783E-12
17.66	0.3854E-12
19.09	0.3921E-12
20.74	0.3985E-12
22.63	0.4045E-12
24.79	0.4101E-12
27.27	0.4152E-12
30.12	0.4198E-12
33.39	0.4239E-12
37.16	0.4276E-12
41.51	0.4308E-12
46.57	0.4335E-12
52.47	0.4358E-12
59.41	0.4376E-12
67.64	0.4390E-12
77.48	0.4397E-12
 
 
Energy (eV)	Momentum frequency /N (m3/s)
0.1040	0.3702E-14
0.1209	0.3780E-14
0.1408	0.3868E-14
0.1653	0.4000E-14
0.1954	0.4190E-14
0.2319	0.4453E-14
0.2757	0.4807E-14
0.3249	0.5256E-14
0.3786	0.5813E-14
0.4357	0.6479E-14
0.4920	0.7254E-14
0.5471	0.8124E-14
0.6001	0.9078E-14
0.6507	0.1010E-13
0.6994	0.1120E-13
0.7461	0.1233E-13
0.7920	0.1351E-13
0.8378	0.1475E-13
0.8846	0.1604E-13
0.9328	0.1740E-13
0.9838	0.1883E-13
1.038	0.2035E-13
1.097	0.2201E-13
1.162	0.2380E-13
1.233	0.2576E-13
1.642	0.3204E-13
1.706	0.3443E-13
1.778	0.3713E-13
1.861	0.4018E-13
1.953	0.4363E-13
2.057	0.4752E-13
2.172	0.5192E-13
2.298	0.5685E-13
2.437	0.6236E-13
2.581	0.6833E-13
2.745	0.7515E-13
2.923	0.8272E-13
3.113	0.9110E-13
3.315	0.1003E-12
3.526	0.1103E-12
3.741	0.1210E-12
3.956	0.1321E-12
4.165	0.1435E-12
4.365	0.1549E-12
4.553	0.1661E-12
4.729	0.1768E-12
4.892	0.1871E-12
5.044	0.1968E-12
5.186	0.2060E-12
5.320	0.2148E-12
5.448	0.2232E-12
5.572	0.2313E-12
5.694	0.2393E-12
5.815	0.2470E-12
5.936	0.2547E-12
6.059	0.2623E-12
6.185	0.2697E-12
6.314	0.2772E-12
6.446	0.2846E-12
6.584	0.2920E-12
6.726	0.2993E-12
6.875	0.3067E-12
7.029	0.3140E-12
7.191	0.3214E-12
7.360	0.3288E-12
7.537	0.3362E-12
7.725	0.3438E-12
7.923	0.3515E-12
8.134	0.3592E-12
8.359	0.3671E-12
8.601	0.3750E-12
8.862	0.3830E-12
9.145	0.3910E-12
9.453	0.3991E-12
9.792	0.4071E-12
10.16	0.4150E-12
10.58	0.4226E-12
11.04	0.4299E-12
11.55	0.4369E-12
12.13	0.4435E-12
12.78	0.4497E-12
13.52	0.4552E-12
14.36	0.4602E-12
15.32	0.4649E-12
16.41	0.4689E-12
17.66	0.4726E-12
19.09	0.4760E-12
20.74	0.4792E-12
22.63	0.4822E-12
24.79	0.4854E-12
27.27	0.4888E-12
30.12	0.4925E-12
33.39	0.4965E-12
37.16	0.5009E-12
41.51	0.5057E-12
46.57	0.5109E-12
52.47	0.5162E-12
59.41	0.5215E-12
67.64	0.5264E-12
77.48	0.5308E-12
 
 
Energy (eV)	Total ionization freq. /N (m3/s)
0.1040	0.000
0.1209	0.000
0.1408	0.000
0.1653	0.000
0.1954	0.000
0.2319	0.000
0.2757	0.9949E-28
0.3249	0.1807E-27
0.3786	0.3180E-27
0.4357	0.4254E-26
0.4920	0.7529E-26
0.5471	0.1387E-25
0.6001	0.2793E-25
0.6507	0.6220E-25
0.6994	0.1548E-24
0.7461	0.4003E-24
0.7920	0.1126E-23
0.8378	0.3459E-23
0.8846	0.1124E-22
0.9328	0.3624E-22
0.9838	0.1115E-21
1.038	0.3213E-21
1.097	0.8611E-21
1.162	0.2164E-20
1.233	0.5116E-20
1.642	0.8684E-18
1.706	0.8436E-18
1.778	0.8281E-18
1.861	0.8295E-18
1.953	0.8583E-18
2.057	0.9276E-18
2.172	0.1052E-17
2.298	0.1247E-17
2.437	0.1527E-17
2.581	0.1992E-17
2.745	0.2469E-17
2.923	0.3040E-17
3.113	0.3698E-17
3.315	0.4429E-17
3.526	0.5216E-17
3.741	0.6033E-17
3.956	0.6857E-17
4.165	0.7665E-17
4.365	0.8439E-17
4.553	0.9170E-17
4.729	0.9852E-17
4.892	0.1049E-16
5.044	0.1109E-16
5.186	0.1168E-16
5.320	0.1227E-16
5.448	0.1292E-16
5.572	0.1366E-16
5.694	0.1460E-16
5.815	0.1586E-16
5.936	0.1761E-16
6.059	0.2008E-16
6.185	0.2359E-16
6.314	0.2857E-16
6.446	0.3555E-16
6.584	0.4521E-16
6.726	0.5840E-16
6.875	0.7615E-16
7.029	0.9973E-16
7.191	0.1306E-15
7.360	0.1707E-15
7.537	0.2220E-15
7.725	0.2871E-15
7.923	0.3689E-15
8.134	0.4709E-15
8.359	0.5972E-15
8.601	0.7526E-15
8.862	0.9429E-15
9.145	0.1175E-14
9.453	0.1456E-14
9.792	0.1795E-14
10.16	0.2205E-14
10.58	0.2697E-14
11.04	0.3288E-14
11.55	0.3995E-14
12.13	0.4838E-14
12.78	0.5841E-14
13.52	0.7032E-14
14.36	0.8438E-14
15.32	0.1009E-13
