BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
Ar                                                              
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s2)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s3)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s4)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s5)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
O2                                                              
o2_cs.txt
--------------------------------------------------
O2(0.98)                                                        
o2_cs.txt
--------------------------------------------------
O2(1.63)                                                        
o2_cs.txt
--------------------------------------------------
H2O                                                             
h2o_and_h_cs.txt
--------------------------------------------------
H                                                               
h2o_and_h_cs.txt
--------------------------------------------------
H(2p)(10.2eV)                                                   
h2o_and_h_cs.txt
--------------------------------------------------
H(2s)(10.2eV)                                                   
h2o_and_h_cs.txt
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.2446E+26
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction Ar                          0.8900    
Mole fraction Ar(1s2)                     0.1000E-02
Mole fraction Ar(1s3)                     0.1000E-02
Mole fraction Ar(1s4)                     0.1000E-02
Mole fraction Ar(1s5)                     0.1000E-02
Mole fraction O2                          0.1000E-02
Mole fraction O2(0.98)                    0.1000E-02
Mole fraction O2(1.63)                    0.1000E-02
Mole fraction H2O                         0.1000    
Mole fraction H                           0.1000E-02
Mole fraction H(2p)(10.2eV)               0.1000E-02
Mole fraction H(2s)(10.2eV)               0.1000E-02
 
 
Energy (eV) 	Electric field / N (Td)                                         
0.3323E-01	0.000
0.3777E-01	0.000
0.4295E-01	0.000
0.4847E-01	0.000
0.5737E-01	0.000
0.6358E-01	0.000
0.7028E-01	0.000
0.7803E-01	0.000
0.8575E-01	0.000
0.9414E-01	0.000
0.1034	0.000
0.1138	0.000
0.1258	0.000
0.1402	0.000
0.1581	0.000
0.1812	0.000
0.2104	0.000
0.2473	0.000
0.2924	0.000
0.3446	0.000
0.4036	0.000
0.4659	0.000
0.5314	0.000
0.5985	0.000
0.6675	0.000
0.7394	0.000
0.8147	0.000
1.539	0.1032E-18
1.591	0.1107E-18
1.655	0.1210E-18
1.730	0.1347E-18
1.819	0.1523E-18
1.924	0.1744E-18
2.045	0.2011E-18
2.185	0.2325E-18
2.343	0.2683E-18
2.516	0.3073E-18
2.713	0.3511E-18
2.929	0.3998E-18
3.163	0.4570E-18
3.412	0.5301E-18
3.672	0.6323E-18
3.938	0.7838E-18
4.207	0.1012E-17
4.477	0.1349E-17
4.741	0.1831E-17
5.001	0.2496E-17
5.256	0.3380E-17
5.504	0.4518E-17
5.748	0.5936E-17
5.988	0.7661E-17
6.225	0.9712E-17
6.461	0.1210E-16
6.697	0.1484E-16
6.935	0.1793E-16
7.177	0.2138E-16
7.425	0.2519E-16
7.681	0.2937E-16
7.949	0.3391E-16
8.229	0.3880E-16
8.526	0.4407E-16
8.844	0.4969E-16
9.186	0.5568E-16
9.556	0.6201E-16
9.961	0.6870E-16
10.41	0.7570E-16
10.90	0.8299E-16
11.44	0.9053E-16
12.05	0.9822E-16
12.74	0.1060E-15
13.52	0.1138E-15
14.40	0.1214E-15
15.40	0.1286E-15
16.54	0.1354E-15
17.85	0.1414E-15
19.34	0.1466E-15
21.05	0.1508E-15
23.02	0.1537E-15
25.27	0.1553E-15
27.85	0.1554E-15
30.81	0.1541E-15
34.21	0.1513E-15
38.14	0.1472E-15
42.68	0.1417E-15
47.96	0.1352E-15
54.13	0.1277E-15
61.40	0.1194E-15
70.04	0.1105E-15
80.40	0.1013E-15
 
 
C8    Ar    Excitation    13.23 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.9632E-02	0.000
0.1042E-01	0.000
0.1135E-01	0.000
0.1247E-01	0.000
0.1382E-01	0.000
0.1544E-01	0.000
0.1739E-01	0.000
0.1958E-01	0.000
0.2229E-01	0.000
0.2543E-01	0.000
0.2917E-01	0.000
0.3323E-01	0.000
0.3777E-01	0.000
0.4295E-01	0.000
0.4847E-01	0.000
0.5737E-01	0.000
0.6358E-01	0.000
0.7028E-01	0.000
0.7803E-01	0.000
0.8575E-01	0.000
0.9414E-01	0.000
0.1034	0.000
0.1138	0.000
0.1258	0.000
0.1402	0.000
0.1581	0.000
0.1812	0.000
0.2104	0.000
0.2473	0.000
0.2924	0.000
0.3446	0.000
0.4036	0.000
0.4659	0.000
0.5314	0.000
0.5985	0.000
0.6675	0.000
0.7394	0.000
0.8147	0.000
1.539	0.1363E-18
1.591	0.1474E-18
1.655	0.1626E-18
1.730	0.1825E-18
1.819	0.2078E-18
1.924	0.2390E-18
2.045	0.2763E-18
2.185	0.3194E-18
2.343	0.3678E-18
2.516	0.4197E-18
2.713	0.4769E-18
2.929	0.5399E-18
3.163	0.6136E-18
3.412	0.7089E-18
3.672	0.8446E-18
3.938	0.1049E-17
4.207	0.1358E-17
4.477	0.1816E-17
4.741	0.2466E-17
5.001	0.3356E-17
5.256	0.4525E-17
5.504	0.6010E-17
5.748	0.7838E-17
5.988	0.1003E-16
6.225	0.1260E-16
6.461	0.1557E-16
6.697	0.1893E-16
6.935	0.2269E-16
7.177	0.2687E-16
7.425	0.3147E-16
7.681	0.3650E-16
7.949	0.4200E-16
8.229	0.4797E-16
8.526	0.5446E-16
8.844	0.6151E-16
9.186	0.6916E-16
9.556	0.7746E-16
9.961	0.8647E-16
10.41	0.9624E-16
10.90	0.1068E-15
11.44	0.1183E-15
12.05	0.1306E-15
12.74	0.1439E-15
13.52	0.1581E-15
14.40	0.1731E-15
15.40	0.1891E-15
16.54	0.2058E-15
17.85	0.2232E-15
19.34	0.2411E-15
21.05	0.2593E-15
23.02	0.2777E-15
25.27	0.2959E-15
27.85	0.3138E-15
30.81	0.3310E-15
34.21	0.3473E-15
38.14	0.3624E-15
42.68	0.3762E-15
47.96	0.3884E-15
54.13	0.3988E-15
61.40	0.4073E-15
70.04	0.4139E-15
80.40	0.4184E-15
 
 
C9    Ar    Excitation    13.28 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.9632E-02	0.000
0.1042E-01	0.000
0.1135E-01	0.000
0.1247E-01	0.000
0.1382E-01	0.000
0.1544E-01	0.000
0.1739E-01	0.000
0.1958E-01	0.000
0.2229E-01	0.000
0.2543E-01	0.000
0.2917E-01	0.000
0.3323E-01	0.000
0.3777E-01	0.000
0.4295E-01	0.000
0.4847E-01	0.000
0.5737E-01	0.000
0.6358E-01	0.000
0.7028E-01	0.000
0.7803E-01	0.000
0.8575E-01	0.000
0.9414E-01	0.000
0.1034	0.000
0.1138	0.000
0.1258	0.000
0.1402	0.000
0.1581	0.000
0.1812	0.000
0.2104	0.000
0.2473	0.000
0.2924	0.000
0.3446	0.000
0.4036	0.000
0.4659	0.000
0.5314	0.000
0.5985	0.000
0.6675	0.000
0.7394	0.000
0.8147	0.000
1.539	0.3646E-19
1.591	0.3871E-19
1.655	0.4198E-19
1.730	0.4652E-19
1.819	0.5257E-19
1.924	0.6037E-19
2.045	0.7009E-19
2.185	0.8180E-19
2.343	0.9549E-19
2.516	0.1107E-18
2.713	0.1280E-18
2.929	0.1474E-18
3.163	0.1698E-18
3.412	0.1976E-18
3.672	0.2355E-18
3.938	0.2907E-18
4.207	0.3735E-18
4.477	0.4972E-18
4.741	0.6762E-18
5.001	0.9271E-18
5.256	0.1266E-17
5.504	0.1708E-17
5.748	0.2267E-17
5.988	0.2955E-17
6.225	0.3781E-17
6.461	0.4752E-17
6.697	0.5872E-17
6.935	0.7144E-17
7.177	0.8570E-17
7.425	0.1015E-16
7.681	0.1189E-16
7.949	0.1378E-16
8.229	0.1583E-16
8.526	0.1805E-16
8.844	0.2042E-16
9.186	0.2297E-16
9.556	0.2568E-16
9.961	0.2857E-16
10.41	0.3163E-16
10.90	0.3486E-16
11.44	0.3824E-16
12.05	0.4177E-16
12.74	0.4542E-16
13.52	0.4915E-16
14.40	0.5293E-16
15.40	0.5669E-16
16.54	0.6038E-16
17.85	0.6392E-16
19.34	0.6724E-16
21.05	0.7024E-16
23.02	0.7287E-16
25.27	0.7503E-16
27.85	0.7666E-16
30.81	0.7771E-16
34.21	0.7814E-16
38.14	0.7793E-16
42.68	0.7706E-16
47.96	0.7557E-16
54.13	0.7346E-16
61.40	0.7080E-16
70.04	0.6763E-16
80.40	0.6402E-16
 
 
C10   Ar    Excitation    13.30 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.9632E-02	0.000
0.1042E-01	0.000
0.1135E-01	0.000
0.1247E-01	0.000
0.1382E-01	0.000
0.1544E-01	0.000
0.1739E-01	0.000
0.1958E-01	0.000
0.2229E-01	0.000
0.2543E-01	0.000
0.2917E-01	0.000
0.3323E-01	0.000
0.3777E-01	0.000
0.4295E-01	0.000
0.4847E-01	0.000
0.5737E-01	0.000
0.6358E-01	0.000
0.7028E-01	0.000
0.7803E-01	0.000
0.8575E-01	0.000
0.9414E-01	0.000
0.1034	0.000
0.1138	0.000
0.1258	0.000
0.1402	0.000
0.1581	0.000
0.1812	0.000
0.2104	0.000
0.2473	0.000
0.2924	0.000
0.3446	0.000
0.4036	0.000
0.4659	0.000
0.5314	0.000
0.5985	0.000
0.6675	0.000
0.7394	0.000
0.8147	0.000
1.539	0.1279E-18
1.591	0.1387E-18
1.655	0.1535E-18
1.730	0.1732E-18
1.819	0.1983E-18
1.924	0.2295E-18
2.045	0.2668E-18
2.185	0.3101E-18
2.343	0.3585E-18
2.516	0.4103E-18
2.713	0.4670E-18
2.929	0.5289E-18
3.163	0.6007E-18
3.412	0.6930E-18
3.672	0.8245E-18
3.938	0.1023E-17
4.207	0.1326E-17
4.477	0.1775E-17
4.741	0.2416E-17
5.001	0.3292E-17
5.256	0.4442E-17
5.504	0.5901E-17
5.748	0.7693E-17
5.988	0.9835E-17
6.225	0.1234E-16
6.461	0.1522E-16
6.697	0.1846E-16
6.935	0.2209E-16
7.177	0.2610E-16
7.425	0.3050E-16
7.681	0.3530E-16
7.949	0.4052E-16
8.229	0.4618E-16
8.526	0.5231E-16
8.844	0.5896E-16
9.186	0.6616E-16
9.556	0.7396E-16
9.961	0.8243E-16
10.41	0.9161E-16
10.90	0.1016E-15
11.44	0.1123E-15
12.05	0.1240E-15
12.74	0.1365E-15
13.52	0.1499E-15
14.40	0.1643E-15
15.40	0.1796E-15
16.54	0.1956E-15
17.85	0.2125E-15
19.34	0.2299E-15
21.05	0.2479E-15
23.02	0.2661E-15
25.27	0.2844E-15
27.85	0.3025E-15
30.81	0.3201E-15
34.21	0.3371E-15
38.14	0.3531E-15
42.68	0.3679E-15
47.96	0.3813E-15
54.13	0.3930E-15
61.40	0.4030E-15
70.04	0.4111E-15
80.40	0.4171E-15
 
 
C11   Ar    Excitation    13.40 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.9632E-02	0.000
0.1042E-01	0.000
0.1135E-01	0.000
0.1247E-01	0.000
0.1382E-01	0.000
0.1544E-01	0.000
0.1739E-01	0.000
0.1958E-01	0.000
0.2229E-01	0.000
0.2543E-01	0.000
0.2917E-01	0.000
0.3323E-01	0.000
0.3777E-01	0.000
0.4295E-01	0.000
0.4847E-01	0.000
0.5737E-01	0.000
0.6358E-01	0.000
0.7028E-01	0.000
0.7803E-01	0.000
0.8575E-01	0.000
0.9414E-01	0.000
0.1034	0.000
0.1138	0.000
0.1258	0.000
0.1402	0.000
0.1581	0.000
0.1812	0.000
0.2104	0.000
0.2473	0.000
0.2924	0.000
0.3446	0.000
0.4036	0.000
0.4659	0.000
0.5314	0.000
0.5985	0.000
0.6675	0.000
0.7394	0.000
0.8147	0.000
1.539	0.3718E-19
1.591	0.3982E-19
1.655	0.4353E-19
1.730	0.4854E-19
1.819	0.5508E-19
1.924	0.6333E-19
2.045	0.7341E-19
2.185	0.8532E-19
2.343	0.9897E-19
2.516	0.1139E-18
2.713	0.1306E-18
2.929	0.1492E-18
3.163	0.1707E-18
3.412	0.1980E-18
3.672	0.2360E-18
3.938	0.2922E-18
4.207	0.3769E-18
4.477	0.5028E-18
4.741	0.6836E-18
5.001	0.9340E-18
5.256	0.1268E-17
5.504	0.1699E-17
5.748	0.2238E-17
5.988	0.2894E-17
6.225	0.3675E-17
6.461	0.4587E-17
6.697	0.5634E-17
6.935	0.6819E-17
7.177	0.8144E-17
7.425	0.9612E-17
7.681	0.1123E-16
7.949	0.1299E-16
8.229	0.1490E-16
8.526	0.1697E-16
8.844	0.1920E-16
9.186	0.2161E-16
9.556	0.2419E-16
9.961	0.2697E-16
10.41	0.2996E-16
10.90	0.3315E-16
11.44	0.3657E-16
12.05	0.4021E-16
12.74	0.4409E-16
13.52	0.4821E-16
14.40	0.5256E-16
15.40	0.5714E-16
16.54	0.6193E-16
17.85	0.6693E-16
19.34	0.7213E-16
21.05	0.7749E-16
23.02	0.8302E-16
25.27	0.8867E-16
27.85	0.9443E-16
30.81	0.1003E-15
34.21	0.1062E-15
38.14	0.1122E-15
42.68	0.1181E-15
47.96	0.1241E-15
54.13	0.1300E-15
61.40	0.1358E-15
70.04	0.1414E-15
80.40	0.1468E-15
 
 
C12   Ar    Excitation    13.40 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.9632E-02	0.000
0.1042E-01	0.000
0.1135E-01	0.000
0.1247E-01	0.000
0.1382E-01	0.000
0.1544E-01	0.000
0.1739E-01	0.000
0.1958E-01	0.000
0.2229E-01	0.000
0.2543E-01	0.000
0.2917E-01	0.000
0.3323E-01	0.000
0.3777E-01	0.000
0.4295E-01	0.000
0.4847E-01	0.000
0.5737E-01	0.000
0.6358E-01	0.000
0.7028E-01	0.000
0.7803E-01	0.000
0.8575E-01	0.000
0.9414E-01	0.000
0.1034	0.000
0.1138	0.000
0.1258	0.000
0.1402	0.000
0.1581	0.000
0.1812	0.000
0.2104	0.000
0.2473	0.000
0.2924	0.000
0.3446	0.000
0.4036	0.000
0.4659	0.000
0.5314	0.000
0.5985	0.000
0.6675	0.000
0.7394	0.000
0.8147	0.000
1.539	0.2134E-19
1.591	0.2209E-19
1.655	0.2330E-19
1.730	0.2510E-19
1.819	0.2764E-19
1.924	0.3107E-19
2.045	0.3553E-19
2.185	0.4114E-19
2.343	0.4798E-19
2.516	0.5591E-19
2.713	0.6536E-19
2.929	0.7631E-19
3.163	0.8919E-19
3.412	0.1050E-18
3.672	0.1259E-18
3.938	0.1552E-18
4.207	0.1982E-18
4.477	0.2618E-18
4.741	0.3549E-18
5.001	0.4878E-18
5.256	0.6724E-18
5.504	0.9212E-18
5.748	0.1247E-17
5.988	0.1664E-17
6.225	0.2185E-17
6.461	0.2821E-17
6.697	0.3584E-17
6.935	0.4484E-17
7.177	0.5530E-17
7.425	0.6732E-17
7.681	0.8098E-17
7.949	0.9635E-17
8.229	0.1135E-16
8.526	0.1325E-16
8.844	0.1535E-16
9.186	0.1765E-16
9.556	0.2016E-16
9.961	0.2289E-16
10.41	0.2584E-16
10.90	0.2902E-16
11.44	0.3241E-16
12.05	0.3602E-16
12.74	0.3981E-16
13.52	0.4377E-16
14.40	0.4785E-16
15.40	0.5199E-16
16.54	0.5613E-16
17.85	0.6020E-16
19.34	0.6411E-16
21.05	0.6776E-16
23.02	0.7107E-16
25.27	0.7394E-16
27.85	0.7628E-16
30.81	0.7803E-16
34.21	0.7912E-16
38.14	0.7951E-16
42.68	0.7920E-16
47.96	0.7817E-16
54.13	0.7646E-16
61.40	0.7409E-16
70.04	0.7114E-16
80.40	0.6765E-16
 
 
C13   Ar    Excitation    13.42 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.9632E-02	0.000
0.1042E-01	0.000
0.1135E-01	0.000
0.1247E-01	0.000
0.1382E-01	0.000
0.1544E-01	0.000
0.1739E-01	0.000
0.1958E-01	0.000
0.2229E-01	0.000
0.2543E-01	0.000
0.2917E-01	0.000
0.3323E-01	0.000
0.3777E-01	0.000
0.4295E-01	0.000
0.4847E-01	0.000
0.5737E-01	0.000
0.6358E-01	0.000
0.7028E-01	0.000
0.7803E-01	0.000
0.8575E-01	0.000
0.9414E-01	0.000
0.1034	0.000
0.1138	0.000
0.1258	0.000
0.1402	0.000
0.1581	0.000
0.1812	0.000
0.2104	0.000
0.2473	0.000
0.2924	0.000
0.3446	0.000
0.4036	0.000
0.4659	0.000
0.5314	0.000
0.5985	0.000
0.6675	0.000
0.7394	0.000
0.8147	0.000
1.539	0.2265E-19
1.591	0.2325E-19
1.655	0.2433E-19
1.730	0.2602E-19
1.819	0.2850E-19
1.924	0.3198E-19
2.045	0.3663E-19
2.185	0.4265E-19
2.343	0.5016E-19
2.516	0.5900E-19
2.713	0.6969E-19
2.929	0.8211E-19
3.163	0.9662E-19
3.412	0.1141E-18
3.672	0.1367E-18
3.938	0.1680E-18
4.207	0.2135E-18
4.477	0.2814E-18
4.741	0.3817E-18
5.001	0.5268E-18
5.256	0.7308E-18
5.504	0.1009E-17
5.748	0.1376E-17
5.988	0.1850E-17
6.225	0.2445E-17
6.461	0.3177E-17
6.697	0.4061E-17
6.935	0.5114E-17
7.177	0.6351E-17
7.425	0.7792E-17
7.681	0.9457E-17
7.949	0.1137E-16
8.229	0.1355E-16
8.526	0.1603E-16
8.844	0.1885E-16
9.186	0.2204E-16
9.556	0.2565E-16
9.961	0.2974E-16
10.41	0.3435E-16
10.90	0.3954E-16
11.44	0.4539E-16
12.05	0.5195E-16
12.74	0.5930E-16
13.52	0.6750E-16
14.40	0.7661E-16
15.40	0.8669E-16
16.54	0.9777E-16
17.85	0.1099E-15
19.34	0.1230E-15
21.05	0.1370E-15
23.02	0.1520E-15
25.27	0.1677E-15
27.85	0.1839E-15
30.81	0.2006E-15
34.21	0.2174E-15
38.14	0.2341E-15
42.68	0.2505E-15
47.96	0.2662E-15
54.13	0.2810E-15
61.40	0.2945E-15
70.04	0.3067E-15
80.40	0.3172E-15
 
 
C14   Ar    Excitation    13.44 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.9632E-02	0.000
0.1042E-01	0.000
0.1135E-01	0.000
0.1247E-01	0.000
0.1382E-01	0.000
0.1544E-01	0.000
0.1739E-01	0.000
0.1958E-01	0.000
0.2229E-01	0.000
0.2543E-01	0.000
0.2917E-01	0.000
0.3323E-01	0.000
0.3777E-01	0.000
0.4295E-01	0.000
0.4847E-01	0.000
0.5737E-01	0.000
0.6358E-01	0.000
0.7028E-01	0.000
0.7803E-01	0.000
0.8575E-01	0.000
0.9414E-01	0.000
0.1034	0.000
0.1138	0.000
0.1258	0.000
0.1402	0.000
0.1581	0.000
0.1812	0.000
0.2104	0.000
0.2473	0.000
0.2924	0.000
0.3446	0.000
0.4036	0.000
0.4659	0.000
0.5314	0.000
0.5985	0.000
0.6675	0.000
0.7394	0.000
0.8147	0.000
1.539	0.5268E-19
1.591	0.5677E-19
1.655	0.6253E-19
1.730	0.7030E-19
1.819	0.8044E-19
1.924	0.9322E-19
2.045	0.1088E-18
2.185	0.1271E-18
2.343	0.1479E-18
2.516	0.1705E-18
2.713	0.1955E-18
2.929	0.2229E-18
3.163	0.2544E-18
3.412	0.2941E-18
3.672	0.3496E-18
3.938	0.4326E-18
4.207	0.5587E-18
4.477	0.7471E-18
4.741	0.1018E-17
5.001	0.1392E-17
5.256	0.1888E-17
5.504	0.2523E-17
5.748	0.3309E-17
5.988	0.4257E-17
6.225	0.5370E-17
6.461	0.6652E-17
6.697	0.8103E-17
6.935	0.9718E-17
7.177	0.1150E-16
7.425	0.1343E-16
7.681	0.1552E-16
7.949	0.1776E-16
8.229	0.2015E-16
8.526	0.2268E-16
8.844	0.2535E-16
9.186	0.2817E-16
9.556	0.3111E-16
9.961	0.3420E-16
10.41	0.3741E-16
10.90	0.4073E-16
11.44	0.4414E-16
12.05	0.4762E-16
12.74	0.5114E-16
13.52	0.5464E-16
14.40	0.5808E-16
15.40	0.6139E-16
16.54	0.6449E-16
17.85	0.6733E-16
19.34	0.6983E-16
21.05	0.7191E-16
23.02	0.7350E-16
25.27	0.7455E-16
27.85	0.7502E-16
30.81	0.7488E-16
34.21	0.7413E-16
38.14	0.7278E-16
42.68	0.7085E-16
47.96	0.6841E-16
54.13	0.6548E-16
61.40	0.6215E-16
70.04	0.5849E-16
80.40	0.5456E-16
 
 
C15   Ar    Excitation    13.59 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.9632E-02	0.000
0.1042E-01	0.000
0.1135E-01	0.000
0.1247E-01	0.000
0.1382E-01	0.000
0.1544E-01	0.000
0.1739E-01	0.000
0.1958E-01	0.000
0.2229E-01	0.000
0.2543E-01	0.000
0.2917E-01	0.000
0.3323E-01	0.000
0.3777E-01	0.000
0.4295E-01	0.000
0.4847E-01	0.000
0.5737E-01	0.000
0.6358E-01	0.000
0.7028E-01	0.000
0.7803E-01	0.000
0.8575E-01	0.000
0.9414E-01	0.000
0.1034	0.000
0.1138	0.000
0.1258	0.000
0.1402	0.000
0.1581	0.000
0.1812	0.000
0.2104	0.000
0.2473	0.000
0.2924	0.000
0.3446	0.000
0.4036	0.000
0.4659	0.000
0.5314	0.000
0.5985	0.000
0.6675	0.000
0.7394	0.000
0.8147	0.000
1.539	0.1158E-18
1.591	0.1226E-18
1.655	0.1328E-18
1.730	0.1472E-18
1.819	0.1665E-18
1.924	0.1917E-18
2.045	0.2234E-18
2.185	0.2618E-18
2.343	0.3068E-18
2.516	0.3568E-18
2.713	0.4139E-18
2.929	0.4775E-18
3.163	0.5505E-18
3.412	0.6407E-18
3.672	0.7626E-18
3.938	0.9401E-18
4.207	0.1207E-17
4.477	0.1607E-17
4.741	0.2189E-17
5.001	0.3007E-17
5.256	0.4114E-17
5.504	0.5563E-17
5.748	0.7398E-17
5.988	0.9659E-17
6.225	0.1238E-16
6.461	0.1558E-16
6.697	0.1929E-16
6.935	0.2351E-16
7.177	0.2826E-16
7.425	0.3355E-16
7.681	0.3939E-16
7.949	0.4580E-16
8.229	0.5279E-16
8.526	0.6041E-16
8.844	0.6869E-16
9.186	0.7768E-16
9.556	0.8743E-16
9.961	0.9802E-16
10.41	0.1095E-15
10.90	0.1220E-15
11.44	0.1356E-15
12.05	0.1504E-15
12.74	0.1665E-15
13.52	0.1838E-15
14.40	0.2026E-15
15.40	0.2229E-15
16.54	0.2446E-15
17.85	0.2679E-15
19.34	0.2926E-15
21.05	0.3189E-15
23.02	0.3465E-15
25.27	0.3754E-15
27.85	0.4055E-15
30.81	0.4365E-15
34.21	0.4683E-15
38.14	0.5007E-15
42.68	0.5334E-15
47.96	0.5662E-15
54.13	0.5987E-15
61.40	0.6307E-15
70.04	0.6616E-15
80.40	0.6912E-15
 
 
C16   Ar    Ionization    15.76 eV                              
Energy (eV)	Rate coefficient (m3/s)
0.9632E-02	0.000
0.1042E-01	0.000
0.1135E-01	0.000
0.1247E-01	0.000
0.1382E-01	0.000
0.1544E-01	0.000
0.1739E-01	0.000
0.1958E-01	0.000
0.2229E-01	0.000
0.2543E-01	0.000
0.2917E-01	0.000
0.3323E-01	0.000
0.3777E-01	0.000
0.4295E-01	0.000
0.4847E-01	0.000
0.5737E-01	0.000
0.6358E-01	0.000
0.7028E-01	0.000
0.7803E-01	0.000
0.8575E-01	0.000
0.9414E-01	0.000
0.1034	0.000
0.1138	0.000
0.1258	0.000
0.1402	0.000
0.1581	0.000
0.1812	0.000
0.2104	0.000
0.2473	0.000
0.2924	0.000
0.3446	0.000
0.4036	0.000
0.4659	0.000
0.5314	0.000
0.5985	0.000
0.6675	0.000
0.7394	0.000
0.8147	0.000
1.539	0.6285E-18
1.591	0.6151E-18
1.655	0.6035E-18
1.730	0.5949E-18
1.819	0.5914E-18
1.924	0.5964E-18
2.045	0.6149E-18
2.185	0.6538E-18
2.343	0.7220E-18
2.516	0.8258E-18
2.713	0.9831E-18
2.929	0.1201E-17
3.163	0.1489E-17
3.412	0.1855E-17
3.672	0.2311E-17
3.938	0.2885E-17
4.207	0.3632E-17
4.477	0.4666E-17
4.741	0.6175E-17
5.001	0.8467E-17
5.256	0.1200E-16
5.504	0.1740E-16
5.748	0.2552E-16
5.988	0.3744E-16
6.225	0.5452E-16
6.461	0.7842E-16
6.697	0.1111E-15
6.935	0.1549E-15
7.177	0.2126E-15
7.425	0.2874E-15
7.681	0.3831E-15
7.949	0.5041E-15
8.229	0.6554E-15
8.526	0.8433E-15
8.844	0.1075E-14
9.186	0.1358E-14
9.556	0.1704E-14
9.961	0.2123E-14
10.41	0.2629E-14
10.90	0.3239E-14
11.44	0.3971E-14
12.05	0.4846E-14
12.74	0.5890E-14
13.52	0.7129E-14
14.40	0.8593E-14
15.40	0.1032E-13
16.54	0.1233E-13
17.85	0.1467E-13
19.34	0.1736E-13
21.05	0.2044E-13
23.02	0.2394E-13
25.27	0.2787E-13
27.85	0.3225E-13
30.81	0.3709E-13
34.21	0.4238E-13
38.14	0.4810E-13
42.68	0.5425E-13
47.96	0.6077E-13
54.13	0.6762E-13
61.40	0.7473E-13
70.04	0.8203E-13
80.40	0.8943E-13
 
 
C17   Ar(1s2)    De-excitation    11.83 eV                      
Energy (eV)	Rate coefficient (m3/s)
0.9632E-02	0.1975E-14
0.1042E-01	0.2077E-14
0.1135E-01	0.2187E-14
0.1247E-01	0.2307E-14
0.1382E-01	0.2433E-14
0.1544E-01	0.2564E-14
0.1739E-01	0.2696E-14
0.1958E-01	0.2849E-14
0.2229E-01	0.2966E-14
0.2543E-01	0.3071E-14
0.2917E-01	0.3174E-14
0.3323E-01	0.3237E-14
0.3777E-01	0.3277E-14
0.4295E-01	0.3305E-14
0.4847E-01	0.3297E-14
0.5737E-01	0.3307E-14
0.6358E-01	0.3247E-14
0.7028E-01	0.3176E-14
0.7803E-01	0.3099E-14
0.8575E-01	0.3011E-14
0.9414E-01	0.2918E-14
0.1034	0.2823E-14
0.1138	0.2730E-14
0.1258	0.2633E-14
0.1402	0.2535E-14
0.1581	0.2440E-14
0.1812	0.2347E-14
0.2104	0.2258E-14
0.2473	0.2177E-14
0.2924	0.2106E-14
0.3446	0.2048E-14
0.4036	0.2004E-14
0.4659	0.1974E-14
0.5314	0.1957E-14
0.5985	0.1952E-14
0.6675	0.1957E-14
0.7394	0.1969E-14
0.8147	0.1990E-14
1.539	0.2243E-14
1.591	0.2267E-14
1.655	0.2297E-14
1.730	0.2335E-14
1.819	0.2379E-14
1.924	0.2432E-14
2.045	0.2491E-14
2.185	0.2559E-14
2.343	0.2633E-14
2.516	0.2710E-14
2.713	0.2795E-14
2.929	0.2883E-14
3.163	0.2972E-14
3.412	0.3062E-14
3.672	0.3151E-14
3.938	0.3237E-14
4.207	0.3319E-14
4.477	0.3396E-14
4.741	0.3469E-14
5.001	0.3537E-14
5.256	0.3601E-14
5.504	0.3661E-14
5.748	0.3718E-14
5.988	0.3772E-14
6.225	0.3824E-14
6.461	0.3875E-14
6.697	0.3925E-14
6.935	0.3975E-14
7.177	0.4025E-14
7.425	0.4075E-14
7.681	0.4128E-14
7.949	0.4182E-14
8.229	0.4238E-14
8.526	0.4298E-14
8.844	0.4361E-14
9.186	0.4428E-14
9.556	0.4501E-14
9.961	0.4579E-14
10.41	0.4665E-14
10.90	0.4758E-14
11.44	0.4860E-14
12.05	0.4972E-14
12.74	0.5096E-14
13.52	0.5233E-14
14.40	0.5384E-14
15.40	0.5552E-14
16.54	0.5737E-14
17.85	0.5940E-14
